date,bw-ic,bw-vc,by-ic,by-vc,hb-ic,hb-vc,hh-ic,hh-vc,he-ic,he-vc,ni-ic,ni-vc,nw-ic,nw-vc,rp-ic,rp-vc,sl-ic,sl-vc,sh-ic,sh-vc,bb-ic,bb-vc,mv-ic,mv-vc,sn-ic,sn-vc,st-ic,st-vc,th-ic,th-vc,be-ic,be-vc,de-ic,de-vc
2021-04-25,594,352,784,427,44,31,110,71,468,233,304,184,1123,651,197,99,72,32,43,27,145,75,88,55,406,242,146,94,215,106,314,195,5053,2874
2021-04-26,592,357,797,447,47,30,111,73,472,229,310,184,1147,650,193,98,77,33,43,31,142,73,86,56,408,240,148,96,221,109,328,199,5122,2905
2021-04-27,603,353,787,446,44,29,110,74,463,229,305,186,1144,647,182,91,76,36,43,33,146,73,89,52,390,229,145,100,209,99,327,196,5063,2873
2021-04-28,615,353,783,444,44,30,111,71,458,230,291,188,1162,645,183,95,73,31,44,32,139,74,90,51,391,231,141,102,206,99,316,198,5047,2874
2021-04-29,618,370,783,448,44,31,108,70,453,234,291,191,1150,649,197,97,68,31,49,28,136,78,91,51,388,232,138,98,203,110,313,203,5030,2921
2021-04-30,611,364,792,455,43,28,113,75,450,230,296,188,1153,654,187,98,66,28,52,28,136,78,88,52,393,237,138,89,190,111,307,202,5015,2917
2021-05-01,611,375,787,447,43,29,112,73,453,223,294,188,1158,665,178,93,68,29,49,29,143,76,87,50,398,247,139,85,180,109,309,207,5009,2925
2021-05-02,615,377,786,452,43,29,110,67,454,225,296,197,1165,677,189,96,67,32,48,27,143,75,84,50,396,246,136,83,191,111,306,206,5029,2950
2021-05-03,627,382,785,457,42,25,102,66,456,230,295,199,1148,669,186,100,73,29,45,26,137,79,82,44,398,231,133,84,193,113,309,205,5011,2939
2021-05-04,625,375,765,455,44,24,103,60,438,220,288,197,1139,673,194,107,70,29,51,30,132,77,81,45,408,232,126,85,191,116,300,204,4955,2929
2021-05-05,612,375,753,449,46,25,97,59,435,215,277,188,1108,662,180,103,67,34,49,28,128,73,83,48,397,231,126,83,188,111,292,196,4838,2880
2021-05-06,612,370,719,448,41,26,87,59,446,210,281,180,1101,655,174,103,69,36,46,25,125,67,75,42,392,224,129,81,182,110,289,200,4768,2836
2021-05-07,603,377,718,442,44,27,80,55,426,213,281,181,1071,656,169,102,68,35,48,24,117,63,74,40,383,226,122,77,172,100,293,200,4669,2818
2021-05-08,621,392,705,425,44,29,79,56,429,210,262,174,1039,654,170,100,69,35,47,26,111,62,80,35,373,220,127,77,169,104,285,198,4610,2797
2021-05-09,602,382,702,427,43,28,82,55,423,204,263,172,1052,666,165,105,68,36,45,27,109,60,81,38,370,221,126,80,171,100,284,196,4586,2797
2021-05-10,621,379,703,418,46,29,82,53,424,201,259,166,1045,640,169,101,69,35,45,25,108,62,81,37,370,229,125,80,172,101,280,191,4599,2747
2021-05-11,617,383,678,402,41,29,80,49,402,200,252,163,1034,646,158,97,63,34,47,26,104,57,73,40,362,229,115,78,171,102,264,181,4461,2716
2021-05-12,600,382,669,391,44,30,83,49,391,192,242,159,999,633,161,101,61,31,47,31,102,57,75,41,368,230,115,75,165,103,254,173,4376,2678
2021-05-13,584,378,647,392,43,32,83,45,381,196,237,161,966,624,159,100,64,32,48,31,100,57,67,41,367,221,108,73,163,101,239,169,4256,2653
2021-05-14,578,381,640,399,44,32,83,49,376,198,226,157,935,603,157,93,68,35,49,31,99,55,60,36,364,222,104,72,163,105,236,167,4182,2635
2021-05-15,573,373,615,393,44,34,79,52,372,195,226,159,922,580,147,97,65,35,43,31,89,55,59,32,356,214,102,73,166,103,231,164,4089,2590
2021-05-16,568,372,620,388,41,28,77,50,376,185,221,151,907,568,144,97,66,35,44,31,89,52,60,30,361,218,157,64,158,95,234,162,4123,2526
2021-05-17,558,366,609,392,40,26,76,50,372,181,219,135,896,575,147,97,67,31,44,32,87,50,57,26,354,212,97,62,156,93,236,164,4015,2492
