date,mb-pt,mb-dt,mb-hd,mb-hc,mb-ht,mb-id,mb-ic,mb-it,ie-pt,ie-dt,ie-hd,ie-hc,ie-ht,ie-id,ie-ic,ie-it,no-pt,no-dt,no-hd,no-hc,no-ht,no-id,no-ic,no-it,pm-pt,pm-dt,pm-hd,pm-hc,pm-ht,pm-id,pm-ic,pm-it,sh-pt,sh-dt,sh-hd,sh-hc,sh-ht,sh-id,sh-ic,sh-it,wg-pt,wg-dt,wg-hd,wg-hc,wg-ht,wg-id,wg-ic,wg-it
2021-06-20,55412,1137,9,248,3765,7,52,805,3675,43,3,21,245,1,6,67,7709,54,1,19,424,0,4,86,3879,77,2,18,268,0,3,52,7304,184,1,48,612,2,7,99,32845,779,2,142,2216,4,32,501
2021-06-21,55486,1139,5,236,3770,2,54,807,3678,43,0,24,245,1,7,68,7726,54,0,19,424,0,5,86,3880,77,1,15,269,0,3,52,7325,184,1,46,613,0,7,99,32877,781,3,132,2219,1,32,502
2021-06-22,55608,1140,6,226,3776,1,50,808,3690,43,1,24,246,0,7,68,7747,54,1,18,425,1,4,87,3890,77,0,14,269,0,3,52,7338,185,0,41,613,0,8,99,32943,781,4,129,2223,0,28,502
2021-06-23,55707,1141,10,221,3786,3,51,811,3701,43,4,25,250,0,7,68,7757,54,1,18,426,1,5,88,3892,77,0,13,269,1,4,53,7354,185,0,40,613,0,8,99,33003,782,5,125,2228,1,27,503
2021-06-24,55790,1142,3,206,3789,2,49,813,3709,43,0,24,250,0,5,68,7769,54,0,15,426,0,5,88,3897,77,0,13,269,0,5,53,7364,185,0,37,613,0,8,99,33051,783,3,117,2231,2,26,505
2021-06-25,55883,1142,10,201,3799,2,47,815,3720,43,1,24,251,0,5,68,7787,54,1,16,427,1,6,89,3902,77,4,14,273,0,5,53,7379,185,0,34,613,0,8,99,33095,783,4,113,2235,1,23,506
2021-06-26,55979,1144,9,206,3808,0,46,815,3733,43,3,29,254,0,5,68,7802,54,0,15,427,0,7,89,3907,77,0,14,273,0,5,53,7392,186,2,35,615,0,7,99,33145,784,4,113,2239,0,22,506
2021-06-27,56043,1146,8,207,3816,3,46,818,3753,43,0,26,254,1,6,69,7811,54,0,15,427,0,7,89,3909,77,1,16,274,0,5,53,7397,187,3,34,618,0,6,99,33173,785,4,116,2243,2,22,508
2021-06-28,56106,1149,3,194,3819,1,45,819,3759,44,0,21,254,0,6,69,7832,54,0,13,427,0,7,89,3909,77,1,15,275,0,5,53,7405,187,1,33,619,0,5,99,33201,787,1,112,2244,1,22,509
2021-06-29,56179,1153,8,191,3827,3,42,822,3768,44,0,19,254,0,5,69,7856,54,1,13,428,0,7,89,3912,77,3,18,278,1,5,54,7416,187,0,32,619,2,7,101,33227,791,4,109,2248,0,18,509
2021-06-30,56258,1153,9,188,3836,1,38,823,3774,44,0,17,254,0,4,69,7860,54,1,12,429,0,5,89,3922,77,2,18,280,0,5,54,7426,187,1,33,620,0,7,101,33276,791,5,108,2253,1,17,510
2021-07-01,56309,1154,7,183,3843,3,39,826,3783,44,0,17,254,0,3,69,7871,54,1,13,430,0,5,89,3928,77,0,16,280,0,5,54,7432,187,0,32,620,0,7,101,33295,792,6,105,2259,3,19,513
2021-07-02,56354,1156,2,177,3845,3,39,829,3783,44,0,16,254,0,3,69,7874,54,0,13,430,0,6,89,3934,77,1,15,281,1,5,55,7437,188,1,29,621,0,6,101,33326,793,0,104,2259,2,19,515
2021-07-03,56416,1158,3,170,3848,3,39,832,3790,44,1,16,255,0,3,69,7881,54,0,12,430,0,5,89,3942,77,0,15,281,0,4,55,7448,188,0,29,621,1,7,102,33355,795,2,98,2261,2,20,517
2021-07-04,56484,1159,7,174,3855,0,38,832,3799,44,2,18,257,0,3,69,7884,55,0,11,430,0,5,89,3952,77,0,15,281,0,4,55,7453,188,1,30,622,0,7,102,33396,795,4,100,2265,0,19,517
2021-07-05,56526,1160,9,174,3864,2,36,834,3805,44,2,19,259,0,2,69,7886,55,1,11,431,0,4,89,3955,77,2,16,283,0,4,55,7457,189,2,31,624,0,6,102,33423,795,2,97,2267,2,20,519
2021-07-06,56595,1162,5,171,3869,1,33,835,3824,44,2,21,261,0,2,69,7890,55,0,11,431,0,2,89,3958,79,0,14,283,0,4,55,7467,189,3,31,627,0,5,102,33456,795,0,94,2267,1,20,520
2021-07-07,56666,1162,6,164,3875,0,30,835,3839,44,1,20,262,0,2,69,7897,55,0,10,431,0,2,89,3968,79,0,13,283,0,2,55,7477,189,2,28,629,0,5,102,33485,795,3,93,2270,0,19,520
2021-07-08,56738,1163,7,165,3882,3,32,838,3861,44,1,20,263,2,4,71,7900,55,0,10,431,0,1,89,3969,79,0,13,283,0,2,55,7490,189,2,28,631,0,5,102,33518,796,4,94,2274,1,20,521
2021-07-09,56818,1165,9,163,3891,3,31,841,3884,45,0,15,263,0,4,71,7908,55,0,8,431,0,1,89,3976,79,1,13,284,1,3,56,7503,189,3,32,634,0,3,102,33547,797,5,95,2279,2,20,523
2021-07-10,56881,1165,1,157,3892,3,32,844,3898,45,1,16,264,0,4,71,7909,55,0,7,431,0,1,89,3979,79,0,11,284,0,3,56,7511,189,0,31,634,0,3,102,33584,797,0,92,2279,3,21,526
2021-07-11,56913,1165,5,157,3897,1,32,845,3902,45,0,15,264,0,4,71,7912,55,1,8,432,0,1,89,3980,79,1,12,285,0,3,56,7514,189,2,30,636,0,3,102,33605,797,1,92,2280,1,21,527
2021-07-12,56936,1166,9,153,3906,0,28,845,3902,45,2,15,266,0,3,71,7916,55,0,7,432,0,1,89,3981,79,2,13,287,0,2,56,7521,189,3,31,639,0,2,102,33616,798,2,87,2282,0,20,527
2021-07-13,56987,1166,5,151,3911,0,29,845,3913,45,1,13,267,0,3,71,7916,55,0,6,432,0,1,89,3982,79,0,12,287,0,2,56,7531,189,2,33,641,0,3,102,33645,798,2,87,2284,0,20,527
2021-07-14,57027,1166,6,153,3917,1,27,846,3929,45,1,15,268,0,3,71,7919,55,0,5,432,0,1,89,3987,79,0,12,287,0,2,56,7534,189,0,30,641,0,3,102,33658,798,5,91,2289,1,18,528
2021-07-15,57066,1168,4,144,3921,2,27,848,3939,45,0,15,268,0,1,71,7921,55,1,4,433,0,2,89,3992,80,0,11,287,0,2,56,7541,189,3,29,644,0,2,102,33673,799,0,85,2289,2,20,530
2021-07-16,57128,1168,8,143,3929,0,24,848,3954,45,0,15,268,0,1,71,7923,55,0,5,433,0,1,89,3995,80,1,9,288,0,1,56,7554,189,1,26,645,0,2,102,33702,799,6,88,2295,0,19,530
2021-07-17,57178,1168,7,147,3936,0,25,848,3961,45,1,15,269,0,1,71,7928,55,2,7,435,0,1,89,3999,80,1,9,289,0,1,56,7561,189,1,27,646,0,2,102,33729,799,2,89,2297,0,20,530
2021-07-18,57204,1169,2,145,3938,3,24,851,3966,45,0,15,269,1,2,72,7928,55,0,7,435,0,1,89,3999,80,0,9,289,0,1,56,7570,189,1,27,647,0,2,102,33741,800,1,87,2298,2,18,532
2021-07-19,57234,1170,3,138,3941,1,24,852,3971,45,0,12,269,0,2,72,7933,55,0,5,435,0,1,89,4001,80,1,10,290,0,1,56,7580,190,2,26,649,0,2,102,33749,800,0,85,2298,1,18,533
2021-07-20,57272,1173,2,131,3943,1,26,853,3984,45,0,9,269,0,2,72,7935,55,0,5,435,0,1,89,4003,80,0,10,290,1,2,57,7590,192,1,25,650,0,3,102,33760,801,1,82,2299,0,18,533
2021-07-21,57321,1173,4,129,3947,0,25,853,3997,45,0,9,269,0,2,72,7939,55,0,5,435,0,1,89,4005,80,0,10,290,0,2,57,7602,192,3,27,653,0,3,102,33778,801,1,78,2300,0,17,533
2021-07-22,57357,1174,6,129,3953,0,25,853,4016,45,0,9,269,0,2,72,7940,55,1,6,436,0,1,89,4007,80,0,10,290,0,2,57,7606,192,2,27,655,0,3,102,33788,802,3,77,2303,0,17,533
2021-07-23,57419,1174,7,129,3960,0,23,853,4047,45,1,10,270,0,2,72,7947,55,1,7,437,0,1,89,4010,80,0,9,290,0,2,57,7613,192,2,27,657,0,3,102,33802,802,3,76,2306,0,15,533
2021-07-24,57446,1175,2,129,3962,1,23,854,4063,45,0,10,270,0,1,72,7947,56,0,6,437,0,1,89,4012,80,0,9,290,0,2,57,7619,192,0,27,657,0,3,102,33805,802,2,77,2308,1,16,534
2021-07-25,57461,1176,6,135,3968,0,24,854,4065,45,4,13,274,0,1,72,7947,56,0,6,437,0,0,89,4012,80,0,9,290,0,2,57,7624,193,1,29,658,0,3,102,33813,802,1,78,2309,0,18,534
2021-07-26,57477,1177,2,133,3970,2,24,856,4068,46,0,13,274,1,1,73,7949,56,2,6,439,0,0,89,4014,80,0,9,290,0,2,57,7629,193,0,29,658,0,3,102,33817,802,0,76,2309,1,18,535
2021-07-27,57505,1177,2,129,3972,3,25,859,4085,46,1,11,275,1,2,74,7950,56,1,6,440,1,1,90,4016,80,0,9,290,0,2,57,7631,193,0,29,658,0,3,102,33823,802,0,74,2309,1,17,536
2021-07-28,57559,1179,3,126,3975,2,27,861,4105,46,0,11,275,1,3,75,7963,56,0,6,440,0,1,90,4017,80,0,9,290,1,3,58,7637,195,1,27,659,0,3,102,33837,802,2,73,2311,0,17,536
2021-07-29,57599,1180,2,121,3977,1,26,862,4118,46,1,13,276,0,3,75,7972,56,0,6,440,0,1,90,4019,80,0,8,290,0,2,58,7641,195,0,25,659,0,3,102,33849,803,1,69,2312,1,17,537
2021-07-30,57619,1183,4,117,3981,0,22,862,4124,47,1,12,277,0,3,75,7974,56,0,6,440,0,1,90,4019,80,0,8,290,0,2,58,7646,195,2,24,661,0,2,102,33856,805,1,67,2313,0,14,537
2021-07-31,57652,1183,7,121,3988,1,18,863,4135,47,1,12,278,0,1,75,7975,56,0,6,440,0,1,90,4020,80,0,8,290,0,2,58,7654,195,2,26,663,0,1,102,33868,805,4,69,2317,1,13,538
2021-08-01,57672,1183,2,122,3990,0,17,863,4139,47,0,13,278,0,1,75,7975,56,0,6,440,0,1,90,4020,80,0,8,290,0,2,58,7655,195,1,25,664,0,1,102,33883,805,1,70,2318,0,12,538
2021-08-02,57693,1183,3,121,3993,0,16,863,4139,47,1,11,279,0,1,75,7977,56,0,6,440,0,0,90,4021,80,0,8,290,0,1,58,7659,195,0,25,664,0,1,102,33897,805,2,71,2320,0,13,538
2021-08-03,57706,1184,5,118,3998,0,16,863,4145,47,1,13,280,0,1,75,7977,56,0,5,440,0,0,90,4021,80,2,9,292,0,1,58,7660,195,2,23,666,0,1,102,33903,806,0,68,2320,0,13,538
2021-08-04,57740,1184,2,115,4000,0,15,863,4161,47,0,11,280,0,1,75,7978,56,0,5,440,0,0,90,4021,80,2,9,294,0,1,58,7666,195,0,24,666,0,1,102,33914,806,0,66,2320,0,12,538
2021-08-05,57765,1184,4,113,4004,0,14,863,4176,47,0,9,280,0,1,75,7978,56,0,4,440,0,0,90,4022,80,2,10,296,0,1,58,7668,195,1,24,667,0,1,102,33921,806,1,66,2321,0,11,538
2021-08-06,57794,1184,5,110,4009,1,13,864,4186,47,0,9,280,0,1,75,7979,56,1,5,441,0,0,90,4023,80,0,11,296,1,1,59,7674,195,2,22,669,0,1,102,33932,806,2,63,2323,0,10,538
2021-08-07,57840,1184,3,109,4012,1,13,865,4206,47,1,10,281,0,1,75,7982,56,0,5,441,0,0,90,4023,80,0,10,296,0,1,59,7677,195,0,20,669,1,1,103,33952,806,2,64,2325,0,10,538
2021-08-08,57864,1185,3,109,4015,1,14,866,4209,47,0,10,281,0,1,75,7988,56,0,5,441,0,0,90,4025,80,2,10,298,0,1,59,7685,195,0,20,669,0,1,103,33957,807,1,64,2326,1,11,539
2021-08-09,57888,1186,1,103,4016,0,11,866,4215,47,1,9,282,0,1,75,7990,56,0,4,441,0,0,90,4025,80,0,10,298,0,1,59,7688,196,0,18,669,0,0,103,33970,807,0,62,2326,0,9,539
2021-08-10,57924,1188,2,99,4018,1,11,867,4224,47,0,9,282,0,1,75,7990,56,0,3,441,0,0,90,4026,81,0,9,298,1,2,60,7701,196,0,18,669,0,0,103,33983,808,2,60,2328,0,8,539
2021-08-11,57953,1189,3,98,4021,0,10,867,4229,48,0,8,282,0,1,75,7993,56,0,3,441,0,0,90,4029,81,0,9,298,0,1,60,7707,196,1,19,670,0,0,103,33995,808,2,59,2330,0,8,539
2021-08-12,57975,1189,1,93,4022,0,8,867,4235,48,0,7,282,0,1,75,7994,56,0,3,441,0,0,90,4031,81,0,8,298,0,1,60,7709,196,1,18,671,0,0,103,34006,808,0,57,2330,0,6,539
2021-08-13,57998,1189,2,89,4024,0,8,867,4240,48,0,7,282,0,1,75,7997,56,0,3,441,0,0,90,4032,81,0,8,298,0,1,60,7713,196,2,18,673,0,0,103,34016,808,0,53,2330,0,6,539
2021-08-14,58027,1189,1,88,4025,0,8,867,4243,48,1,8,283,0,1,75,8002,56,0,3,441,0,0,90,4035,81,0,8,298,0,1,60,7720,196,0,18,673,0,0,103,34027,808,0,51,2330,0,6,539
2021-08-15,58057,1189,5,92,4030,0,9,867,4247,48,0,8,283,0,1,75,8004,56,1,4,442,0,0,90,4035,81,1,8,299,0,1,60,7722,196,0,18,673,0,0,103,34049,808,3,54,2333,0,7,539
2021-08-16,58073,1189,3,87,4033,1,10,868,4249,48,0,8,283,0,1,75,8006,56,1,4,443,0,0,90,4035,81,0,7,299,0,1,60,7728,196,1,17,674,0,0,103,34055,808,1,51,2334,1,8,540
2021-08-17,58110,1189,0,84,4033,1,11,869,4253,48,0,8,283,0,1,75,8015,56,0,4,443,0,0,90,4037,81,0,7,299,0,1,60,7742,196,0,18,674,0,0,103,34063,808,0,47,2334,1,9,541
2021-08-18,58137,1189,3,81,4036,1,13,870,4254,48,1,8,284,0,1,75,8016,56,0,4,443,0,1,90,4042,81,0,7,299,0,1,60,7749,196,1,17,675,0,0,103,34076,808,1,45,2335,1,10,542
2021-08-19,58181,1189,3,78,4039,0,11,870,4258,48,0,8,284,0,1,75,8017,56,0,4,443,0,0,90,4046,81,1,7,300,0,1,60,7766,196,2,16,677,0,0,103,34094,808,0,43,2335,0,9,542
2021-08-20,58222,1189,3,81,4042,0,12,870,4263,48,0,6,284,0,1,75,8019,56,0,5,443,0,0,90,4050,81,0,8,300,0,2,60,7778,196,2,18,679,0,0,103,34112,808,1,44,2336,0,9,542
2021-08-21,58260,1190,3,81,4045,0,13,870,4270,49,0,4,284,0,1,75,8023,56,1,6,444,0,0,90,4050,81,1,8,301,0,2,60,7794,196,0,18,679,0,1,103,34123,808,1,45,2337,0,9,542
2021-08-22,58293,1190,3,79,4048,1,13,871,4272,49,0,4,284,0,0,75,8027,56,0,6,444,0,0,90,4052,81,1,9,302,0,2,60,7811,196,2,18,681,1,2,104,34131,808,0,42,2337,0,9,542
2021-08-23,58329,1190,4,79,4052,1,14,872,4280,49,2,6,286,0,0,75,8036,56,1,5,445,0,0,90,4055,81,0,9,302,0,2,60,7813,196,0,18,681,1,3,105,34145,808,1,41,2338,0,9,542
2021-08-24,58429,1190,4,80,4056,0,15,872,4296,49,0,6,286,0,0,75,8043,56,1,6,446,0,0,90,4064,81,1,9,303,0,2,60,7855,196,1,18,682,0,3,105,34171,808,1,41,2339,0,10,542
2021-08-25,58476,1190,1,83,4057,0,16,872,4298,49,0,6,286,0,0,75,8052,56,0,7,446,0,1,90,4067,81,0,10,303,0,2,60,7874,196,1,19,683,0,3,105,34185,808,0,41,2339,0,10,542
2021-08-26,58510,1190,5,84,4062,0,16,872,4300,49,0,5,286,0,0,75,8056,56,1,6,447,0,0,90,4069,81,0,10,303,0,3,60,7892,196,4,22,687,0,3,105,34193,808,0,41,2339,0,10,542
2021-08-27,58604,1191,1,83,4063,1,17,873,4305,50,0,4,286,0,0,75,8082,56,0,6,447,0,0,90,4077,81,0,7,303,0,3,60,7922,196,1,25,688,1,4,106,34218,808,0,41,2339,0,10,542
2021-08-28,58652,1192,2,80,4065,1,17,874,4312,50,0,4,286,0,0,75,8085,56,0,5,447,0,0,90,4080,81,0,7,303,0,3,60,7935,196,1,24,689,1,5,107,34240,809,1,40,2340,0,9,542
2021-08-29,58681,1192,3,83,4068,0,17,874,4313,50,0,4,286,0,0,75,8090,56,0,6,447,0,0,90,4082,81,0,7,303,0,3,60,7945,196,2,25,691,0,5,107,34251,809,1,41,2341,0,9,542
2021-08-30,58712,1193,3,81,4071,0,18,874,4318,50,0,4,286,0,0,75,8093,56,0,6,447,0,0,90,4084,81,0,6,303,0,3,60,7956,196,2,26,693,0,5,107,34261,810,1,39,2342,0,10,542
2021-08-31,58762,1194,5,83,4076,1,18,875,4324,50,1,3,287,0,0,75,8095,56,1,7,448,0,0,90,4089,82,0,5,303,0,3,60,7978,196,3,29,696,0,5,107,34276,810,0,39,2342,1,10,543
2021-09-01,58801,1194,4,84,4080,0,11,875,4327,50,0,4,287,0,0,75,8104,56,0,6,448,0,0,90,4093,82,1,6,304,0,2,60,7986,196,2,28,698,0,3,107,34291,810,1,40,2343,0,6,543
2021-09-02,58851,1197,8,83,4088,0,13,875,4334,50,1,5,288,0,0,75,8105,56,0,6,448,0,0,90,4097,82,0,6,304,0,2,60,8007,198,6,28,704,0,3,107,34308,811,1,38,2344,0,8,543
2021-09-03,58892,1198,7,87,4095,1,13,876,4343,50,2,7,290,0,0,75,8109,56,1,6,449,0,0,90,4097,82,0,6,304,0,2,60,8019,199,1,28,705,1,5,108,34324,811,3,40,2347,0,6,543
2021-09-04,58935,1199,7,89,4102,1,14,877,4351,50,3,10,293,1,1,76,8118,56,0,6,449,0,0,90,4099,82,1,7,305,0,2,60,8030,200,1,24,706,0,5,108,34337,811,2,42,2349,0,6,543
2021-09-05,58967,1200,2,86,4104,2,15,879,4355,50,0,9,293,0,1,76,8121,56,1,7,450,1,1,91,4099,83,0,6,305,0,2,60,8041,200,1,23,707,0,4,108,34351,811,0,41,2349,1,7,544
2021-09-06,59000,1200,4,86,4108,1,15,880,4359,50,0,9,293,0,1,76,8122,56,0,7,450,0,1,91,4099,83,1,7,306,0,2,60,8051,200,2,23,709,1,5,109,34369,811,1,40,2350,0,6,544
2021-09-07,59054,1201,3,85,4111,0,15,880,4364,50,1,7,294,0,1,76,8127,56,0,7,450,0,1,91,4100,83,0,8,306,0,2,60,8075,200,2,25,711,0,4,109,34388,812,0,38,2350,0,7,544
2021-09-08,59109,1202,8,86,4119,4,16,884,4373,51,3,9,297,1,1,77,8135,56,1,7,451,1,2,92,4102,83,0,8,306,1,3,61,8098,200,2,24,713,1,4,110,34401,812,2,38,2352,0,6,544
2021-09-09,59207,1203,6,85,4125,2,16,886,4380,52,0,8,297,2,3,79,8148,56,0,7,451,0,2,92,4119,83,0,8,306,0,3,61,8121,200,1,23,714,0,2,110,34439,812,5,39,2357,0,6,544
2021-09-10,59277,1204,7,85,4132,0,15,886,4383,53,0,7,297,0,2,79,8157,56,0,8,451,0,2,92,4127,83,2,8,308,0,3,61,8147,200,4,25,718,0,2,110,34463,812,1,37,2358,0,6,544
2021-09-11,59336,1204,1,81,4133,1,15,887,4389,53,0,5,297,0,2,79,8164,56,0,7,451,0,2,92,4131,83,0,8,308,0,1,61,8178,200,1,24,719,1,4,111,34474,812,0,37,2358,0,6,544
2021-09-12,59374,1205,4,79,4137,1,15,888,4390,53,2,6,299,0,2,79,8167,56,0,7,451,0,2,92,4135,83,0,8,308,0,1,61,8193,200,0,22,719,1,4,112,34489,813,2,36,2360,0,6,544
2021-09-13,59424,1205,1,78,4138,1,16,889,4393,53,0,8,299,0,2,79,8175,56,0,7,451,0,2,92,4143,83,0,8,308,0,1,61,8218,200,1,23,720,1,3,113,34495,813,0,32,2360,0,8,544
2021-09-14,59471,1206,7,80,4145,1,15,890,4399,53,1,6,300,0,2,79,8179,56,0,7,451,0,2,92,4145,83,2,9,310,0,1,61,8233,201,3,25,723,1,3,114,34515,813,1,33,2361,0,7,544
2021-09-15,59540,1206,1,74,4146,1,17,891,4405,53,0,6,300,0,2,79,8195,56,1,8,452,0,2,92,4156,83,0,9,310,0,1,61,8255,201,0,21,723,1,4,115,34529,813,0,30,2361,0,8,544
2021-09-16,59616,1207,10,82,4156,0,15,891,4417,54,3,10,303,0,1,79,8198,56,0,8,452,0,2,92,4165,83,3,10,313,0,1,61,8284,201,3,24,726,0,4,115,34552,813,1,30,2362,0,7,544
2021-09-17,59662,1207,2,78,4158,2,17,893,4428,54,0,9,303,1,2,80,8200,56,0,8,452,1,3,93,4170,83,0,8,313,0,1,61,8298,201,2,24,728,0,3,115,34566,813,0,29,2362,0,8,544
2021-09-18,59723,1209,5,75,4163,0,17,893,4434,54,0,9,303,0,2,80,8204,56,1,6,453,0,3,93,4180,83,2,9,315,0,1,61,8321,202,2,23,730,0,3,115,34584,814,0,28,2362,0,8,544
2021-09-19,59763,1210,6,79,4169,1,15,894,4445,54,1,9,304,0,2,80,8206,56,1,7,454,0,2,93,4185,83,1,11,316,0,1,61,8331,203,1,22,731,1,3,116,34596,814,2,30,2364,0,7,544
2021-09-20,59823,1210,8,85,4177,3,17,897,4450,54,2,10,306,1,3,81,8218,56,1,8,455,0,2,93,4193,83,1,10,317,0,1,61,8354,203,4,27,735,1,4,117,34608,814,0,30,2364,1,7,545
2021-09-21,59877,1210,6,85,4183,0,17,897,4454,54,1,10,307,0,3,81,8220,56,1,9,456,0,2,93,4205,83,0,9,317,0,1,61,8375,203,1,26,736,0,4,117,34623,814,3,31,2367,0,7,545
2021-09-22,59948,1210,6,81,4189,3,20,900,4457,54,0,11,307,3,6,84,8226,56,0,6,456,0,2,93,4216,83,4,11,321,0,1,61,8407,203,1,26,737,0,4,117,34642,814,1,27,2368,0,7,545
2021-09-23,60009,1211,10,84,4199,2,18,902,4461,54,0,11,307,0,4,84,8231,56,0,5,456,0,1,93,4225,83,3,11,324,1,2,62,8435,203,5,29,742,1,5,118,34657,815,2,28,2370,0,6,545
2021-09-24,60103,1211,8,87,4207,2,20,904,4469,54,1,12,308,0,4,84,8234,56,0,5,456,0,2,93,4241,83,1,13,325,0,2,62,8473,203,4,29,746,2,7,120,34686,815,2,28,2372,0,5,545
2021-09-25,60229,1213,8,86,4215,2,21,906,4478,54,0,11,308,0,3,84,8242,56,1,6,457,0,2,93,4266,83,1,12,326,1,3,63,8526,205,4,30,750,1,7,121,34717,815,2,27,2374,0,6,545
2021-09-26,60300,1214,12,90,4227,4,23,910,4481,54,0,11,308,0,3,84,8250,56,3,8,460,1,3,94,4273,83,3,13,329,1,4,64,8557,205,4,32,754,2,7,123,34739,816,2,26,2376,0,6,545
2021-09-27,60340,1214,13,96,4240,2,25,912,4488,54,1,12,309,0,3,84,8253,56,1,8,461,0,3,94,4274,83,2,11,331,0,4,64,8574,205,5,37,759,2,9,125,34751,816,4,28,2380,0,6,545
2021-09-28,60453,1214,11,100,4251,1,24,913,4492,54,0,11,309,0,3,84,8273,56,1,9,462,0,3,94,4292,83,2,12,333,0,3,64,8617,205,5,38,764,1,9,126,34779,816,3,30,2383,0,6,545
2021-09-29,60558,1214,8,95,4259,2,25,915,4499,54,0,10,309,0,2,84,8304,56,0,8,462,0,3,94,4311,83,3,10,336,0,3,64,8648,205,2,35,766,2,11,128,34796,816,3,32,2386,0,6,545
2021-09-30,60640,1215,11,99,4270,2,25,917,4505,54,1,10,310,0,1,84,8312,56,0,7,462,0,3,94,4325,83,1,12,337,0,3,64,8683,206,8,39,774,1,11,129,34815,816,1,31,2387,1,7,546
2021-10-01,60743,1216,9,100,4279,1,22,918,4518,54,0,9,310,0,1,84,8327,56,0,5,462,0,2,94,4340,83,2,15,339,0,2,64,8721,207,5,40,779,1,11,130,34837,816,2,31,2389,0,6,546
2021-10-02,60870,1216,5,100,4284,1,21,919,4521,54,1,10,311,0,1,84,8349,56,0,5,462,0,1,94,4353,83,1,15,340,0,2,64,8770,207,3,40,782,1,12,131,34877,816,0,30,2389,0,5,546
2021-10-03,60979,1217,7,104,4291,1,21,920,4526,54,0,9,311,0,1,84,8362,56,1,6,463,0,1,94,4385,83,2,15,342,0,2,64,8807,208,4,44,786,0,10,131,34899,816,0,30,2389,1,7,547
2021-10-04,61052,1218,3,99,4294,1,23,921,4534,54,0,7,311,0,1,84,8378,56,0,6,463,0,1,94,4392,83,1,14,343,1,3,65,8826,208,1,42,787,0,10,131,34922,817,1,30,2390,0,8,547
2021-10-05,61136,1219,5,98,4299,1,21,922,4537,54,0,7,311,0,1,84,8391,56,0,6,463,0,1,94,4413,83,0,13,343,0,2,65,8854,209,4,42,791,1,11,132,34941,817,1,30,2391,0,6,547
2021-10-06,61267,1220,3,94,4302,0,21,922,4546,54,0,7,311,0,1,84,8429,56,0,6,463,0,2,94,4433,83,0,12,343,0,2,65,8889,209,3,39,794,0,11,132,34970,818,0,30,2391,0,5,547
2021-10-07,61399,1222,9,102,4311,2,21,924,4563,54,2,9,313,0,1,84,8466,56,1,7,464,0,2,94,4449,83,2,15,345,0,2,65,8934,211,3,41,797,2,11,134,34987,818,1,30,2392,0,5,547
2021-10-08,61488,1224,7,95,4318,2,19,926,4566,54,0,8,313,0,1,84,8495,56,1,8,465,1,2,95,4467,83,1,11,346,1,2,66,8959,212,5,42,802,0,9,134,35001,819,0,26,2392,0,5,547
2021-10-09,61594,1226,7,95,4325,2,20,928,4575,54,0,8,313,0,1,84,8508,56,1,8,466,1,3,96,4479,83,1,10,347,0,2,66,9000,214,2,39,804,1,9,135,35032,819,3,30,2395,0,5,547
2021-10-10,61670,1227,9,100,4334,1,21,929,4581,54,1,8,314,0,1,84,8526,57,3,10,469,0,4,96,4493,83,3,12,350,0,1,66,9024,214,2,40,806,0,9,135,35046,819,0,30,2395,1,6,548
2021-10-11,61730,1227,5,100,4339,1,21,930,4584,54,0,8,314,0,1,84,8530,57,0,9,469,0,3,96,4504,83,1,13,351,0,1,66,9049,214,4,40,810,1,10,136,35063,819,0,30,2395,0,6,548
2021-10-12,61842,1228,10,107,4349,2,21,932,4593,54,0,8,314,0,1,84,8577,57,1,11,470,1,4,97,4515,83,0,11,351,0,1,66,9081,214,6,46,816,1,10,137,35076,820,3,31,2398,0,5,548
2021-10-13,61902,1230,9,104,4358,0,20,932,4598,54,1,9,315,0,1,84,8598,58,2,11,472,0,4,97,4520,83,0,9,351,0,1,66,9096,215,5,43,821,0,10,137,35090,820,1,32,2399,0,4,548
2021-10-14,62010,1230,4,103,4362,4,20,936,4611,54,0,9,315,0,0,84,8617,58,0,11,472,1,4,98,4537,83,1,9,352,0,1,66,9137,215,1,43,822,3,11,140,35108,820,2,31,2401,0,4,548
2021-10-15,62111,1233,12,98,4374,2,20,938,4615,54,1,10,316,0,0,84,8634,59,1,11,473,0,4,98,4549,84,3,9,355,1,2,67,9176,216,6,38,828,1,11,141,35137,820,1,30,2402,0,3,548
2021-10-16,62184,1235,2,95,4376,1,18,939,4616,54,0,9,316,0,0,84,8647,59,0,9,473,0,2,98,4566,85,0,8,355,0,1,67,9199,216,2,41,830,0,10,141,35156,821,0,28,2402,1,5,549
2021-10-17,62236,1235,10,98,4386,0,17,939,4618,54,1,9,317,0,0,84,8649,59,1,10,474,0,2,98,4576,85,2,10,357,0,1,67,9228,216,3,39,833,0,9,141,35165,821,3,30,2405,0,5,549
2021-10-18,62348,1235,14,101,4400,1,19,940,4630,54,0,9,317,0,0,84,8685,59,0,10,474,1,4,99,4584,85,3,12,360,0,1,67,9266,216,7,41,840,0,9,141,35183,821,4,29,2409,0,5,549
2021-10-19,62386,1236,6,96,4406,1,19,941,4631,54,1,6,318,0,0,84,8687,59,1,11,475,0,4,99,4588,85,2,13,362,0,1,67,9285,217,1,37,841,1,9,142,35195,821,1,29,2410,0,5,549
