date,mb-pt,mb-dt,mb-hd,mb-hc,mb-ht,mb-id,mb-ic,mb-it,ie-pt,ie-dt,ie-hd,ie-hc,ie-ht,ie-id,ie-ic,ie-it,no-pt,no-dt,no-hd,no-hc,no-ht,no-id,no-ic,no-it,pm-pt,pm-dt,pm-hd,pm-hc,pm-ht,pm-id,pm-ic,pm-it,sh-pt,sh-dt,sh-hd,sh-hc,sh-ht,sh-id,sh-ic,sh-it,wg-pt,wg-dt,wg-hd,wg-hc,wg-ht,wg-id,wg-ic,wg-it
2021-02-17,31148,893,6,226,2241,2,28,409,2367,37,0,11,134,0,4,39,4571,33,1,26,264,0,3,42,2071,53,1,9,117,1,1,21,4746,141,0,29,390,0,4,56,17393,629,4,151,1336,1,16,251
2021-02-18,31241,895,5,216,2246,1,27,410,2369,37,0,11,134,0,4,39,4622,33,0,23,264,1,4,43,2073,53,0,8,117,0,1,21,4748,141,1,29,391,0,4,56,17429,631,4,145,1340,0,14,251
2021-02-19,31332,896,3,206,2249,2,29,412,2370,37,0,11,134,0,4,39,4682,33,0,21,264,0,5,43,2073,53,0,6,117,0,1,21,4750,141,1,30,392,0,4,56,17457,632,2,138,1342,2,15,253
2021-02-20,31386,897,6,210,2255,2,32,414,2372,37,0,11,134,0,4,39,4704,33,2,22,266,1,6,44,2073,53,0,6,117,0,1,21,4755,141,2,32,394,0,4,56,17482,633,2,139,1344,1,17,254
2021-02-21,31490,899,7,209,2262,1,32,415,2374,37,0,10,134,0,4,39,4741,33,2,21,268,1,8,45,2073,53,0,6,117,0,1,21,4757,141,0,32,394,0,4,56,17545,635,5,140,1349,0,15,254
2021-02-22,31551,900,5,219,2267,2,34,417,2380,37,0,10,134,0,4,39,4758,33,1,23,269,0,8,45,2074,53,0,6,117,0,1,21,4758,141,0,32,394,0,4,56,17581,636,4,148,1353,2,17,256
2021-02-23,31590,902,3,211,2270,0,32,417,2382,37,0,10,134,0,4,39,4768,33,1,23,270,0,7,45,2074,53,0,6,117,0,1,21,4762,142,0,28,394,0,4,56,17604,637,2,144,1355,0,16,256
2021-02-24,31656,905,3,203,2273,1,28,418,2389,37,0,10,134,0,4,39,4795,33,1,21,271,0,7,45,2074,53,0,6,117,0,1,21,4764,142,0,28,394,0,1,56,17634,640,2,138,1357,1,15,257
2021-02-25,31725,906,8,196,2281,0,26,418,2396,37,0,10,134,0,4,39,4832,33,3,20,274,0,7,45,2074,53,0,6,117,0,0,21,4766,142,0,26,394,0,1,56,17657,641,5,134,1362,0,14,257
2021-02-26,31804,908,2,195,2283,2,28,420,2397,37,1,11,135,0,3,39,4864,33,0,21,274,1,7,46,2076,53,0,4,117,0,0,21,4773,142,0,25,394,0,1,56,17694,643,1,134,1363,1,17,258
2021-02-27,31856,911,4,194,2287,0,27,420,2399,37,0,11,135,0,3,39,4886,33,0,21,274,0,7,46,2077,53,0,4,117,0,0,21,4777,142,0,25,394,0,1,56,17717,646,4,133,1367,0,16,258
2021-02-28,31894,913,7,192,2294,1,24,421,2401,37,0,10,135,0,3,39,4902,34,1,18,275,1,6,47,2077,53,0,4,117,0,0,21,4777,142,1,25,395,0,1,56,17737,647,5,135,1372,0,14,258
2021-03-01,31946,914,10,197,2304,2,24,423,2403,37,0,10,135,0,3,39,4920,34,3,20,278,1,7,48,2079,53,1,4,118,0,0,21,4786,142,1,25,396,0,1,56,17758,648,5,138,1377,1,13,259
2021-03-02,31998,915,6,197,2310,2,25,425,2405,37,1,10,136,0,3,39,4951,35,3,24,281,2,10,50,2079,53,0,4,118,0,0,21,4789,142,0,24,396,0,1,56,17774,648,2,135,1379,0,11,259
2021-03-03,32047,916,8,192,2318,0,24,425,2405,37,0,10,136,0,3,39,4977,35,2,22,283,0,8,50,2080,53,1,4,119,0,0,21,4792,142,2,23,398,0,1,56,17793,649,3,133,1382,0,12,259
2021-03-04,32101,917,4,185,2322,1,24,426,2408,37,1,10,137,0,3,39,5010,35,1,22,284,0,7,50,2081,53,0,3,119,0,0,21,4796,142,0,23,398,0,1,56,17806,650,2,127,1384,1,13,260
2021-03-05,32167,918,5,172,2327,0,25,426,2410,37,0,10,137,0,3,39,5049,35,0,20,284,0,7,50,2081,53,1,3,120,0,0,21,4801,142,1,21,399,0,1,56,17826,651,3,118,1387,0,14,260
2021-03-06,32226,920,7,175,2334,0,24,426,2412,37,0,10,137,0,3,39,5074,36,3,22,287,0,7,50,2082,53,0,4,120,0,0,21,4804,142,0,20,399,0,1,56,17854,652,4,119,1391,0,13,260
2021-03-07,32291,922,4,181,2338,1,24,427,2412,37,0,10,137,0,3,39,5110,37,3,25,290,1,9,51,2083,53,0,4,120,0,0,21,4806,142,1,22,400,0,1,56,17880,653,0,120,1391,0,11,260
2021-03-08,32358,925,3,178,2341,3,23,430,2415,37,0,10,137,0,3,39,5146,37,0,26,290,1,8,52,2083,53,1,4,121,0,0,21,4812,142,1,23,401,2,3,58,17902,656,1,115,1392,0,9,260
2021-03-09,32433,926,7,177,2348,1,23,431,2418,37,0,10,137,0,3,39,5180,37,5,26,295,0,8,52,2088,53,0,4,121,0,0,21,4822,142,0,23,401,0,3,58,17925,657,2,114,1394,1,9,261
2021-03-10,32520,927,4,172,2352,0,22,431,2418,38,0,8,137,0,3,39,5230,37,1,25,296,0,7,52,2090,53,0,4,121,0,0,21,4829,142,0,24,401,0,3,58,17953,657,3,111,1397,0,9,261
2021-03-11,32621,927,7,172,2359,2,24,433,2424,38,0,6,137,0,2,39,5280,37,3,29,299,0,8,52,2095,53,1,3,122,0,0,21,4836,142,1,26,402,0,3,58,17986,657,2,108,1399,2,11,263
2021-03-12,32709,929,4,165,2363,1,23,434,2427,38,0,6,137,0,2,39,5320,37,2,30,301,1,8,53,2102,53,1,4,123,0,0,21,4844,142,0,22,402,0,3,58,18016,659,1,103,1400,0,10,263
2021-03-13,32748,930,7,166,2370,2,23,436,2429,38,0,6,137,0,2,39,5331,38,4,31,305,0,8,53,2104,53,0,5,123,0,0,21,4845,142,1,23,403,0,3,58,18039,659,2,101,1402,2,10,265
2021-03-14,32808,932,2,165,2372,2,26,438,2429,38,0,6,137,0,2,39,5348,39,2,31,307,2,11,55,2104,53,0,5,123,0,0,21,4849,143,0,22,403,0,3,58,18078,659,0,101,1402,0,10,265
2021-03-15,32929,932,8,165,2380,2,26,440,2429,38,1,6,138,0,2,39,5438,39,2,31,309,1,11,56,2107,53,1,5,124,0,0,21,4853,143,1,22,404,1,3,59,18102,659,3,101,1405,0,10,265
2021-03-16,33022,932,5,166,2385,0,25,440,2431,38,1,6,139,0,2,39,5482,39,3,34,312,0,11,56,2108,53,0,5,124,0,0,21,4858,143,1,21,405,0,2,59,18143,659,0,100,1405,0,10,265
2021-03-17,33092,932,6,160,2391,1,26,441,2434,38,0,4,139,0,2,39,5507,39,5,34,317,0,11,56,2112,53,0,4,124,0,0,21,4862,143,0,21,405,0,2,59,18177,659,1,97,1406,1,11,266
2021-03-18,33187,933,2,157,2393,3,25,444,2437,38,0,5,139,0,2,39,5533,39,2,32,319,3,10,59,2127,53,0,5,124,0,0,21,4872,143,0,21,405,0,2,59,18218,660,0,94,1406,0,11,266
2021-03-19,33272,934,3,155,2396,1,24,445,2438,38,0,5,139,0,1,39,5582,40,1,30,320,1,11,60,2131,53,0,5,124,0,0,21,4878,143,1,22,406,0,2,59,18243,660,1,93,1407,0,10,266
2021-03-20,33361,934,6,157,2402,2,25,447,2438,38,0,5,139,0,1,39,5613,40,2,32,322,2,13,62,2140,53,0,5,124,0,0,21,4885,143,0,22,406,0,2,59,18285,660,4,93,1411,0,9,266
2021-03-21,33431,935,6,160,2408,1,28,448,2439,38,0,5,139,0,1,39,5630,40,1,33,323,1,16,63,2140,53,0,5,124,0,0,21,4889,143,0,21,406,0,2,59,18333,661,5,96,1416,0,9,266
2021-03-22,33532,935,7,165,2415,1,26,449,2441,38,0,5,139,0,1,39,5675,40,2,33,325,1,14,64,2144,53,0,5,124,0,0,21,4893,143,0,21,406,0,2,59,18379,661,5,101,1421,0,9,266
2021-03-23,33601,937,8,166,2423,0,24,449,2444,38,0,5,139,0,1,39,5699,40,3,35,328,0,12,64,2148,53,0,5,124,0,0,21,4896,143,1,22,407,0,2,59,18414,663,4,99,1425,0,9,266
2021-03-24,33718,938,6,170,2429,2,26,451,2444,38,0,5,139,0,2,39,5756,41,1,34,329,1,13,65,2159,53,0,5,124,0,0,21,4898,143,3,22,410,0,2,59,18461,663,2,104,1427,1,9,267
2021-03-25,33821,939,5,170,2434,3,29,454,2445,38,0,5,139,0,2,39,5806,42,1,33,330,2,14,67,2160,53,0,5,124,0,0,21,4902,143,0,21,410,0,2,59,18508,663,4,106,1431,1,11,268
2021-03-26,33872,941,6,167,2440,2,30,456,2445,38,2,5,141,0,2,39,5821,42,1,32,331,1,14,68,2161,53,1,5,125,0,0,21,4910,144,0,18,410,1,3,60,18535,664,2,107,1433,0,11,268
2021-03-27,33931,942,3,166,2443,2,27,458,2447,38,0,5,141,0,2,39,5833,43,1,31,332,0,12,68,2164,53,0,5,125,0,0,21,4921,144,0,18,410,0,2,60,18566,664,2,107,1435,2,11,270
2021-03-28,33989,942,6,169,2449,0,25,458,2450,38,0,5,141,0,2,39,5860,43,0,29,332,0,11,68,2166,53,0,5,125,0,0,21,4922,144,1,18,411,0,2,60,18591,664,5,112,1440,0,10,270
2021-03-29,34053,943,6,169,2455,1,26,459,2450,38,0,5,141,0,2,39,5886,43,1,29,333,0,11,68,2167,53,1,5,126,0,0,21,4926,144,0,17,411,0,2,60,18624,665,4,113,1444,1,11,271
2021-03-30,34127,943,6,163,2461,2,28,461,2452,38,0,3,141,0,2,39,5914,43,1,30,334,0,11,68,2169,53,0,4,126,0,0,21,4931,144,0,18,411,0,2,60,18661,665,5,108,1449,2,13,273
2021-03-31,34185,944,8,166,2469,0,27,461,2452,38,0,3,141,0,1,39,5934,43,4,33,338,0,12,68,2176,53,1,5,127,0,0,21,4933,144,0,18,411,0,2,60,18690,666,3,107,1452,0,12,273
2021-04-01,34293,945,5,166,2474,1,27,462,2453,38,1,4,142,0,1,39,5969,43,1,34,339,1,13,69,2191,54,0,4,127,0,0,21,4937,144,0,16,411,0,2,60,18743,666,3,108,1455,0,11,273
2021-04-02,34360,946,3,160,2477,2,28,464,2453,38,0,4,142,0,1,39,5997,43,1,34,340,1,13,70,2195,54,1,5,128,0,0,21,4937,144,0,16,411,1,3,61,18778,667,1,101,1456,0,11,273
2021-04-03,34428,948,3,158,2480,0,27,464,2454,38,0,5,142,0,1,39,6027,44,1,34,341,0,12,70,2207,54,0,5,128,0,0,21,4940,144,0,16,411,0,3,61,18800,668,2,98,1458,0,11,273
2021-04-04,34495,949,3,159,2483,3,29,467,2454,38,0,5,142,0,1,39,6039,44,0,33,341,1,11,71,2215,54,0,5,128,1,1,22,4944,144,1,16,412,0,3,61,18843,669,2,100,1460,1,13,274
2021-04-05,34559,952,2,156,2485,0,28,467,2456,38,0,5,142,0,1,39,6061,44,0,31,341,0,11,71,2219,54,0,5,128,0,1,22,4945,144,0,16,412,0,3,61,18878,672,2,99,1462,0,12,274
2021-04-06,34687,952,7,156,2492,2,29,469,2459,38,1,5,143,0,1,39,6126,44,2,31,343,0,11,71,2224,54,0,5,128,0,1,22,4948,144,2,16,414,0,3,61,18930,672,2,99,1464,2,13,276
2021-04-07,34807,953,5,158,2497,2,30,471,2459,38,0,5,143,0,1,39,6166,44,1,32,344,1,12,72,2241,54,2,6,130,0,1,22,4956,144,0,17,414,0,3,61,18985,673,2,98,1466,1,13,277
2021-04-08,34987,953,2,154,2499,1,29,472,2461,38,0,5,143,0,1,39,6245,44,1,30,345,0,11,72,2250,54,0,5,130,0,1,22,4962,144,0,17,414,0,3,61,19069,673,1,97,1467,1,13,278
2021-04-09,35109,953,8,156,2507,1,30,473,2464,38,0,5,143,0,1,39,6275,44,0,30,345,0,11,72,2259,54,0,5,130,0,1,22,4976,144,3,17,417,0,3,61,19135,673,5,99,1472,1,14,279
2021-04-10,35224,956,3,149,2510,0,28,473,2470,38,0,4,143,0,1,39,6302,44,0,29,345,0,9,72,2268,54,0,5,130,0,1,22,4980,144,1,18,418,0,3,61,19204,676,2,93,1474,0,14,279
2021-04-11,35353,957,5,150,2515,1,28,474,2473,38,0,4,143,0,1,39,6338,44,0,28,345,0,9,72,2277,55,2,6,132,0,1,22,4986,144,1,18,419,0,3,61,19279,676,2,94,1476,1,14,280
2021-04-12,35462,958,7,151,2522,1,30,475,2475,38,0,4,143,0,2,39,6369,44,3,30,348,0,9,72,2282,55,1,7,133,1,2,23,4989,145,1,16,420,0,3,61,19347,676,2,94,1478,0,14,280
2021-04-13,35555,958,6,153,2528,1,31,476,2481,38,1,5,144,0,2,39,6392,44,1,29,349,0,10,72,2286,55,0,7,133,0,2,23,4996,145,0,16,420,0,3,61,19400,676,4,96,1482,1,14,281
2021-04-14,35705,960,5,151,2533,3,35,479,2492,38,1,6,145,0,2,39,6448,44,1,29,350,0,11,72,2293,56,1,6,134,1,3,24,5001,145,0,17,420,0,3,61,19471,677,2,93,1484,2,16,283
2021-04-15,35813,961,10,145,2543,0,33,479,2500,38,2,9,147,0,2,39,6475,44,2,26,352,0,11,72,2299,56,1,6,135,0,2,24,5005,145,2,18,422,0,3,61,19534,678,3,86,1487,0,15,283
2021-04-16,35991,962,5,144,2548,1,33,480,2508,38,0,8,147,0,2,39,6499,45,0,24,352,0,12,72,2311,56,0,9,135,0,2,24,5016,145,2,20,424,0,2,61,19657,678,3,83,1490,1,15,284
2021-04-17,36160,963,8,148,2556,0,31,480,2515,38,1,9,148,0,2,39,6525,45,1,25,353,0,11,72,2329,57,0,8,135,0,2,24,5034,145,1,20,425,0,2,61,19757,678,5,86,1495,0,14,284
2021-04-18,36269,965,9,148,2565,1,32,481,2527,38,0,9,148,1,2,40,6533,46,3,27,356,0,11,72,2340,57,0,8,135,0,2,24,5051,145,2,21,427,0,2,61,19818,679,4,83,1499,0,15,284
2021-04-19,36472,967,5,145,2570,2,30,483,2540,38,0,9,148,0,1,40,6554,46,0,24,356,0,9,72,2365,58,1,10,136,0,2,24,5059,146,2,23,429,2,4,63,19954,679,2,79,1501,0,14,284
2021-04-20,36634,969,13,149,2583,2,31,485,2555,38,0,9,148,0,2,40,6587,46,1,19,357,0,8,72,2385,58,2,11,138,0,2,24,5082,146,0,25,429,1,5,64,20025,681,10,85,1511,1,14,285
2021-04-21,36896,972,14,158,2597,4,33,489,2578,38,3,10,151,0,2,40,6624,46,2,22,359,1,9,73,2398,58,2,12,140,0,2,24,5113,146,3,27,432,1,6,65,20183,684,4,87,1515,2,14,287
2021-04-22,37073,974,10,158,2607,3,34,492,2587,39,0,10,151,0,2,40,6649,46,1,23,360,0,9,73,2416,59,1,12,141,1,3,25,5134,146,1,27,433,0,5,65,20287,684,7,86,1522,2,15,289
2021-04-23,37348,975,5,157,2612,1,34,493,2596,39,0,8,151,0,2,40,6667,46,0,20,360,0,9,73,2452,59,1,13,142,0,2,25,5161,146,1,26,434,0,5,65,20472,685,3,90,1525,1,16,290
2021-04-24,37613,977,7,159,2619,2,32,495,2602,39,0,9,151,0,2,40,6684,47,1,19,361,0,7,73,2477,59,0,13,142,0,1,25,5176,146,2,25,436,0,5,65,20674,686,4,93,1529,2,17,292
2021-04-25,37821,979,12,165,2631,2,33,497,2610,39,1,10,152,0,2,40,6698,48,2,19,363,1,7,74,2496,59,2,14,144,0,2,25,5185,147,0,25,436,1,6,66,20832,686,7,97,1536,0,16,292
2021-04-26,38028,979,11,162,2642,4,33,501,2614,39,1,11,153,0,2,40,6706,48,0,17,363,0,6,74,2526,59,2,13,146,1,3,26,5195,147,2,26,438,1,6,67,20987,686,6,95,1542,2,16,294
2021-04-27,38232,979,7,161,2649,2,33,503,2630,39,0,11,153,0,2,40,6716,48,0,16,363,0,6,74,2552,59,2,13,148,0,1,26,5211,147,1,26,439,0,6,67,21123,686,4,95,1546,2,18,296
2021-04-28,38453,980,17,164,2666,2,34,505,2635,39,0,11,153,0,2,40,6725,48,0,15,363,0,5,74,2576,59,5,12,153,0,1,26,5226,147,2,27,441,0,6,67,21291,687,10,99,1556,2,20,298
2021-04-29,38744,982,19,171,2685,3,37,508,2645,39,1,11,154,0,2,40,6738,48,3,18,366,0,5,74,2628,59,4,13,157,0,1,26,5252,149,3,27,444,1,7,68,21481,687,8,102,1564,2,22,300
2021-04-30,39029,983,14,175,2699,2,36,510,2658,39,0,10,154,0,1,40,6757,48,0,17,366,0,6,74,2665,59,1,14,158,0,1,26,5266,149,2,28,446,0,6,68,21683,688,11,106,1575,2,22,302
2021-05-01,39304,984,15,187,2714,3,36,513,2681,39,2,10,156,0,1,40,6766,48,1,18,367,1,6,75,2711,59,3,17,161,0,1,26,5289,149,3,33,449,0,5,68,21857,689,6,109,1581,2,23,304
2021-05-02,39544,985,21,199,2735,5,38,518,2698,39,0,9,156,1,2,41,6780,48,0,18,367,0,5,75,2724,59,3,19,164,2,3,28,5307,149,2,34,451,0,4,68,22035,690,16,119,1597,2,24,306
2021-05-03,39844,988,16,207,2751,8,46,526,2709,39,1,10,157,1,3,42,6788,48,0,17,367,0,5,75,2758,61,3,19,167,1,5,29,5341,149,2,34,453,1,6,69,22248,691,10,127,1607,5,27,311
2021-05-04,40113,991,16,206,2767,3,44,529,2730,39,0,9,157,0,3,42,6799,48,0,16,367,0,4,75,2791,61,5,22,172,1,6,30,5355,149,0,33,453,0,6,69,22438,694,11,126,1618,2,25,313
2021-05-05,40485,992,18,208,2785,8,47,537,2742,39,0,9,157,0,3,42,6831,49,0,14,367,0,4,75,2816,61,4,26,176,2,6,32,5377,149,1,30,454,0,6,69,22719,694,13,129,1631,6,28,319
2021-05-06,40958,995,27,226,2812,4,52,541,2766,39,2,11,159,0,3,42,6846,49,2,14,369,0,3,75,2847,62,3,29,179,1,6,33,5414,149,5,34,459,0,7,69,23085,696,15,138,1646,3,33,322
2021-05-07,41459,1001,17,222,2829,11,55,552,2780,39,0,10,159,0,2,42,6854,51,1,14,370,1,4,76,2874,63,0,27,179,1,7,34,5456,152,2,32,461,0,6,69,23495,696,14,139,1660,9,36,331
2021-05-08,41954,1002,17,231,2846,3,54,555,2802,39,2,12,161,0,2,42,6863,51,0,14,370,0,1,76,2906,63,2,29,181,1,7,35,5494,152,1,33,462,0,6,69,23889,697,12,143,1672,2,38,333
2021-05-09,42476,1003,13,236,2859,4,52,559,2825,39,0,11,161,0,2,42,6870,51,0,14,370,0,1,76,2929,63,1,29,182,0,6,35,5542,152,3,35,465,0,5,69,24310,698,9,147,1681,4,38,337
2021-05-10,42829,1006,26,236,2885,10,59,569,2845,39,0,10,161,0,2,42,6877,51,0,14,370,0,0,76,2961,65,2,25,184,1,5,36,5574,152,6,35,471,0,5,69,24572,699,18,152,1699,9,47,346
2021-05-11,43167,1007,23,245,2908,3,57,572,2891,39,0,9,161,0,2,42,6886,51,3,16,373,1,1,77,2991,66,5,28,189,0,5,36,5620,152,5,36,476,0,5,69,24779,699,10,156,1709,2,44,348
2021-05-12,43753,1008,26,258,2934,5,61,577,2928,39,4,11,165,0,2,42,6910,51,0,15,373,1,2,78,3031,66,3,30,192,0,6,36,5649,152,4,35,480,2,7,71,25235,700,15,167,1724,2,44,350
2021-05-13,44210,1011,17,254,2951,6,62,583,2962,39,1,12,166,1,3,43,6917,51,1,15,374,0,2,78,3050,67,1,27,193,2,7,38,5734,152,2,35,482,1,7,72,25547,702,12,165,1736,2,43,352
2021-05-14,44657,1013,31,261,2982,5,66,588,2986,39,2,14,168,0,3,43,6930,51,0,15,374,0,2,78,3079,67,5,29,198,0,7,38,5775,153,7,36,489,0,7,72,25887,703,17,167,1753,5,47,357
2021-05-15,45187,1016,33,277,3015,7,70,595,3021,39,5,17,173,3,6,46,6968,51,0,15,374,0,2,78,3127,68,6,33,204,1,9,39,5853,153,6,42,495,0,6,72,26218,705,16,170,1769,3,47,360
2021-05-16,45608,1021,20,283,3035,8,73,603,3039,39,0,17,173,1,6,47,7000,51,0,15,374,0,2,78,3145,68,1,32,205,0,9,39,5899,155,4,45,499,1,7,73,26525,708,15,174,1784,6,49,366
2021-05-17,45988,1024,32,283,3067,7,71,610,3068,39,2,17,175,0,6,47,7023,51,0,15,374,0,2,78,3160,68,5,32,210,1,9,40,5930,156,4,44,503,0,6,73,26807,710,21,175,1805,6,48,372
2021-05-18,46371,1024,33,296,3100,3,63,613,3102,39,2,17,177,0,5,47,7037,51,3,16,377,0,2,78,3202,68,0,30,210,0,8,40,5978,156,6,49,509,0,3,73,27052,710,22,184,1827,3,45,375
2021-05-19,46972,1028,30,299,3130,7,69,620,3120,39,3,21,180,0,5,47,7070,51,0,16,377,0,2,78,3244,69,3,29,213,2,10,42,6078,156,5,53,514,1,4,74,27460,713,19,180,1846,4,48,379
2021-05-20,47557,1032,24,302,3154,5,67,625,3164,39,0,18,180,1,6,48,7093,51,4,19,381,0,2,78,3296,69,3,30,216,0,9,42,6128,158,3,49,517,0,5,74,27876,715,14,186,1860,4,45,383
2021-05-21,48027,1036,42,305,3196,7,70,632,3179,39,1,17,181,0,4,48,7121,51,2,18,383,0,2,78,3318,71,4,30,220,1,10,43,6182,160,1,41,518,0,4,74,28227,715,34,199,1894,6,50,389
2021-05-22,48440,1037,30,323,3226,5,63,637,3203,39,2,17,183,0,3,48,7147,51,0,17,383,1,3,79,3345,71,2,32,222,0,6,43,6249,160,4,44,522,0,3,74,28496,716,22,213,1916,4,48,393
2021-05-23,48808,1040,28,327,3254,5,64,642,3219,39,5,20,188,1,4,49,7159,51,1,17,384,0,3,79,3364,71,1,31,223,1,7,44,6282,161,2,43,524,0,3,74,28784,718,19,216,1935,3,47,396
2021-05-24,49052,1043,21,322,3275,12,68,654,3234,39,2,21,190,1,5,50,7171,51,0,12,384,1,3,80,3380,71,4,34,227,1,8,45,6311,162,2,40,526,0,4,74,28956,720,13,215,1948,9,48,405
2021-05-25,49364,1046,31,329,3306,11,70,665,3254,39,4,22,194,0,4,50,7179,52,1,12,385,0,3,80,3392,73,1,33,228,2,8,47,6347,162,3,38,529,1,5,75,29192,720,22,224,1970,8,50,413
2021-05-26,49674,1048,33,342,3339,10,67,675,3272,39,2,23,196,2,6,52,7201,52,2,13,387,0,3,80,3410,73,1,30,229,0,6,47,6413,163,4,43,533,1,5,76,29378,721,24,233,1994,7,47,420
2021-05-27,50162,1053,24,332,3363,5,66,680,3308,40,1,20,197,1,7,53,7226,52,1,14,388,0,2,80,3491,74,4,30,233,0,6,47,6449,163,2,48,535,0,4,76,29688,724,16,220,2010,4,47,424
2021-05-28,50510,1056,25,328,3388,5,63,685,3341,40,2,20,199,0,6,53,7248,52,3,15,391,0,2,80,3501,74,0,26,233,0,5,47,6496,163,7,54,542,1,5,77,29924,727,13,213,2023,4,45,428
2021-05-29,50786,1057,24,329,3412,10,65,695,3351,40,4,24,203,2,7,55,7263,52,2,16,393,0,2,80,3532,75,1,25,234,1,6,48,6537,163,1,53,543,2,6,79,30103,727,16,211,2039,5,44,433
2021-05-30,51096,1063,23,333,3435,10,66,705,3363,40,4,25,207,1,6,56,7276,52,1,16,394,0,3,80,3547,75,0,23,234,0,5,48,6575,164,6,59,549,0,4,79,30335,732,12,210,2051,9,48,442
2021-05-31,51322,1068,22,328,3457,7,66,712,3374,40,0,22,207,2,6,58,7287,52,0,16,394,1,5,81,3552,75,0,21,234,0,5,48,6611,166,2,55,551,2,6,81,30498,735,20,214,2071,2,44,444
2021-06-01,51598,1076,20,329,3477,8,66,720,3387,41,5,23,212,0,6,58,7305,53,2,17,396,0,3,81,3574,75,1,19,235,0,5,48,6641,168,2,56,553,2,8,83,30691,739,10,214,2081,6,44,450
2021-06-02,51947,1078,22,332,3499,10,66,730,3406,41,1,26,213,1,5,59,7327,53,2,19,398,0,2,81,3601,76,2,19,237,1,6,49,6697,168,6,53,559,1,5,84,30916,740,11,215,2092,7,48,457
2021-06-03,52270,1082,23,329,3522,4,64,734,3438,41,2,25,215,0,5,59,7355,53,0,16,398,1,2,82,3632,76,5,22,242,0,5,49,6732,168,5,56,564,1,6,85,31113,744,11,210,2103,2,46,459
2021-06-04,52536,1085,24,332,3546,6,62,740,3460,42,6,28,221,1,6,60,7370,53,2,18,400,0,2,82,3656,76,1,23,243,0,5,49,6785,168,3,61,567,1,6,86,31265,746,12,202,2115,4,43,463
2021-06-05,52762,1087,16,337,3562,4,61,744,3470,42,2,31,223,0,3,60,7382,53,0,17,400,0,3,82,3682,76,5,26,248,1,5,50,6816,169,3,62,570,1,7,87,31412,747,6,201,2121,2,43,465
2021-06-06,52939,1091,13,334,3575,2,61,746,3475,42,2,31,225,0,3,60,7398,53,1,17,401,0,2,82,3691,76,0,23,248,0,5,50,6851,170,6,66,576,1,8,88,31524,750,4,197,2125,1,43,466
2021-06-07,53166,1095,16,330,3591,7,64,753,3488,42,1,30,226,2,4,62,7416,53,2,15,403,0,2,82,3709,76,2,26,250,0,5,50,6888,170,2,65,578,2,9,90,31665,754,9,194,2134,3,44,469
2021-06-08,53417,1098,16,317,3607,5,65,758,3523,42,3,28,229,1,6,63,7440,53,2,16,405,0,2,82,3724,76,3,27,253,1,6,51,6935,172,2,59,580,0,8,90,31795,755,6,187,2140,3,43,472
2021-06-09,53666,1103,17,306,3624,2,64,760,3538,42,0,27,229,0,6,63,7475,53,2,17,407,0,3,82,3741,76,1,24,254,0,5,51,6974,172,4,61,584,0,7,90,31938,760,10,177,2150,2,43,474
2021-06-10,53896,1105,13,298,3637,3,59,763,3557,42,2,25,231,0,6,63,7501,53,1,16,408,0,3,82,3753,76,1,20,255,0,3,51,7017,173,2,58,586,1,8,91,32068,761,7,179,2157,2,39,476
2021-06-11,54169,1109,24,304,3661,2,59,765,3579,42,2,27,233,0,5,63,7530,54,1,15,409,0,4,82,3778,76,3,22,258,0,4,51,7064,176,6,58,592,0,8,91,32218,761,12,182,2169,2,38,478
2021-06-12,54370,1113,12,290,3673,3,51,768,3589,42,1,25,234,0,5,63,7544,54,0,13,409,0,2,82,3802,76,0,20,258,0,4,51,7105,177,3,58,595,0,6,91,32330,764,8,174,2177,3,34,481
2021-06-13,54495,1116,16,291,3689,4,53,772,3596,42,0,24,234,1,6,64,7559,54,2,13,411,0,2,82,3809,76,2,21,260,0,4,51,7125,178,5,58,600,0,6,91,32406,766,7,175,2184,3,35,484
2021-06-14,54627,1120,22,291,3711,6,57,778,3600,42,1,22,235,0,6,64,7587,54,4,14,415,1,3,83,3816,77,4,20,264,0,4,51,7158,180,2,58,602,2,8,93,32466,767,11,177,2195,3,36,487
2021-06-15,54758,1124,6,275,3717,8,59,786,3609,42,1,23,236,0,5,64,7599,54,1,14,416,0,2,83,3827,77,1,16,265,1,4,52,7182,180,1,57,603,1,8,94,32541,771,2,165,2197,6,40,493
2021-06-16,54930,1126,9,268,3726,4,59,790,3622,42,1,22,237,1,6,65,7629,54,2,17,418,0,2,83,3846,77,1,17,266,0,5,52,7213,180,5,57,608,1,9,95,32620,773,0,155,2197,2,37,495
2021-06-17,55101,1127,6,260,3732,0,59,790,3644,42,1,21,238,0,6,65,7667,54,1,18,419,0,5,83,3866,77,0,18,266,0,4,52,7235,180,0,53,608,0,9,95,32689,774,4,150,2201,0,35,495
2021-06-18,55240,1130,9,249,3741,5,57,795,3656,43,1,19,239,0,5,65,7699,54,2,17,421,2,5,85,3871,77,0,17,266,0,3,52,7269,182,0,49,608,1,9,96,32745,774,6,147,2207,2,35,497
2021-06-19,55332,1134,15,253,3756,3,53,798,3671,43,3,21,242,1,5,66,7706,54,2,18,423,1,5,86,3876,77,0,16,266,0,3,52,7289,183,3,50,611,1,8,97,32790,777,7,148,2214,0,32,497
