date,19-pt,19-qt,19-dt,20-pt,20-qt,20-dt,30-pt,30-qt,30-dt,40-pt,40-qt,40-dt,50-pt,50-qt,50-dt,60-pt,60-dt,70-pt,70-dt,80-pt,80-dt,xx-pt,xx-dt,il-pt,il-dt
2020-10-24,96677,0,0,62406,0,0,43008,0,0,38748,0,0,29996,0,0,20610,18,10382,119,7365,1137,2752,0,311944,1274
2020-10-25,96859,0,0,62535,0,0,43096,0,0,38831,0,0,30064,0,0,20657,18,10409,119,7384,1150,2770,0,312605,1287
2020-10-26,97041,0,0,62664,0,0,43184,0,0,38914,0,0,30132,0,0,20704,18,10436,119,7403,1163,2788,0,313266,1300
2020-10-27,97223,0,0,62793,0,0,43272,0,0,38997,0,0,30200,0,0,20751,18,10463,119,7422,1176,2806,0,313927,1313
2020-10-28,97405,0,0,62922,0,0,43360,0,0,39080,0,0,30267,0,0,20798,18,10490,119,7441,1188,2824,0,314587,1325
2020-10-29,97587,0,0,63051,0,0,43448,0,0,39163,0,0,30334,0,0,20845,18,10517,119,7459,1200,2842,0,315246,1337
2020-10-30,97769,0,0,63179,0,0,43535,0,0,39245,0,0,30401,0,0,20892,18,10544,119,7477,1212,2860,0,315902,1349
2020-10-31,97950,0,0,63307,0,0,43622,0,0,39327,0,0,30468,0,0,20939,18,10570,119,7495,1224,2877,0,316555,1361
2020-11-01,98121,0,0,63426,0,0,43714,0,0,39419,0,0,30544,0,0,20985,18,10593,119,7514,1232,2885,0,317201,1369
2020-11-02,98292,0,0,63545,0,0,43806,0,0,39511,0,0,30620,0,0,21030,18,10616,119,7532,1240,2893,0,317845,1377
2020-11-03,98463,0,0,63664,0,0,43898,0,0,39603,0,0,30696,0,0,21075,18,10639,119,7550,1248,2901,0,318489,1385
2020-11-04,98634,0,0,63783,0,0,43990,0,0,39695,0,0,30772,0,0,21120,18,10662,119,7568,1256,2908,0,319132,1393
2020-11-05,98804,0,0,63902,0,0,44082,0,0,39786,0,0,30848,0,0,21165,18,10685,119,7586,1264,2915,0,319773,1401
2020-11-06,98974,0,0,64021,0,0,44174,0,0,39877,0,0,30924,0,0,21210,18,10708,119,7604,1272,2922,0,320414,1409
2020-11-07,99144,0,0,64139,0,0,44265,0,0,39968,0,0,31000,0,0,21255,18,10730,119,7622,1279,2929,0,321052,1416
2020-11-08,99322,0,0,64251,0,0,44357,0,0,40061,0,0,31070,0,0,21305,18,10760,119,7638,1279,2938,0,321702,1416
2020-11-09,99499,0,0,64363,0,0,44448,0,0,40154,0,0,31140,0,0,21355,18,10790,119,7654,1279,2946,0,322349,1416
2020-11-10,99676,0,0,64475,0,0,44539,0,0,40247,0,0,31210,0,0,21405,18,10820,119,7670,1279,2954,0,322996,1416
2020-11-11,99853,0,0,64587,0,0,44630,0,0,40340,0,0,31280,0,0,21455,18,10850,119,7686,1279,2962,0,323643,1416
2020-11-12,100030,0,0,64699,0,0,44721,0,0,40433,0,0,31350,0,0,21505,18,10880,119,7702,1279,2970,0,324290,1416
2020-11-13,100207,0,0,64811,0,0,44812,0,0,40526,0,0,31420,0,0,21554,18,10910,119,7717,1279,2978,0,324935,1416
2020-11-14,100384,0,0,64923,0,0,44903,0,0,40619,0,0,31490,0,0,21603,18,10939,119,7732,1279,2986,0,325579,1416
2020-11-15,100576,0,0,65048,0,0,45015,0,0,40721,0,0,31569,0,0,21658,18,10969,119,7749,1282,2996,0,326301,1419
2020-11-16,100768,0,0,65173,0,0,45127,0,0,40823,0,0,31648,0,0,21713,18,10998,119,7766,1285,3005,0,327021,1422
2020-11-17,100960,0,0,65297,0,0,45239,0,0,40924,0,0,31726,0,0,21768,18,11027,119,7783,1288,3014,0,327738,1425
2020-11-18,101151,0,0,65421,0,0,45351,0,0,41025,0,0,31804,0,0,21823,18,11056,119,7800,1291,3023,0,328454,1428
2020-11-19,101342,0,0,65545,0,0,45463,0,0,41126,0,0,31882,0,0,21877,18,11085,119,7817,1294,3032,0,329169,1431
2020-11-20,101533,0,0,65669,0,0,45575,0,0,41227,0,0,31960,0,0,21931,18,11114,119,7833,1297,3041,0,329883,1434
2020-11-21,101724,0,0,65793,0,0,45687,0,0,41328,0,0,32038,0,0,21985,18,11143,119,7849,1299,3050,0,330597,1436
2020-11-22,101968,0,0,65953,0,0,45831,0,0,41451,0,0,32137,0,0,22050,18,11178,119,7867,1299,3065,0,331500,1436
2020-11-23,102212,0,0,66113,0,0,45974,0,0,41574,0,0,32236,0,0,22114,18,11213,119,7885,1299,3080,0,332401,1436
2020-11-24,102455,0,0,66273,0,0,46117,0,0,41697,0,0,32335,0,0,22178,18,11248,119,7903,1299,3095,0,333301,1436
2020-11-25,102698,0,0,66433,0,0,46260,0,0,41820,0,0,32434,0,0,22242,18,11283,119,7921,1299,3110,0,334201,1436
2020-11-26,102941,0,0,66593,0,0,46403,0,0,41943,0,0,32533,0,0,22306,18,11318,119,7939,1299,3125,0,335101,1436
2020-11-27,103184,0,0,66752,0,0,46546,0,0,42066,0,0,32632,0,0,22370,18,11353,119,7957,1299,3139,0,335999,1436
2020-11-28,103427,0,0,66911,0,0,46689,0,0,42189,0,0,32730,0,0,22434,18,11388,119,7974,1299,3153,0,336895,1436
2020-11-29,103775,0,0,67140,0,0,46879,0,0,42363,0,0,32869,0,0,22534,18,11446,119,8008,1299,3168,0,338182,1436
2020-11-30,104123,0,0,67369,0,0,47069,0,0,42537,0,0,33008,0,0,22634,18,11504,119,8042,1299,3182,0,339468,1436
2020-12-01,104471,0,0,67598,0,0,47259,0,0,42711,0,0,33147,0,0,22734,18,11561,119,8075,1299,3196,0,340752,1436
2020-12-02,104818,0,0,67826,0,0,47449,0,0,42885,0,0,33286,0,0,22834,18,11618,119,8108,1299,3210,0,342034,1436
2020-12-03,105165,0,0,68054,0,0,47639,0,0,43059,0,0,33425,0,0,22934,18,11675,119,8141,1299,3224,0,343316,1436
2020-12-04,105512,0,0,68282,0,0,47829,0,0,43232,0,0,33564,0,0,23033,18,11732,119,8174,1299,3238,0,344596,1436
2020-12-05,105859,0,0,68510,0,0,48019,0,0,43405,0,0,33702,0,0,23132,18,11789,119,8207,1299,3252,0,345875,1436
2020-12-06,106328,0,0,68813,0,0,48280,0,0,43646,0,0,33884,0,0,23260,18,11852,119,8252,1303,3270,0,347585,1440
2020-12-07,106797,0,0,69115,0,0,48541,0,0,43886,0,0,34065,0,0,23388,18,11915,119,8297,1307,3287,0,349291,1444
2020-12-08,107266,0,0,69417,0,0,48801,0,0,44126,0,0,34246,0,0,23515,18,11978,119,8342,1311,3304,0,350995,1448
2020-12-09,107735,0,0,69719,0,0,49061,0,0,44366,0,0,34427,0,0,23642,18,12041,119,8387,1315,3321,0,352699,1452
2020-12-10,108204,0,0,70021,0,0,49321,0,0,44606,0,0,34608,0,0,23769,18,12103,119,8431,1319,3338,0,354401,1456
2020-12-11,108672,0,0,70323,0,0,49581,0,0,44846,0,0,34789,0,0,23896,18,12165,119,8475,1323,3355,0,356102,1460
2020-12-12,109140,0,0,70625,0,0,49841,0,0,45086,0,0,34970,0,0,24023,18,12227,119,8519,1327,3372,0,357803,1464
2020-12-13,109860,0,0,71056,0,0,50194,0,0,45430,0,0,35227,0,0,24199,18,12321,119,8582,1334,3402,0,360271,1471
2020-12-14,110580,0,0,71487,0,0,50547,0,0,45774,0,0,35484,0,0,24375,18,12415,119,8645,1341,3432,0,362739,1478
2020-12-15,111300,0,0,71918,0,0,50899,0,0,46118,0,0,35741,0,0,24550,18,12509,119,8708,1348,3462,0,365205,1485
2020-12-16,112020,0,0,72348,0,0,51251,0,0,46461,0,0,35998,0,0,24725,18,12603,119,8770,1355,3492,0,367668,1492
2020-12-17,112740,0,0,72778,0,0,51603,0,0,46804,0,0,36255,0,0,24900,18,12697,119,8832,1362,3522,0,370131,1499
2020-12-18,113460,0,0,73208,0,0,51955,0,0,47147,0,0,36512,0,0,25075,18,12790,119,8894,1369,3552,0,372593,1506
2020-12-19,114180,0,0,73638,0,0,52307,0,0,47490,0,0,36768,0,0,25250,18,12883,119,8956,1376,3582,0,375054,1513
2020-12-20,115315,0,0,74321,0,0,52845,0,0,47982,0,0,37129,0,0,25508,18,13012,122,9035,1386,3619,0,378766,1526
2020-12-21,116450,0,0,75004,0,0,53383,0,0,48474,0,0,37490,0,0,25765,18,13141,124,9114,1395,3656,0,382477,1537
2020-12-22,117585,0,0,75687,0,0,53921,0,0,48966,0,0,37851,0,0,26022,18,13270,126,9193,1404,3693,0,386188,1548
2020-12-23,118720,0,0,76370,0,0,54459,0,0,49458,0,0,38211,0,0,26279,18,13399,128,9271,1413,3730,0,389897,1559
2020-12-24,119854,33,0,77053,20,0,54996,15,0,49950,14,0,38571,10,0,26536,18,13527,130,9349,1422,3767,0,393603,1570
2020-12-25,120988,80,0,77736,48,0,55533,37,0,50442,35,0,38931,25,0,26793,18,13655,132,9427,1431,3803,0,397308,1581
2020-12-26,122122,146,0,78419,88,0,56070,68,0,50933,64,0,39291,46,0,27050,18,13783,134,9505,1440,3839,0,401012,1592
2020-12-27,123924,278,0,79340,155,0,56812,122,0,51551,109,0,39769,81,0,27376,18,13944,137,9606,1454,3912,0,406234,1609
2020-12-28,125726,420,0,80261,227,0,57554,180,0,52169,158,0,40247,119,0,27702,18,14105,140,9707,1468,3984,0,411455,1626
2020-12-29,127528,572,0,81182,305,0,58296,243,0,52787,210,0,40725,159,0,28028,18,14266,143,9808,1482,4056,0,416676,1643
2020-12-30,129329,734,0,82103,388,0,59038,310,0,53405,266,0,41203,202,0,28354,18,14427,145,9909,1495,4128,0,421896,1658
2020-12-31,131130,975,0,83024,511,0,59779,409,0,54022,349,0,41681,266,0,28680,18,14588,147,10010,1508,4200,0,427114,1673
2021-01-01,132931,1231,0,83944,642,0,60520,514,0,54639,437,0,42159,334,0,29006,18,14749,149,10110,1521,4272,0,432330,1688
2021-01-02,134732,1508,0,84864,783,0,61261,628,0,55256,532,0,42636,407,0,29332,18,14909,151,10210,1534,4344,0,437544,1703
2021-01-03,137336,1941,0,86144,996,0,62256,794,0,56126,677,0,43251,509,0,29756,18,15109,157,10371,1553,4427,0,444776,1728
2021-01-04,139940,2508,0,87424,1275,0,63251,1011,0,56996,866,0,43866,643,0,30180,18,15309,163,10532,1572,4510,0,452008,1753
2021-01-05,142544,3150,0,88704,1591,0,64246,1256,0,57866,1080,0,44481,795,0,30604,18,15509,169,10693,1591,4593,0,459240,1778
2021-01-06,145148,3782,0,89984,1902,0,65241,1497,0,58736,1291,0,45095,944,0,31028,18,15709,175,10854,1610,4675,0,466470,1803
2021-01-07,147751,4401,0,91264,2206,0,66236,1733,0,59605,1498,0,45709,1090,0,31451,18,15908,181,11014,1628,4757,0,473695,1827
2021-01-08,150354,5084,0,92544,2542,0,67231,1994,0,60474,1726,0,46323,1251,0,31874,18,16107,187,11174,1646,4839,0,480920,1851
2021-01-09,152957,5820,0,93823,2903,0,68225,2275,0,61343,1972,0,46937,1425,0,32297,18,16306,193,11334,1664,4921,0,488143,1875
2021-01-10,156123,6765,0,95214,3318,0,69354,2612,0,62297,2257,0,47629,1632,0,32755,21,16542,201,11514,1692,5003,0,496431,1914
2021-01-11,159289,7706,0,96605,3731,0,70483,2947,0,63250,2540,0,48321,1838,0,33213,24,16778,209,11694,1720,5085,0,504718,1953
2021-01-12,162455,8661,0,97996,4150,0,71612,3287,0,64203,2827,0,49013,2047,0,33671,27,17014,217,11874,1748,5166,0,513004,1992
2021-01-13,165621,9771,0,99387,4638,0,72741,3683,0,65156,3161,0,49705,2290,0,34129,30,17250,225,12054,1776,5247,0,521290,2031
2021-01-14,168787,10927,0,100777,5145,0,73869,4095,0,66109,3509,0,50397,2543,0,34587,32,17485,232,12234,1803,5328,0,529573,2067
2021-01-15,171953,12206,0,102167,5707,0,74997,4551,0,67062,3894,0,51089,2823,0,35045,34,17720,239,12414,1830,5409,0,537856,2103
2021-01-16,175118,13548,0,103557,6297,0,76125,5029,0,68015,4298,0,51781,3116,0,35502,36,17955,246,12593,1857,5490,0,546136,2139
2021-01-17,177943,14824,0,104780,6850,0,77050,5447,0,68799,4652,0,52351,3374,0,35871,44,18139,258,12739,1883,5561,0,553233,2185
2021-01-18,180768,16192,0,106003,7442,0,77975,5895,0,69583,5032,0,52921,3650,0,36240,52,18323,270,12885,1909,5632,0,560330,2231
2021-01-19,183593,17708,0,107226,8099,0,78900,6392,0,70367,5453,0,53491,3956,0,36609,60,18507,281,13031,1935,5703,0,567427,2276
2021-01-20,186418,19358,0,108448,8813,0,79824,6932,0,71150,5910,0,54061,4289,0,36978,68,18691,292,13176,1961,5774,0,574520,2321
2021-01-21,189243,21068,0,109670,9553,0,80748,7491,0,71933,6384,0,54631,4634,0,37347,76,18875,303,13321,1987,5845,0,581613,2366
2021-01-22,192068,22838,0,110892,10319,0,81672,8070,0,72716,6875,0,55201,4991,0,37716,84,19059,314,13466,2013,5916,0,588706,2411
2021-01-23,194892,24705,0,112114,11127,0,82596,8681,0,73499,7393,0,55771,5368,0,38085,91,19243,325,13611,2039,5986,0,595797,2455
2021-01-24,197551,26559,0,113300,11954,0,83427,9261,0,74208,7887,0,56273,5718,0,38373,98,19387,337,13731,2067,6053,0,602303,2502
2021-01-25,200210,28506,0,114486,12823,0,84258,9870,0,74917,8406,0,56775,6086,0,38661,105,19531,349,13850,2095,6119,0,608807,2549
2021-01-26,202869,30512,0,115672,13718,0,85089,10497,0,75626,8941,0,57276,6464,0,38949,111,19675,360,13969,2123,6185,0,615310,2594
2021-01-27,205528,32576,0,116858,14638,0,85920,11142,0,76335,9491,0,57777,6853,0,39237,117,19819,371,14088,2151,6251,0,621813,2639
2021-01-28,208187,34694,0,118043,15582,0,86751,11804,0,77043,10055,0,58278,7252,0,39525,123,19963,382,14207,2178,6317,0,628314,2683
2021-01-29,210846,36862,0,119228,16548,0,87581,12481,0,77751,10632,0,58779,7660,0,39813,129,20106,393,14326,2205,6383,0,634813,2727
2021-01-30,213505,39133,0,120413,17560,0,88411,13190,0,78459,11237,0,59280,8088,0,40100,135,20249,404,14445,2232,6449,0,641311,2771
2021-01-31,216240,41509,0,121648,18633,0,89300,13962,0,79170,11855,0,59755,8501,0,40336,140,20367,412,14540,2260,6515,0,647871,2812
2021-02-01,218974,43911,0,122883,19718,0,90189,14743,0,79881,12480,0,60230,8918,0,40572,145,20485,419,14635,2288,6581,0,654430,2852
2021-02-02,221708,46328,0,124118,20810,0,91077,15528,0,80591,13108,0,60705,9338,0,40807,150,20603,426,14730,2316,6646,0,660985,2892
2021-02-03,224442,48840,0,125353,21945,0,91965,16344,0,81301,13760,0,61180,9775,0,41042,155,20721,433,14824,2344,6711,0,667539,2932
2021-02-04,227176,51352,0,126588,23080,0,92853,17160,0,82011,14412,0,61655,10212,0,41277,160,20838,440,14918,2372,6776,0,674092,2972
2021-02-05,229910,53855,0,127822,24210,0,93741,17973,0,82721,15062,0,62130,10647,0,41512,165,20955,447,15012,2400,6841,0,680644,3012
2021-02-06,232644,56358,0,129056,25340,0,94629,18786,0,83431,15712,0,62604,11081,0,41747,170,21072,454,15106,2428,6906,0,687195,3052
