date,AT-xt,BE-xt,BG-xt,HR-xt,CY-xt,CZ-xt,DK-xt,EE-xt,FI-xt,FR-xt,DE-xt,GR-xt,HU-xt,IS-xt,IE-xt,IT-xt,LV-xt,LI-xt,LT-xt,LU-xt,MT-xt,NL-xt,NO-xt,PL-xt,PT-xt,RO-xt,SK-xt,SI-xt,ES-xt,SE-xt,CH-xt,GB-xt
2021-02-12,229317,391535,54123,64775,22813,292318,214934,45885,197540,2377696,2670567,366749,330745,14086,175238,1674372,21247,844,99208,16131,33735,545172,239600,1446102,341081,679333,221855,73157,1422560,344074,415955,14556827
2021-02-13,236728,392105,54646,64775,29592,293904,221396,46017,206283,2399625,2732610,371462,335188,14086,176926,1719728,21474,844,99656,16131,34574,545172,240548,1466439,351043,683347,146029,73866,1422560,344074,419328,15062189
2021-02-14,241795,392196,54690,64775,29592,294895,227552,46019,209510,2404395,2772161,371462,336297,14086,180192,1746731,21482,844,99656,17257,35376,690905,240685,1476274,359185,686635,211335,70612,1491517,390857,434375,15300151
2021-02-15,242625,394223,56113,67825,29592,301280,241114,46637,210194,2441867,2842054,386049,341958,14087,182193,1802574,22208,845,103617,18055,36545,690905,241550,1500911,362947,696944,243074,73958,1527590,390857,444027,15576107
2021-02-16,247553,398572,58562,67825,29592,309978,254130,48467,216463,2491548,2920164,397840,348927,14087,187893,1866697,23530,1046,103929,19622,37866,690905,247746,1538737,368126,715749,248058,74999,1571277,390857,455925,15940972
2021-02-17,253854,405793,61813,67825,29592,319656,264420,52133,229558,2541352,3015002,412970,365021,14188,197609,1936725,25365,1247,108281,20605,39147,690905,269679,1610734,378639,734929,253618,79917,1638195,390857,467662,16423082
2021-02-18,266191,416407,90514,87169,29592,331942,275774,57418,243973,2610243,3106375,430124,391821,15195,205955,2017805,26869,1367,114792,21853,40503,690905,288772,1691115,393057,753753,258212,88219,1764985,390857,478873,16875536
2021-02-19,277204,434408,77518,87169,29592,343775,289508,61191,262145,2674672,3179290,449073,427309,15644,214384,2102988,28195,1367,121966,21853,42231,690905,299618,1743841,420287,771240,264545,94348,1764985,390857,488075,17247442
2021-02-20,288601,438829,108356,87169,37570,345749,299825,61779,276280,2692906,3285265,465842,445535,15644,219899,2175945,28928,1367,122910,21853,43119,690905,300177,1772133,445108,788508,270905,96866,1764985,390857,490652,17582121
2021-02-21,298199,440743,119354,87169,37570,346855,310457,62291,276280,2695967,3312351,467656,453457,15644,222073,2224045,29742,1367,122911,23259,43888,874031,300263,1785194,460646,803098,277221,93825,1893290,460797,492168,17723840
2021-02-22,305333,450561,131063,108311,37570,356952,323812,64385,276280,2732897,3413730,486820,457096,17232,226291,2323108,31501,1570,126811,23685,45174,874031,302882,1824654,466511,819447,282847,97337,1956886,460797,498856,17916181
2021-02-23,312624,462535,148226,108311,44239,369851,338048,68171,276280,2786018,3518294,505148,471004,17379,238841,2422889,33876,1774,134375,24508,47012,874031,308952,1824654,478827,836860,288998,98859,2063495,460797,507920,18242873
2021-02-24,323716,477421,168462,125771,44239,383693,351614,68502,302342,2845107,3633282,522510,508043,17379,254948,2535725,38176,1774,145191,25285,49061,874031,320195,1959165,503026,855097,295146,105661,2204376,460797,519105,18691835
2021-02-25,339470,500178,188512,135756,44239,401637,366062,72229,319559,2944833,3759906,540039,521283,19075,271594,2650605,42342,1781,156123,26089,50249,874031,331440,1959165,531137,872361,298368,116437,2361852,460797,528333,19177555
2021-02-26,423921,525420,204439,135756,53617,417770,401800,77409,347082,3057478,3881490,556380,563601,19593,285780,2772341,45657,1781,165132,26089,51041,874031,339882,2101754,572733,890068,302289,123660,2361852,460797,536187,19682048
2021-02-27,447198,529010,209760,135756,53617,420770,408372,78444,361744,3109125,4052007,572174,677682,19593,294550,2885785,46243,1781,165896,26089,51186,874031,340378,2101754,608159,905142,276329,124578,2361852,460797,538304,20089551
2021-02-28,456926,529617,212445,135756,53617,423112,419184,78628,370874,3115024,4079107,572174,685247,19593,297899,2955058,46377,1781,166346,27093,51576,1105574,340935,2149607,630909,915761,281895,120955,2567617,562387,539731,20275451
2021-03-01,465029,540512,223539,153085,53617,442613,438726,81072,384476,3179520,4234952,594053,721677,21083,303550,3065009,48425,1781,173773,27655,52862,1105574,347020,2190526,643479,946781,321111,125714,2642034,562387,549971,20478619
2021-03-02,488405,557392,243772,153085,53617,469785,455309,84036,384476,3279844,4389074,617737,758037,21191,316056,3194652,50987,1781,182519,28476,54381,1105574,357776,2190526,658287,983997,326701,127865,2772318,562387,560639,20703615
2021-03-03,514304,581545,248169,153085,53617,500551,468229,86945,404436,3394926,4541389,643218,785440,21191,316056,3338254,56317,1903,192278,29401,56525,1105574,375851,2338137,672344,1022066,331021,134428,2920179,562387,579249,20982571
2021-03-04,539281,622738,268544,182000,53617,533702,485601,92082,425545,3557285,4736174,669152,862953,26489,346256,3487145,64403,2099,202560,30723,58912,1105574,392276,2424929,695613,1058452,335436,141134,3129092,562387,595182,21358815
2021-03-05,573693,661050,284464,182000,53617,562429,502073,97655,448680,3756861,4915868,697876,949497,27041,363601,3638770,71324,2308,211904,30723,61096,1105574,404359,2424929,732854,1096911,341125,145705,3129092,562387,608885,21796278
2021-03-06,599409,668755,287118,182000,53617,574531,516584,101241,480647,3963835,5167973,725388,981401,27041,373149,3775851,72461,2308,212387,30723,63479,1105574,404842,2526389,764096,1136895,357197,147066,3129092,562387,612019,22213112
2021-03-07,610734,670093,288631,182000,70534,585930,528495,102235,480647,4084503,5170215,725388,1002714,27041,375521,3857071,72546,2308,212388,32591,65002,1315470,405020,2526389,777100,1174219,326576,143980,3328703,713694,614496,22377255
2021-03-08,621087,685498,294132,202167,70534,615543,538012,105652,481577,4190569,5350408,753636,1047045,29317,382528,3989116,74919,2308,220358,33238,67595,1315470,410175,2570094,782650,1212503,371774,148465,3436412,713694,626828,22592528
2021-03-09,646192,707071,302151,202167,70534,651725,548840,109687,490735,4361838,5555420,780536,1107791,29317,396089,4132537,78086,2518,230902,34530,70323,1315470,423025,2641693,791463,1254801,375060,152139,3541667,713694,642827,22809829
2021-03-10,670834,734036,309145,202167,70534,692870,560824,113687,515218,4539214,5756572,807280,1149557,29317,409662,4290886,81528,2719,243993,36693,72725,1315470,444457,2641693,800551,1297161,378993,156907,3668848,713694,663105,23053716
2021-03-11,710421,778261,324446,202167,70534,737544,565340,121864,539618,4780572,5978551,831761,1229827,33289,426819,4452720,85330,2958,244448,39558,76076,1315470,456559,2835856,815231,1336828,390389,163155,3769523,713694,680553,23314525
2021-03-12,764024,809691,336660,233423,70534,776181,568658,127595,565463,5073924,6113484,855151,1293414,34018,443092,4600916,92766,2958,255093,39558,78788,1315470,458998,2891753,836050,1375595,404475,171619,3769523,713694,695149,23684103
2021-03-13,810839,817406,337904,233423,70534,793214,573156,133018,587848,5304167,6558665,877402,1319266,34018,451589,4727151,94081,2958,256126,39558,80974,1315470,459135,2914792,856268,1413636,422453,178015,3769523,713694,698724,24196211
2021-03-14,837785,817601,338879,233423,70534,805289,574382,138285,596638,5366991,6507159,877402,1334595,34018,452554,4798240,94157,2958,256152,43479,82671,1512978,459191,2924629,867201,1447358,436461,173511,3951221,895638,700230,24453221
2021-03-15,856720,843708,341707,233423,70534,833574,577170,141638,597471,5524320,6712195,877644,1347073,34171,455182,4900753,99647,2968,263086,44735,85596,1512978,459370,2946767,878694,1487184,450980,179348,4013681,895638,710701,24839906
2021-03-16,879056,886349,345994,233423,70534,872379,583943,145380,610873,5664823,6835216,895920,1397342,34171,463500,4967586,99728,2983,268646,47598,90002,1512978,465310,2984642,900650,1531483,466807,179635,4052470,895638,724603,25273226
2021-03-17,905664,925413,350702,233423,70534,909781,594634,150550,636349,5814259,6970861,915641,1441706,36775,468328,5051000,99811,3001,271293,50220,92250,1512978,488865,3074378,902208,1572466,483025,180091,4106550,895638,741601,25735472
2021-03-18,932587,983984,356052,233423,70534,947631,609236,157184,671647,5980836,7095076,935269,1477554,37179,478725,5133710,99844,3012,274063,52870,95707,1512978,510248,3162971,914756,1615577,499935,181772,4106550,895638,757729,26263732
2021-03-19,978371,1033032,362721,288622,70534,981974,617035,163633,701203,6209561,7233931,956745,1520350,37865,487466,5229327,100523,3012,277214,52870,97064,1512978,517271,3213724,926676,1658270,513801,184757,4106550,895638,772106,26878662
2021-03-20,1016382,1053981,366547,288622,93475,997071,619991,165854,724524,6375390,7563379,977045,1563242,37865,492106,5341185,100944,3012,277695,52870,99250,1512978,517887,3233998,943558,1704448,532819,188801,4106550,895638,775358,27630970
2021-03-21,1028113,1054449,368905,288622,93475,1004456,624945,167176,732121,6424725,7523137,977045,1589601,37865,495824,5424757,100976,3012,277708,56383,101451,1599842,518153,3242462,953713,1746105,547091,188802,4211040,1013733,776434,27997976
2021-03-22,1041665,1081996,376370,311448,93475,1028863,629037,169127,733798,6593470,7698450,997959,1636436,37953,503796,5552110,104446,3014,284600,57406,105611,1599842,519814,3289482,960566,1769379,565078,189920,4252598,1013733,789806,28327873
2021-03-23,1061080,1124329,388805,311448,93475,1055376,635132,171871,742812,6842351,7937540,1018670,1696110,37962,515800,5703760,111611,3019,291833,59310,109538,1599842,533218,3385827,970660,1800681,583299,193887,4343860,1013733,807393,28653523
2021-03-24,1082991,1175594,401309,311448,93475,1082179,644955,177117,759827,7097794,8150256,1035543,1747519,38142,529984,5871385,119352,3258,303995,61026,113179,1599842,572860,3524209,990897,1831478,601970,201231,4447534,1013733,831082,28991188
2021-03-25,1112943,1234889,332467,311448,93475,1108445,652672,185601,783740,7438117,8364197,1035659,1803553,39578,548945,6053646,125720,3498,314089,62812,117171,1599842,612097,3524209,1029783,1861647,619226,213116,4561529,1013733,854358,29316130
2021-03-26,1145600,1285387,430228,335916,93475,1133183,658835,191411,809974,7795561,8602339,1046291,1870631,39633,567023,6242809,130012,3737,323890,62812,121823,1599842,629745,3785646,1096711,1888033,636401,226836,4561529,1013733,876145,29727435
2021-03-27,1172603,1304193,434158,335916,93475,1141590,668784,193541,832602,7989969,9107399,1055744,1903498,39633,577641,6412795,130269,3737,326932,62812,126055,1599842,630587,3785646,1124963,1914885,475197,233597,4561529,1013733,882963,30151736
2021-03-28,1182617,1305665,436541,348648,93475,1147122,679543,194028,832602,8048837,9001925,1055744,1920347,39633,580857,6532797,130305,3737,327034,68613,129350,1799266,630988,3889970,1186860,1939485,557598,234852,4967230,1142866,888901,30445284
2021-03-29,1203866,1324162,445547,348648,93475,1166143,697487,195972,843706,8250772,9216487,1066873,1920347,45422,590688,6706447,132593,3976,332855,68613,133771,1799266,635913,3889970,1217961,1963149,679343,235983,5092535,1142866,908602,30682093
2021-03-30,1233734,1350687,365650,348648,93475,1190754,719068,198560,862639,8534792,9428662,1080658,2011029,45422,603802,6895982,138067,4217,339587,70911,138176,1799266,668646,4062784,1238880,1990393,698111,243603,5314076,1142866,934417,30908010
2021-03-31,1256101,1424324,472443,385724,93475,1213763,732110,203019,892580,8796366,9627222,1092633,2065948,49289,619003,7107379,143817,4217,353007,73152,142805,1799266,706022,4231313,1266231,2015307,718932,256900,5545140,1142866,960343,31147444
2021-04-01,1279141,1501353,486002,404518,93475,1239292,736326,211011,930842,9109385,10175996,1114363,2156680,49289,636963,7300912,148012,4217,368649,75862,147956,1799266,715717,4404565,1280200,2040532,739278,273660,5545140,1142866,982454,31318262
2021-04-02,1304082,1565167,498085,419431,93475,1246149,741230,214563,965298,9389304,10046898,1135585,2235731,49289,655292,7500729,148602,4219,381538,75862,151942,1799266,720201,4544816,1321433,2065575,593076,283759,5707450,1142866,987840,31425682
2021-04-03,1316905,1584675,502078,419431,114660,1249731,753337,222361,971827,9529452,10501567,1171420,2312501,50259,660800,7667299,152203,4219,389596,75862,154462,1799266,720568,4544816,1340111,2090464,555333,286849,5707450,1142866,991659,31533568
2021-04-04,1325260,1584754,503570,426037,114660,1252201,764998,226370,973876,9574797,10644350,1171420,2362839,50259,660800,7741941,153837,4219,392004,75862,156668,2140644,721026,4585575,1350922,2110922,403945,288434,5890888,1339526,993779,31581623
2021-04-05,1333104,1596991,510049,426037,114660,1254550,777298,228876,974153,9634386,10547269,1222682,2432313,50259,667182,7872973,156715,4219,395677,83652,159065,2140644,722521,4591351,1356069,2132024,322207,288435,6118710,1339526,997443,31622367
2021-04-06,1359531,1634746,519635,427387,114660,1270605,793299,231354,975697,9849853,10800637,1269938,2536751,50259,679844,8078683,162284,4220,407393,86356,161909,2140644,741569,4591351,1382794,2155906,776077,290900,6416016,1339526,1015584,31707594
2021-04-07,1399450,1672874,533453,432601,124165,1293930,809903,236251,993227,10108140,11673464,1312896,2608084,50259,716636,8316895,172386,4221,419070,88717,164492,2140644,800946,4909594,1419430,2180807,796816,297028,6791079,1339526,1043192,31807124
2021-04-08,1446866,1783336,552516,440890,124165,1332409,823645,247886,1028848,10443731,12284952,1353956,2689102,52634,716636,8561420,179905,4224,440956,91074,167130,2140644,859014,5167241,1470839,2206254,812072,311752,7159716,1339526,1072702,31903366
2021-04-09,1492484,1902802,567396,458762,130937,1371637,840109,257455,1066860,10851833,12828718,1394013,2760938,58567,735997,8809358,185445,4484,470867,91074,170315,2140644,886816,5167241,1526325,2228798,828578,330259,7159716,1339526,1102069,32010244
2021-04-10,1529270,1967525,571062,473522,130937,1387008,856865,258679,1091652,11063346,13136575,1435503,2835894,58567,735997,9057285,187386,4484,486318,91074,171678,2140644,888019,5529714,1583299,2258352,722800,339317,7159716,1339526,1112479,32121353
2021-04-11,1539650,1971155,572662,477617,130937,1396726,871751,258964,1124365,11118802,13350410,1435503,2900383,58567,749450,9215011,187485,4484,488004,96054,173237,2654952,888643,5581068,1594104,2286546,868659,340924,7676560,1590854,1117260,32190576
2021-04-12,1567887,2010908,579992,483825,130937,1434781,965724,260433,1133993,11354296,13692904,1480479,2969647,61134,758763,9416170,190402,4753,496297,99988,175347,2654952,892487,5670769,1612907,2326484,880490,342578,7937566,1590854,1148009,32250481
2021-04-13,1601748,2075026,590495,491601,130937,1470857,984233,262714,1190340,11661891,14196351,1524902,3037023,61134,769721,9633804,194710,5017,512197,103565,178292,2654952,918429,5832860,1642729,2372655,890132,345656,8250887,1590854,1184007,32326604
2021-04-14,1656001,2151231,605377,500233,130937,1509546,995678,268062,1190340,11953981,14888634,1569559,3090994,67158,789526,9870575,201332,5305,532385,107163,181133,2654952,986407,5832860,1685176,2421982,900447,353461,8631548,1590854,1227527,32444439
2021-04-15,1711784,2236412,620375,519375,130937,1557224,1010981,277374,1230792,12288370,15498967,1620067,3090994,67158,789526,10118051,206892,5590,550454,110434,183987,2654952,1052413,6236689,1737836,2471779,912237,362888,9002054,1590854,1266530,32574221
2021-04-16,1763980,2313182,634129,539487,145357,1601751,1028395,285599,1267678,12626020,16021669,1671324,3090994,70058,838644,10392914,215620,5876,566042,110434,187277,2654952,1081787,6236689,1797349,2523620,926496,371277,9002054,1590854,1303549,32709778
2021-04-17,1800199,2365579,637216,552559,145357,1618349,1047183,286924,1267678,12813693,16331381,1721650,3252579,70058,852189,10663176,222036,5876,568352,110434,190489,2654952,1083885,6236689,1845189,2578713,952888,373773,9002054,1590854,1318128,32849223
2021-04-18,1815174,2371558,638443,553883,145357,1631279,1061674,287899,1318725,12864651,16562140,1721650,3266425,70058,855512,10847208,222964,5876,568435,118118,191583,3371032,1085237,6236689,1959077,2626810,965199,375050,9441685,1999204,1326022,32932448
2021-04-19,1841375,2428362,645486,556969,156682,1675157,1086501,289140,1321867,13068742,16903187,1774120,3317052,70482,855512,11065420,226274,6428,573298,119259,195071,3371032,1091848,6699255,2038668,2675872,974678,377371,9588913,1999204,1361911,33032120
2021-04-20,1874357,2475506,657333,565164,161389,1717248,1108528,291079,1346684,13321158,17401417,1826618,3363596,70482,878823,11296110,231728,6969,584013,120308,198624,3371032,1111723,6868703,2059865,2737514,982855,382573,9886203,1999204,1405010,33139742
2021-04-21,1927236,2562980,676501,578273,165558,1764918,1131044,295365,1430756,13572440,18049825,1876009,3419450,70482,904774,11544708,239075,7229,597894,123137,201860,3371032,1171501,7079324,2089102,2801060,990303,390265,10141949,1999204,1457173,33257651
2021-04-22,1987955,2653490,698517,593972,165558,1819339,1159290,303572,1430756,13858042,18621414,1924630,3508846,80721,934980,11801684,246478,7489,613643,125739,204963,3371032,1223069,7311128,2119084,2860598,999209,398380,10403462,1999204,1505445,33388637
2021-04-23,2045251,2718425,716940,611792,176082,1869249,1181451,309273,1485461,14152916,19109052,1971361,3576705,80721,966611,12069755,255264,7752,630251,125739,208959,3371032,1241683,7526598,2147561,2921600,1007347,409191,10405863,1999204,1549497,33524423
2021-04-24,2079826,2763003,721170,621077,176082,1887042,1196352,310138,1485461,14342206,19415975,2004512,3576705,80721,987681,12336274,260815,7752,634219,125739,211985,3371032,1242162,7526598,2187182,2983609,1021927,411655,10405863,1999204,1570320,33673190
2021-04-25,2105982,2769318,723240,627216,176082,1901700,1211559,311346,1529600,14411072,19650155,2004512,3603901,80721,998134,12551694,262181,7752,634485,130591,212593,3906774,1242514,7765723,2218513,3037698,1035165,412312,10768466,2401503,1583217,33752885
2021-04-26,2133552,2825721,734150,629108,176082,1951247,1243039,312799,1529600,14630546,20009509,2032090,3679730,80721,1014640,12808123,264857,7756,639414,131867,216171,3906774,1244947,7765723,2249664,3092378,1042137,412688,10973722,2401503,1620075,33843580
2021-04-27,2170665,2864226,750899,639564,176082,2000167,1269606,316282,1548850,14913303,20703788,2063824,3774221,80721,1041284,13063919,269558,7773,651271,132681,219442,3906774,1264592,8072900,2289946,3147573,1047584,413139,11211104,2401503,1668107,33959908
2021-04-28,2214983,2943733,776254,648709,176082,2058873,1293723,322930,1597841,15211027,21701115,2099343,3870222,87038,1067378,13326470,280656,8044,665131,136453,222470,3906774,1323625,8229040,2329127,3201106,1053809,416310,11445988,2401503,1725930,34094048
2021-04-29,2276387,3030329,803176,682757,176082,2124370,1319650,331148,1597841,15566091,22515433,2131890,3913550,98008,1067378,13671967,291069,8311,678098,140495,225810,3906774,1378172,8597875,2383040,3252247,1061280,422289,11674829,2401503,1774228,34216616
2021-04-30,2343935,3089988,815463,702470,176082,2186526,1333093,336773,1664774,15936314,23183579,2153560,4023137,109409,1130958,14001470,300053,8815,689434,140495,228810,3906774,1403932,8597875,2445616,3303419,1082287,428594,11674829,2401503,1824671,34362205
2021-05-01,2378145,3129315,821218,707057,218323,2205809,1340406,337724,1692571,16101413,23446448,2170847,4064204,109409,1146562,14278622,306397,8815,696158,140495,231511,3906774,1405510,8917338,2514891,3336830,1108242,429459,11674829,2401503,1851017,34505380
2021-05-02,2393499,3132862,824623,708137,218323,2224691,1357066,339284,1694744,16192153,23646051,2170847,4073149,109409,1159083,14524417,307981,8815,696186,148450,233193,4500789,1406583,8917338,2556951,3355073,1125497,430746,12064968,2772630,1865188,34595304
2021-05-03,2411623,3196725,833510,716861,218323,2291889,1377519,341611,1698107,16478010,23983172,2191449,4099495,110199,1174292,14807426,310068,9094,705609,152149,237018,4500789,1409774,9018412,2597003,3378699,1145379,435800,12228513,2772630,1915091,34667904
2021-05-04,2453065,3260986,844643,734556,218323,2358300,1405175,346575,1723088,16790702,24667659,2214648,4123697,110199,1201373,15113577,318809,9366,716762,155897,241103,4500789,1420083,9018412,2648447,3411328,1155341,442911,12522251,2772630,1967574,34795074
2021-05-05,2513933,3341728,877124,760805,218323,2431400,1431992,353846,1804953,17113806,25587286,2272642,4153038,115447,1201373,15443316,328420,9645,729387,160427,246698,4500789,1460940,9454765,2708645,3449831,1161513,453017,12792753,2772630,2026087,34934171
2021-05-06,2592305,3425496,884254,796909,252792,2511734,1453529,362464,1804953,17489767,26359444,2333913,4203873,124014,1267167,15779586,342010,9925,744459,165376,251787,4500789,1496210,9735602,2757202,3491189,1173828,468621,13091681,2772630,2082115,35069641
2021-05-07,2679578,3521889,922371,835320,252792,2588962,1470023,368751,1903818,17859742,27016876,2391470,4261822,138577,1305178,16124649,353842,9932,763622,165376,255633,4500789,1511696,9987919,2806929,3529427,1188802,482067,13091681,2772630,2134770,35202642
2021-05-08,2713630,3600947,932419,867621,252792,2618350,1479494,371817,1943842,18080357,27290591,2450303,4288641,138577,1327821,16442002,363878,9932,777746,165376,257781,4500789,1512284,10185393,2854361,3580368,1222567,487534,13091681,2772630,2165178,35371669
2021-05-09,2726422,3608813,938064,879312,252792,2642507,1495413,372984,1943842,18209203,27475479,2450303,4305775,138577,1347561,16691063,365217,9932,784827,175126,258766,5070708,1512582,10260941,2922958,3629484,1251951,489185,13609148,3115009,2182546,35472295
2021-05-10,2759803,3686427,963539,894881,284264,2715199,1521975,375175,1944725,18518124,27875165,2507229,4346089,138577,1376583,16976088,370245,10226,800469,179434,265361,5070708,1515032,10400987,2980723,3672354,1276325,491498,13835214,3115009,2228423,35587348
2021-05-11,2809333,3744112,999287,919139,293180,2791247,1551677,378915,2014653,18918900,28677013,2561858,4346089,140805,1408655,17268971,383119,10511,816264,183288,268118,5070708,1533112,10609955,3039584,3711304,1298501,499633,14120837,3115009,2281768,35722461
2021-05-12,2887862,3807954,1035763,919139,305274,2871047,1577847,384920,2014653,19349221,29732479,2615123,4420767,144775,1408655,17583546,399094,10518,834802,183288,272025,5070708,1575475,10609955,3092828,3750015,1317241,516087,14355784,3115009,2344077,35906671
2021-05-13,2914367,3846204,1073523,980177,305274,2955012,1597541,390746,2031941,19684860,30003633,2666895,4483598,144775,1408655,17917513,414413,10523,851404,191724,276041,5070708,1588360,11112068,3146110,3789351,1335277,535365,14707024,3115009,2375079,36115955
2021-05-14,2981777,3887469,1106760,1009609,320309,3034362,1618124,396865,2092493,20135444,30537734,2718390,4554679,147592,1408655,18257691,426592,10529,867992,191724,280134,5070708,1599595,11329356,3199010,3834311,1356984,552467,14707024,3115009,2418427,36336023
2021-05-15,3026320,3920067,1113351,1039233,320309,3066187,1633540,399996,2105016,20507049,30776850,2772414,4600012,147592,1408655,18609561,434352,10529,871092,191724,283229,5070708,1601620,11490114,3222659,3886249,1382737,559299,14707024,3115009,2449009,36573354
2021-05-16,3044109,3922337,1116741,1041215,325648,3091925,1653513,400928,2105016,20708460,30942249,2772414,4639299,147592,1408655,18876833,438387,10529,871385,199581,284395,5762556,1602948,11556822,3228681,3928681,1405707,559482,15099372,3393204,2467311,36704672
2021-05-17,3074844,4005313,1134977,1052032,334258,3164391,1684547,406818,2133397,21081676,31301443,2836972,4714992,147592,1408655,19143846,445778,10540,882194,204869,286709,5762556,1603209,11664606,3288019,3963176,1427702,562890,15263917,3393204,2507987,36811405
2021-05-18,3119414,4104863,1161048,1078103,340015,3236284,1714132,412677,2133397,21537667,31826760,2905212,4790996,152584,1408655,19419726,456713,10545,892952,209494,289855,5762556,1607838,11868779,3335794,3997170,1447830,572981,15504782,3393204,2557808,36985505
2021-05-19,3194196,4178947,1191397,1109161,347840,3313691,1745879,417905,2161597,22001822,32402972,2974175,4829595,156058,1408655,19719490,466823,10826,909333,213291,293178,5762556,1616097,11868779,3391729,4029619,1469511,588590,15805797,3393204,2621074,37250363
2021-05-20,3271143,4242903,1225601,1109161,347840,3389077,1778348,423236,2201667,22505493,32869554,3044700,4898866,159327,1408655,20023582,475170,11110,925089,216030,296548,5762556,1624944,12369238,3444476,4057860,1491257,611609,16097052,3393204,2676925,37518614
2021-05-21,3344597,4309261,1250667,1157655,356376,3457813,1813634,429859,2267023,22991820,33287628,3121394,4969321,163815,1408655,20344213,485964,11406,935693,216030,299549,5762556,1630030,12577946,3498883,4086224,1520287,626300,16097052,3393204,2731406,37738271
2021-05-22,3384152,4353085,1257015,1179998,356376,3490129,1839577,433959,2285568,23337035,33517019,3200861,5005682,163815,1408655,20658605,492041,11406,938108,216030,301274,5762556,1631409,12710402,3548223,4113110,1546231,629716,16097052,3393204,2760956,37943681
2021-05-23,3403633,4359919,1260683,1181255,361142,3512422,1862160,437291,2290907,23497732,33650737,3200861,5023145,163815,1734234,20905665,493112,11406,939594,216030,302933,6272244,1632280,12748812,3584752,4136319,1570361,630910,16403408,3643113,2780918,38070038
2021-05-24,3415876,4385427,1265855,1195088,369970,3559475,1885579,441674,2290907,23759065,33799991,3281550,5026529,163815,1734234,21175115,499425,11406,945033,216030,308002,6272244,1633183,12814730,3617717,4159340,1595745,632095,16625488,3643113,2811610,38192417
2021-05-25,3454052,4438249,1282717,1197164,369970,3611273,1929034,446656,2345128,24156117,34097354,3357664,5040222,164273,1734234,21439342,506367,11965,959980,223372,310403,6272244,1637354,12960092,3661239,4183320,1621185,635737,16846631,3643113,2860011,38378564
2021-05-26,3503254,4469120,1303575,1221109,376676,3678956,1976450,452443,2375612,24566570,34645363,3416341,5056262,164273,1734234,21721605,514294,12245,976330,223372,311903,6272244,1647173,13145222,3710719,4208724,1641659,642821,17130500,3643113,2916626,38614683
2021-05-27,3558255,4506035,1321786,1240309,381409,3740284,2025778,458183,2375612,25013321,35130816,3474645,5084642,169570,1734234,22024037,520001,12539,991553,224155,314030,6272244,1656777,13302965,3755112,4232837,1665656,651852,17329326,3643113,2971177,38871200
2021-05-28,3617960,4541238,1341130,1254659,381409,3801930,2066790,462938,2436782,25440094,35571236,3532531,5120109,171376,1734234,22340795,530497,12551,1008623,225549,315748,6272244,1661885,13451439,3796971,4257317,1682167,660169,17329326,3643113,3021016,39075642
2021-05-29,3643396,4581968,1348204,1270392,381409,3831064,2096618,466772,2453879,25737567,35751021,3589514,5137031,171376,1734234,22654239,535606,12551,1014106,226779,316224,6272244,1662591,13580235,3836353,4279871,1708267,663971,17329326,3643113,3048060,39259168
2021-05-30,3657536,4586300,1353249,1272513,386710,3853392,2122452,470304,2453879,25843696,35859864,3589514,5146949,171376,1760642,22905129,538351,12551,1014669,226779,316747,6763399,1662778,13633827,3870465,4299481,1722337,663972,17606352,3839135,3067289,39384055
2021-05-31,3679368,4648986,1365923,1280300,386710,3909079,2158587,472607,2456153,26199291,36080874,3647975,5176630,171376,1760642,23225846,544397,12826,1019854,228017,318743,6763399,1666001,13707350,3899253,4320017,1735971,666832,17714488,3839135,3110801,39477158
2021-06-01,3735615,4704374,1383971,1293847,387966,3968068,2198335,478356,2476248,26621486,36565683,3698975,5206951,171376,1760642,23555108,551491,13111,1037809,229708,319574,6763399,1684967,13896798,3931308,4336728,1754556,671409,17928060,3839135,3164069,39585665
2021-06-02,3813555,4782257,1405952,1312272,388475,4030902,2240952,484119,2510921,27033789,37187612,3752217,5227318,177511,1760642,23890272,556237,13400,1056936,232381,322359,6763399,1738276,14145161,3972948,4356353,1772992,686516,18203141,3839135,3230010,39758428
2021-06-03,3844608,4871947,1429105,1317038,394877,4089100,2277191,490238,2582439,27491939,37471417,3803175,5238903,184619,1760642,24347299,560826,13682,1077674,242374,324295,6763399,1793667,14224874,4026138,4379534,1790472,703870,18495361,3839135,3285200,39949694
2021-06-04,3907111,4951121,1450850,1329754,394877,4152154,2318582,495269,2620440,27943346,37840262,3854947,5238903,187606,1760642,24844981,567782,14237,1097536,242374,325511,6763399,1825441,14400079,4067997,4404555,1807634,714233,18495361,3839135,3340099,40129618
2021-06-05,3940715,5038483,1456841,1337469,394877,4186276,2353556,498723,2620440,28245563,37967296,3904249,5260418,187606,1760642,25336397,571185,14237,1109881,242374,327155,6763399,1829230,14551620,4117044,4425234,1819189,720607,18495361,3839135,3383016,40333231
2021-06-06,3964831,5063783,1464251,1338154,403013,4213173,2383517,500342,2631961,28376910,38045071,3972036,5261781,187606,1760642,25759708,572583,14237,1115303,242374,328168,7343362,1832340,14613790,4152874,4440483,1825954,724428,19004937,4055493,3404015,40460576
2021-06-07,3990840,5154954,1478774,1345741,404314,4276820,2437116,503321,2636209,28711271,38292769,4021033,5278680,188208,1760642,26208039,578665,14518,1122182,250779,329000,7343362,1848137,14690217,4186235,4457688,1835251,727399,19212687,4055493,3455887,40573517
