date,bw_a0-pt,bw_a0-dt,bw_a1-pt,bw_a1-dt,bw_a2-pt,bw_a2-dt,bw_a3-pt,bw_a3-dt,bw_a4-pt,bw_a4-dt,bw_a5-pt,bw_a5-dt,by_a0-pt,by_a0-dt,by_a1-pt,by_a1-dt,by_a2-pt,by_a2-dt,by_a3-pt,by_a3-dt,by_a4-pt,by_a4-dt,by_a5-pt,by_a5-dt,hb_a0-pt,hb_a0-dt,hb_a1-pt,hb_a1-dt,hb_a2-pt,hb_a2-dt,hb_a3-pt,hb_a3-dt,hb_a4-pt,hb_a4-dt,hb_a5-pt,hb_a5-dt,hh_a0-pt,hh_a0-dt,hh_a1-pt,hh_a1-dt,hh_a2-pt,hh_a2-dt,hh_a3-pt,hh_a3-dt,hh_a4-pt,hh_a4-dt,hh_a5-pt,hh_a5-dt,he_a0-pt,he_a0-dt,he_a1-pt,he_a1-dt,he_a2-pt,he_a2-dt,he_a3-pt,he_a3-dt,he_a4-pt,he_a4-dt,he_a5-pt,he_a5-dt,ni_a0-pt,ni_a0-dt,ni_a1-pt,ni_a1-dt,ni_a2-pt,ni_a2-dt,ni_a3-pt,ni_a3-dt,ni_a4-pt,ni_a4-dt,ni_a5-pt,ni_a5-dt,nw_a0-pt,nw_a0-dt,nw_a1-pt,nw_a1-dt,nw_a2-pt,nw_a2-dt,nw_a3-pt,nw_a3-dt,nw_a4-pt,nw_a4-dt,nw_a5-pt,nw_a5-dt,rp_a0-pt,rp_a0-dt,rp_a1-pt,rp_a1-dt,rp_a2-pt,rp_a2-dt,rp_a3-pt,rp_a3-dt,rp_a4-pt,rp_a4-dt,rp_a5-pt,rp_a5-dt,sl_a0-pt,sl_a0-dt,sl_a1-pt,sl_a1-dt,sl_a2-pt,sl_a2-dt,sl_a3-pt,sl_a3-dt,sl_a4-pt,sl_a4-dt,sl_a5-pt,sl_a5-dt,sh_a0-pt,sh_a0-dt,sh_a1-pt,sh_a1-dt,sh_a2-pt,sh_a2-dt,sh_a3-pt,sh_a3-dt,sh_a4-pt,sh_a4-dt,sh_a5-pt,sh_a5-dt,bb_a0-pt,bb_a0-dt,bb_a1-pt,bb_a1-dt,bb_a2-pt,bb_a2-dt,bb_a3-pt,bb_a3-dt,bb_a4-pt,bb_a4-dt,bb_a5-pt,bb_a5-dt,mv_a0-pt,mv_a0-dt,mv_a1-pt,mv_a1-dt,mv_a2-pt,mv_a2-dt,mv_a3-pt,mv_a3-dt,mv_a4-pt,mv_a4-dt,mv_a5-pt,mv_a5-dt,sn_a0-pt,sn_a0-dt,sn_a1-pt,sn_a1-dt,sn_a2-pt,sn_a2-dt,sn_a3-pt,sn_a3-dt,sn_a4-pt,sn_a4-dt,sn_a5-pt,sn_a5-dt,st_a0-pt,st_a0-dt,st_a1-pt,st_a1-dt,st_a2-pt,st_a2-dt,st_a3-pt,st_a3-dt,st_a4-pt,st_a4-dt,st_a5-pt,st_a5-dt,th_a0-pt,th_a0-dt,th_a1-pt,th_a1-dt,th_a2-pt,th_a2-dt,th_a3-pt,th_a3-dt,th_a4-pt,th_a4-dt,th_a5-pt,th_a5-dt,be_a0-pt,be_a0-dt,be_a1-pt,be_a1-dt,be_a2-pt,be_a2-dt,be_a3-pt,be_a3-dt,be_a4-pt,be_a4-dt,be_a5-pt,be_a5-dt,de_a0-pt,de_a0-dt,de_a1-pt,de_a1-dt,de_a2-pt,de_a2-dt,de_a3-pt,de_a3-dt,de_a4-pt,de_a4-dt,de_a5-pt,de_a5-dt
2020-05-28,264,,606,,8115,3,14101,64,6711,537,4309,1120,537,,1275,,11823,7,18739,81,8853,772,5488,1578,55,,44,,490,,483,5,184,10,92,26,52,,130,,1486,1,2047,14,853,86,499,144,130,,226,,2418,,4340,24,1843,149,957,298,102,,292,,2922,3,4786,21,2282,189,1363,370,375,1,838,,9580,3,16254,94,6668,482,3957,1002,72,,187,,1739,,2810,10,1192,74,620,146,18,,43,,626,,1059,11,549,48,436,102,21,,53,,740,,1270,9,632,54,355,80,31,,83,,786,,1407,5,599,57,354,93,5,,21,,204,,317,3,156,8,57,9,58,,131,,1154,,2215,6,1043,65,659,139,16,,35,,423,,698,2,317,15,212,38,17,,49,,590,,1222,6,635,54,419,98,96,,206,,2104,,2731,14,1044,71,519,110,1849,1,4219,,45200,17,74479,369,33561,2671,20296,5353
2020-05-29,268,,613,,8200,3,14257,64,6785,547,4333,1129,539,,1274,,11856,7,18776,81,8857,773,5492,1580,56,,46,,499,,494,5,185,10,92,26,52,,130,,1485,1,2049,14,854,86,499,145,131,,231,,2437,,4351,24,1851,152,960,300,104,,292,,2957,3,4826,22,2284,189,1366,371,376,1,840,,9612,3,16300,94,6683,483,3966,1007,72,,190,,1746,,2818,10,1195,74,620,146,17,,43,,620,,1055,11,544,49,437,102,22,,53,,743,,1271,9,633,54,355,81,32,,83,,786,,1409,5,606,57,354,93,5,,21,,203,,317,3,156,8,57,9,57,,129,,1142,,2199,6,1042,65,661,138,16,,35,,423,,698,2,316,15,212,38,17,,52,,593,,1234,6,638,55,424,98,96,,209,,2117,,2744,14,1049,71,521,111,1860,1,4241,,45419,17,74798,370,33678,2688,20349,5374
2020-05-30,270,,616,,8271,3,14360,64,6832,548,4347,1133,541,,1272,,11869,7,18795,81,8865,780,5498,1582,56,,51,,510,,502,5,185,10,94,27,52,,130,,1487,1,2051,14,853,86,502,145,134,,238,,2453,,4361,24,1855,152,960,300,107,,304,,3006,3,4869,22,2295,190,1374,378,378,1,846,,9649,3,16340,95,6696,485,3975,1011,74,,192,,1752,,2823,10,1199,74,622,146,17,,43,,620,,1058,11,546,50,439,102,22,,53,,744,,1275,9,635,54,360,82,32,,83,,785,,1406,5,606,57,353,93,5,,21,,203,,317,3,157,8,57,9,58,,134,,1160,,2231,6,1050,67,664,140,16,,35,,423,,698,2,317,15,212,38,18,,53,,594,,1237,6,643,55,429,100,98,,212,,2123,,2760,14,1051,72,521,111,1878,1,4283,,45649,17,75083,371,33785,2703,20407,5397
2020-05-31,270,,616,,8271,3,14360,64,6832,548,4347,1133,544,,1274,,11898,7,18812,81,8875,780,5500,1582,56,,51,,510,,502,5,185,10,94,27,52,,130,,1488,1,2055,15,853,88,502,148,134,,240,,2457,,4380,24,1860,153,960,300,107,,308,,3020,3,4883,22,2298,190,1373,378,382,1,855,,9672,3,16367,95,6708,485,3985,1013,74,,192,,1752,,2823,10,1198,74,622,146,17,,43,,621,,1058,11,546,50,439,102,22,,54,,745,,1276,9,636,54,360,82,32,,84,,786,,1407,5,608,57,353,93,5,,21,,203,,318,3,157,8,57,9,58,,136,,1160,,2233,6,1052,67,665,140,16,,35,,424,,698,2,319,15,213,38,18,,53,,594,,1239,6,646,55,434,101,98,,215,,2131,,2776,14,1055,72,523,112,1885,1,4307,,45732,17,75187,372,33828,2706,20427,5404
2020-06-01,270,,616,,8289,3,14384,64,6843,549,4363,1136,546,,1281,,11942,7,18831,81,8883,780,5506,1583,56,,51,,510,,502,5,185,10,94,27,52,,131,,1488,1,2056,15,854,88,502,149,134,,240,,2462,,4382,24,1866,155,961,301,107,,311,,3050,3,4898,22,2299,190,1375,378,384,1,860,,9690,3,16382,95,6712,486,3988,1013,76,,193,,1754,,2826,10,1200,74,621,146,17,,43,,621,,1058,11,546,50,439,102,23,,54,,747,,1276,9,636,54,360,82,32,,84,,786,,1408,5,609,57,353,93,5,,21,,203,,318,3,157,8,57,9,59,,138,,1161,,2233,6,1052,67,666,141,16,,35,,424,,699,2,319,15,213,38,18,,54,,599,,1243,6,655,55,446,101,98,,219,,2137,,2780,14,1057,72,523,112,1893,1,4331,,45863,17,75276,372,33873,2710,20467,5411
2020-06-02,271,,617,,8294,3,14388,64,6844,551,4363,1140,546,,1282,,11952,7,18839,81,8887,782,5508,1586,56,,53,,525,,514,5,192,10,96,27,53,,132,,1490,1,2061,15,854,88,502,149,135,,244,,2463,,4387,24,1867,155,963,301,107,,311,,3060,3,4908,22,2301,191,1375,378,384,1,862,,9714,3,16394,95,6723,487,3993,1013,76,,193,,1755,,2826,10,1200,74,621,146,17,,43,,622,,1059,11,549,50,440,102,23,,54,,748,,1278,9,637,54,362,82,32,,84,,786,,1408,5,609,57,354,93,5,,21,,203,,318,3,157,8,57,9,59,,138,,1161,,2233,6,1052,66,666,139,16,,35,,424,,700,2,319,15,213,38,18,,54,,599,,1245,6,655,55,446,102,100,,225,,2145,,2786,14,1058,72,523,112,1898,1,4348,,45941,17,75344,372,33904,2715,20482,5417
2020-06-03,271,,618,,8300,3,14396,64,6846,551,4363,1142,552,,1285,,11975,7,18878,82,8909,787,5525,1590,56,,55,,529,,517,5,192,10,98,28,53,,132,,1490,1,2061,15,854,88,502,149,138,,246,,2472,,4390,24,1869,155,964,301,111,,319,,3086,3,4911,22,2309,192,1375,379,387,1,871,,9741,3,16425,95,6735,490,3996,1018,76,,194,,1756,,2830,10,1202,74,621,146,18,,43,,622,,1060,11,550,50,442,102,23,,54,,750,,1279,9,637,54,362,83,32,,84,,786,,1408,5,609,58,353,93,5,,21,,203,,318,3,157,8,57,9,59,,138,,1160,,2232,6,1051,67,665,139,16,,35,,424,,700,2,319,15,213,38,18,,54,,600,,1247,6,656,55,447,105,101,,227,,2159,,2799,14,1061,72,525,112,1916,1,4376,,46053,17,75451,373,33956,2726,20508,5434
2020-06-04,272,,618,,8305,3,14400,64,6849,551,4367,1143,552,,1289,,12000,7,18902,83,8925,791,5528,1598,56,,55,,537,,519,6,197,11,98,27,53,,132,,1488,1,2060,15,855,88,502,149,139,,258,,2489,,4406,24,1872,156,965,302,118,,330,,3112,3,4931,22,2312,194,1376,382,394,1,875,,9780,3,16470,95,6750,491,3998,1021,76,,194,,1756,,2833,10,1204,74,623,146,19,,43,,622,,1061,11,551,51,441,102,23,,54,,747,,1279,9,637,54,362,83,32,,84,,788,,1411,5,611,58,353,93,5,,21,,204,,319,3,157,8,57,9,59,,138,,1164,,2234,6,1052,67,665,139,17,,35,,424,,701,2,319,15,215,38,18,,54,,602,,1252,6,657,56,450,105,103,,228,,2171,,2804,14,1065,73,528,113,1936,1,4408,,46189,17,75582,375,34013,2738,20528,5450
2020-06-05,272,,620,,8312,3,14417,67,6857,554,4373,1154,551,,1293,,12027,7,18926,84,8926,793,5532,1597,58,,65,,549,,527,6,198,11,101,27,53,,133,,1490,1,2065,15,857,88,503,149,141,,259,,2500,,4419,24,1875,156,968,302,124,,339,,3144,3,4969,23,2319,195,1379,383,401,1,880,,9830,3,16527,95,6763,495,4007,1023,76,,196,,1761,,2837,10,1206,74,623,146,19,,43,,622,,1062,11,551,51,441,104,23,,54,,747,,1279,9,637,54,362,83,32,,85,,791,,1412,5,614,58,353,93,5,,21,,205,,319,3,157,8,57,9,59,,138,,1164,,2235,6,1054,67,665,139,17,,35,,426,,700,2,319,15,215,38,18,,55,,606,,1260,6,662,56,450,107,106,,236,,2186,,2821,14,1066,73,529,113,1955,1,4452,,46360,17,75775,380,34061,2748,20558,5467
2020-06-06,274,,621,,8325,3,14419,67,6862,555,4381,1165,551,,1294,,12048,7,18955,84,8926,794,5539,1604,58,,66,,554,,534,6,199,11,102,27,53,,133,,1491,1,2066,15,859,88,503,150,141,,260,,2501,,4424,24,1876,157,968,302,132,,364,,3196,3,5000,24,2324,195,1379,383,404,1,885,,9864,3,16561,95,6768,498,4011,1025,76,,202,,1773,,2848,10,1207,74,623,146,19,,43,,622,,1063,11,551,51,442,104,23,,54,,747,,1281,9,637,55,363,83,33,,85,,793,,1415,5,614,59,353,94,5,,21,,206,,319,3,158,8,57,9,60,,140,,1163,,2234,6,1057,67,667,139,18,,35,,429,,700,2,319,15,216,38,18,,58,,610,,1265,6,664,56,451,108,111,,236,,2192,,2828,14,1066,74,529,113,1976,1,4497,,46514,17,75912,381,34087,2757,20584,5490
2020-06-07,277,,622,,8330,3,14420,68,6861,555,4386,1165,551,,1294,,12052,7,18952,84,8933,798,5539,1612,58,,66,,554,,537,6,199,11,103,27,54,,133,,1492,1,2067,15,859,88,502,150,143,,265,,2507,,4440,24,1879,158,968,302,134,,370,,3220,3,5026,24,2332,195,1380,383,405,1,892,,9901,3,16590,95,6774,498,4021,1026,77,,205,,1777,,2851,10,1208,74,625,146,19,,43,,622,,1064,11,554,51,445,104,23,,54,,748,,1282,9,637,55,363,83,33,,85,,795,,1416,5,614,59,353,94,5,,21,,206,,320,3,160,8,61,9,60,,140,,1163,,2234,6,1058,68,668,140,18,,35,,429,,702,2,320,15,216,39,18,,58,,610,,1269,6,667,56,455,108,111,,241,,2204,,2839,14,1069,76,531,115,1986,1,4524,,46610,17,76009,382,34124,2765,20616,5503
2020-06-08,279,,622,,8340,3,14429,68,6863,555,4388,1165,551,,1295,,12058,7,18962,84,8939,800,5553,1614,58,,66,,557,,544,6,202,11,104,27,54,,133,,1493,1,2067,15,860,88,502,150,143,,265,,2508,,4443,24,1879,158,968,302,139,,374,,3238,3,5040,24,2334,195,1380,383,406,1,897,,9921,3,16601,95,6781,498,4021,1026,77,,207,,1780,,2852,10,1208,74,625,146,19,,43,,622,,1064,11,554,51,445,104,23,,54,,749,,1282,9,637,55,363,83,33,,86,,798,,1420,5,613,60,354,95,5,,21,,206,,320,3,161,8,61,9,60,,140,,1164,,2237,6,1061,68,668,140,18,,35,,429,,702,2,320,15,216,39,18,,58,,610,,1273,6,667,56,455,108,112,,248,,2209,,2843,14,1071,76,531,115,1995,1,4544,,46682,17,76079,382,34150,2768,20634,5506
2020-06-09,281,,624,,8351,3,14433,68,6867,557,4387,1167,553,,1299,,12075,7,18983,85,8944,800,5558,1629,58,,66,,557,,544,6,203,10,104,27,54,,133,,1493,1,2069,15,860,88,502,150,147,,267,,2521,,4447,24,1884,158,970,302,149,,384,,3268,3,5072,24,2343,196,1381,383,407,1,907,,9941,3,16632,95,6793,502,4024,1034,77,,207,,1783,,2854,10,1209,74,625,146,19,,43,,624,,1067,11,554,51,447,105,23,,54,,750,,1285,9,637,56,363,83,32,,86,,797,,1419,5,614,60,354,95,5,,21,,207,,324,3,162,8,61,9,60,,140,,1166,,2237,6,1061,69,669,142,18,,35,,429,,702,2,320,15,216,39,19,,61,,611,,1280,6,671,56,458,108,114,,250,,2220,,2851,14,1074,76,531,115,2016,1,4577,,46793,17,76199,383,34196,2776,20650,5534
2020-06-10,281,,623,,8352,3,14439,69,6867,558,4389,1168,555,,1301,,12097,7,19001,88,8953,805,5562,1631,58,,67,,563,,550,6,204,10,105,27,53,,133,,1496,1,2071,15,861,88,502,150,150,,268,,2529,,4452,24,1885,158,971,303,149,,386,,3280,3,5079,24,2346,197,1382,383,415,1,923,,9973,3,16661,95,6800,503,4033,1034,77,,210,,1792,,2862,10,1212,75,625,146,20,,43,,628,,1070,11,555,51,447,105,23,,55,,750,,1285,9,637,56,364,83,32,,87,,798,,1421,5,615,60,356,95,5,,21,,207,,320,3,163,8,61,9,60,,140,,1167,,2239,6,1061,69,670,142,18,,35,,430,,702,2,320,15,216,39,19,,61,,612,,1282,6,674,56,460,108,120,,256,,2234,,2862,14,1077,77,531,115,2035,1,4609,,46908,17,76296,387,34230,2786,20674,5538
2020-06-11,280,,626,,8365,3,14454,68,6875,561,4393,1169,552,,1305,,12126,7,19020,88,8964,808,5560,1633,58,,68,,572,,554,6,206,10,107,27,53,,133,,1496,1,2074,15,861,88,503,150,151,,273,,2542,,4463,24,1892,159,974,306,153,,392,,3331,3,5109,24,2355,198,1383,385,420,1,931,,10025,3,16721,96,6813,504,4033,1037,77,,210,,1800,,2870,10,1213,75,625,146,20,,43,,629,,1070,11,556,51,448,105,23,,55,,750,,1286,9,638,56,364,83,36,,94,,801,,1429,5,623,61,369,95,5,,21,,208,,320,3,163,8,61,9,60,,140,,1169,,2240,6,1066,69,671,144,19,,37,,430,,705,2,320,15,217,39,19,,62,,614,,1290,6,677,57,468,108,124,,267,,2249,,2883,14,1080,79,533,115,2050,1,4657,,47107,17,76488,387,34302,2799,20709,5551
2020-06-12,282,,629,,8384,3,14471,68,6887,561,4395,1170,554,,1308,,12136,7,19039,88,8965,808,5563,1635,58,,69,,574,,558,6,207,11,107,28,57,,134,,1496,1,2077,15,862,88,503,150,151,,273,,2549,,4469,24,1894,159,975,306,154,,398,,3350,3,5132,24,2356,198,1383,385,420,1,939,,10046,4,16750,96,6821,504,4043,1038,77,,210,,1800,,2870,10,1213,75,625,146,20,,43,,629,,1072,11,557,52,448,105,24,,55,,750,,1287,9,639,56,364,83,32,,86,,796,,1418,5,616,61,358,95,5,,21,,208,,320,3,165,8,61,9,60,,140,,1169,,2238,6,1066,69,671,144,19,,37,,431,,708,2,320,15,217,39,20,,62,,615,,1294,6,680,57,472,108,128,,270,,2260,,2891,14,1082,79,534,115,2061,1,4674,,47193,18,76594,387,34330,2801,20719,5556
2020-06-13,282,,631,,8395,3,14484,68,6893,562,4397,1172,555,,1309,,12152,7,19055,88,8967,810,5565,1635,58,,70,,576,,558,6,209,11,110,28,57,,138,,1495,1,2079,15,862,89,503,150,151,,274,,2551,,4473,24,1895,161,975,306,157,,407,,3366,3,5145,27,2357,198,1386,385,422,1,948,,10078,4,16775,96,6828,504,4046,1038,78,,211,,1805,,2872,10,1214,75,626,146,20,,43,,629,,1072,11,557,52,449,105,24,,55,,749,,1287,9,640,57,364,84,33,,86,,806,,1425,5,617,61,359,97,5,,21,,209,,320,3,165,8,61,9,60,,140,,1168,,2240,6,1065,70,672,143,19,,38,,431,,709,2,320,15,217,39,20,,63,,616,,1298,7,684,58,473,109,135,,283,,2297,,2910,14,1088,79,539,115,2076,1,4717,,47323,18,76702,391,34361,2810,20742,5561
2020-06-14,282,,631,,8395,3,14484,68,6893,562,4397,1172,555,,1308,,12161,7,19055,88,8969,810,5569,1636,58,,70,,579,,563,6,209,12,110,28,57,,138,,1495,1,2079,15,862,89,503,150,151,,274,,2552,,4474,24,1896,161,975,306,159,,415,,3376,3,5156,28,2360,198,1404,385,427,1,955,,10116,4,16813,96,6831,504,4051,1040,78,,211,,1806,,2872,10,1215,75,626,146,20,,43,,630,,1073,11,557,52,449,105,24,,55,,749,,1288,9,640,57,364,85,33,,86,,806,,1425,5,617,61,359,97,5,,21,,209,,320,3,166,8,61,9,61,,140,,1168,,2240,6,1065,70,672,142,19,,43,,440,,715,2,322,16,217,39,21,,63,,619,,1303,7,686,58,477,109,138,,289,,2310,,2916,14,1089,79,540,115,2088,1,4742,,47411,18,76776,392,34377,2812,20774,5564
2020-06-15,282,,631,,8395,3,14484,68,6893,562,4397,1172,556,,1310,,12167,7,19060,88,8971,810,5569,1636,58,,70,,580,,563,6,211,14,110,28,57,,138,,1498,1,2081,15,862,89,503,150,151,,274,,2552,,4474,24,1896,161,975,306,163,,424,,3388,3,5166,28,2360,198,1404,385,431,1,963,,10141,4,16842,96,6835,504,4056,1041,78,,211,,1807,,2872,10,1215,75,626,146,20,,43,,630,,1073,11,557,52,449,105,24,,55,,749,,1288,9,640,57,364,85,34,,86,,808,,1425,5,617,61,359,97,5,,21,,209,,320,3,166,8,61,9,61,,140,,1168,,2240,6,1066,70,672,143,21,,43,,446,,718,2,322,16,217,39,21,,63,,619,,1304,7,686,58,478,109,139,,302,,2321,,2923,14,1094,79,543,115,2101,1,4774,,47478,18,76833,392,34391,2814,20783,5566
2020-06-16,282,,632,,8415,3,14515,68,6899,563,4399,1174,558,,1315,,12184,7,19078,89,8975,809,5571,1635,58,,70,,581,,563,6,211,14,110,28,57,,140,,1499,1,2081,15,862,89,503,150,156,,280,,2564,,4491,24,1900,164,979,307,166,,431,,3400,3,5178,28,2367,198,1404,385,434,1,967,,10183,4,16881,96,6847,505,4064,1042,78,,212,,1809,,2872,10,1217,75,626,146,20,,43,,630,,1073,11,558,52,449,105,24,,55,,749,,1288,9,640,57,365,85,35,,87,,809,,1426,5,618,61,359,97,5,,21,,210,,321,3,166,8,61,9,61,,140,,1169,,2241,6,1066,70,672,144,21,,43,,448,,719,2,323,16,217,39,21,,63,,620,,1306,7,686,58,479,109,144,,314,,2331,,2935,14,1097,79,547,115,2120,1,4813,,47601,18,76968,393,34432,2818,20805,5570
2020-06-17,282,,635,,8424,3,14526,68,6903,564,4400,1176,560,,1315,,12198,7,19084,89,8978,812,5566,1638,58,,71,,590,,566,6,212,15,110,28,58,,140,,1500,1,2082,15,861,90,503,151,156,,282,,2570,,4498,24,1901,164,978,308,167,,433,,3408,3,5183,28,2367,198,1406,386,445,1,976,,10233,4,16947,96,6859,505,4073,1049,77,,212,,1817,,2874,10,1218,76,626,147,20,,43,,630,,1073,11,558,52,449,105,24,,55,,750,,1288,9,640,58,364,85,38,,87,,815,,1441,5,624,61,357,97,5,,21,,210,,323,3,166,8,61,9,61,,140,,1169,,2241,6,1067,70,672,145,22,,43,,448,,721,2,324,16,217,39,21,,63,,621,,1314,8,688,60,481,110,145,,317,,2341,,2949,15,1103,79,547,115,2139,1,4833,,47724,18,77110,395,34469,2828,20810,5588
2020-06-18,282,,637,,8435,3,14548,68,6908,566,4401,1179,560,,1318,,12213,7,19097,90,8980,814,5571,1645,58,,71,,596,,570,6,213,15,111,28,58,,140,,1503,1,2082,15,862,91,504,152,158,,287,,2589,,4514,24,1908,165,983,309,173,,448,,3436,3,5213,28,2375,200,1414,387,449,1,987,,10306,4,17035,96,6877,507,4083,1050,78,,212,,1823,,2880,10,1223,76,626,148,20,,43,,628,,1073,11,558,52,451,105,24,,55,,750,,1288,9,640,58,364,85,38,,87,,816,,1443,5,624,61,357,97,5,,21,,211,,323,3,166,8,61,9,61,,141,,1171,,2247,6,1067,70,672,145,26,,47,,458,,729,2,325,16,217,39,21,,65,,621,,1312,8,686,60,484,109,149,,332,,2363,,2971,15,1108,80,552,115,2160,1,4891,,47919,18,77325,396,34520,2839,20851,5602
2020-06-19,282,,637,,8439,3,14556,68,6912,567,4403,1183,561,,1324,,12245,7,19110,90,8983,815,5568,1650,58,,71,,598,,574,6,213,15,112,28,58,,140,,1504,1,2083,15,862,91,504,152,158,,295,,2614,,4536,24,1914,165,985,310,175,,448,,3443,3,5228,28,2378,200,1421,387,457,1,998,,10420,4,17246,96,6908,508,4087,1051,78,,212,,1827,,2881,10,1225,76,628,148,21,,43,,628,,1073,11,558,52,451,105,24,,55,,751,,1290,9,643,58,367,85,38,,89,,820,,1446,5,624,61,357,97,5,,21,,211,,327,3,166,8,61,9,61,,156,,1175,,2251,6,1067,70,672,145,26,,53,,460,,736,2,326,16,217,39,21,,65,,624,,1316,8,694,60,485,110,166,,357,,2416,,3002,15,1109,80,553,116,2189,1,4964,,48175,18,77655,396,34582,2842,20871,5615
2020-06-20,283,,646,,8449,3,14569,68,6915,568,4406,1185,561,,1328,,12254,7,19118,91,8987,816,5571,1652,58,,71,,598,,578,6,218,15,113,28,55,,140,,1506,1,2087,15,862,91,505,152,161,,306,,2629,,4550,24,1919,165,990,311,175,,449,,3461,3,5241,28,2381,200,1425,387,466,1,1013,,10494,4,17321,96,6923,510,4092,1052,78,,215,,1832,,2889,10,1228,76,628,148,20,,43,,628,,1073,11,559,52,453,105,24,,55,,751,,1291,9,643,58,368,85,38,,89,,822,,1451,5,626,61,357,97,5,,21,,211,,327,3,166,8,61,9,63,,158,,1188,,2260,6,1067,70,672,145,33,,62,,465,,736,2,326,16,217,39,21,,65,,625,,1319,8,695,60,485,110,183,,365,,2458,,3044,15,1118,80,564,116,2224,1,5026,,48371,18,77854,397,34633,2846,20907,5621
2020-06-21,283,,646,,8449,3,14569,68,6915,568,4406,1185,563,,1328,,12268,7,19121,91,8984,816,5571,1651,58,,74,,601,,581,6,218,15,113,28,54,,140,,1508,1,2089,15,862,91,505,152,161,,312,,2634,,4557,24,1920,165,990,311,175,,449,,3461,3,5241,28,2381,200,1425,387,473,1,1025,,10693,4,17621,96,6951,510,4094,1052,78,,215,,1832,,2893,10,1228,76,628,148,20,,43,,628,,1073,11,561,52,453,105,24,,55,,752,,1291,9,643,58,368,85,38,,89,,823,,1455,5,626,61,357,97,5,,21,,212,,327,3,166,8,61,9,63,,158,,1188,,2260,6,1067,70,672,145,33,,62,,467,,737,2,326,16,217,39,21,,65,,625,,1320,8,696,60,487,110,184,,381,,2488,,3062,15,1123,80,565,116,2233,1,5063,,48629,18,78197,397,34667,2846,20912,5620
2020-06-22,283,,646,,8449,3,14569,68,6915,568,4406,1185,566,,1330,,12279,7,19127,91,8986,818,5571,1651,60,,74,,601,,582,6,218,15,113,28,54,,140,,1510,1,2091,15,865,91,505,152,161,,312,,2636,,4558,24,1920,166,990,311,184,,487,,3523,3,5273,28,2384,200,1425,387,474,1,1036,,10796,4,17788,96,6959,510,4100,1052,78,,217,,1836,,2897,10,1228,76,628,148,20,,43,,628,,1073,11,561,52,453,105,25,,55,,752,,1292,9,643,58,368,85,38,,90,,826,,1457,5,626,61,357,97,5,,21,,212,,327,3,166,8,61,9,63,,158,,1188,,2260,6,1067,70,672,145,33,,62,,468,,738,2,326,16,217,39,24,,65,,625,,1323,8,697,60,487,110,188,,393,,2497,,3065,15,1124,80,565,116,2256,1,5129,,48826,18,78420,397,34685,2849,20918,5620
2020-06-23,288,,660,,8476,3,14600,68,6925,568,4412,1187,569,,1332,,12290,7,19134,92,8990,820,5572,1652,61,,75,,605,,582,6,218,15,113,28,54,,140,,1510,1,2091,15,865,91,505,152,166,,319,,2647,,4564,24,1925,166,991,311,187,,496,,3534,3,5279,28,2386,201,1425,387,480,1,1050,,10853,4,17897,96,6972,512,4107,1052,78,,217,,1836,,2898,10,1229,76,628,148,20,,43,,628,,1073,11,561,52,453,105,25,,55,,752,,1292,9,643,58,368,85,38,,90,,830,,1464,5,627,61,358,98,5,,21,,212,,327,3,166,8,61,9,63,,158,,1188,,2260,6,1067,70,672,145,33,,64,,470,,741,2,326,16,217,39,24,,65,,627,,1324,8,699,60,490,110,194,,409,,2519,,3097,15,1131,80,565,116,2285,1,5194,,48977,18,78623,398,34730,2854,20937,5624
2020-06-24,289,,664,,8488,3,14613,68,6935,568,4416,1187,568,,1345,,12316,7,19175,92,9006,820,5577,1659,61,,75,,604,,582,6,218,15,113,28,54,,140,,1510,1,2095,15,866,91,505,152,169,,323,,2658,,4576,24,1926,167,992,312,188,,498,,3540,3,5284,29,2387,201,1425,389,482,1,1058,,10939,4,18028,97,7001,512,4110,1054,78,,218,,1837,,2898,10,1230,76,629,149,20,,43,,635,,1080,11,567,52,456,106,25,,55,,753,,1292,9,643,58,368,85,39,,90,,832,,1466,5,628,61,358,98,5,,21,,213,,328,3,166,8,61,9,63,,164,,1193,,2272,6,1072,70,672,146,35,,64,,472,,742,2,326,17,217,39,24,,65,,627,,1325,8,699,60,491,110,196,,418,,2541,,3121,15,1132,80,566,116,2296,1,5241,,49158,18,78877,400,34802,2856,20956,5639
2020-06-25,292,,666,,8492,3,14633,68,6938,569,4421,1187,567,,1347,,12348,7,19226,92,9036,822,5589,1662,61,,75,,604,,582,6,218,15,113,28,54,,140,,1510,1,2095,15,866,91,505,152,169,,326,,2667,,4586,26,1926,167,991,312,188,,505,,3554,3,5307,30,2392,201,1426,389,488,1,1075,,11049,5,18184,97,7017,512,4116,1054,78,,221,,1842,,2902,10,1231,76,630,149,20,,43,,635,,1079,11,568,52,456,106,25,,55,,754,,1295,9,643,58,368,85,39,,90,,838,,1472,5,631,62,358,98,5,,21,,214,,329,3,166,8,61,9,63,,164,,1193,,2274,6,1072,71,672,146,35,,64,,473,,743,2,326,17,217,39,24,,65,,624,,1323,8,698,60,491,110,204,,418,,2553,,3141,15,1136,81,568,116,2312,1,5275,,49350,19,79171,403,34864,2862,20982,5642
