date,AK-pt,AK-dt,AL-pt,AL-dt,AR-pt,AR-dt,AS-pt,AS-dt,AZ-pt,AZ-dt,CA-pt,CA-dt,CO-pt,CO-dt,CT-pt,CT-dt,DC-pt,DC-dt,DE-pt,DE-dt,FL-pt,FL-dt,GA-pt,GA-dt,GU-pt,GU-dt,HI-pt,HI-dt,IA-pt,IA-dt,ID-pt,ID-dt,IL-pt,IL-dt,IN-pt,IN-dt,KS-pt,KS-dt,KY-pt,KY-dt,LA-pt,LA-dt,MA-pt,MA-dt,MD-pt,MD-dt,ME-pt,ME-dt,MI-pt,MI-dt,MN-pt,MN-dt,MO-pt,MO-dt,MP-pt,MP-dt,MS-pt,MS-dt,MT-pt,MT-dt,NC-pt,NC-dt,ND-pt,ND-dt,NE-pt,NE-dt,NH-pt,NH-dt,NJ-pt,NJ-dt,NM-pt,NM-dt,NV-pt,NV-dt,NY-pt,NY-dt,OH-pt,OH-dt,OK-pt,OK-dt,OR-pt,OR-dt,PA-pt,PA-dt,PR-pt,PR-dt,RI-pt,RI-dt,SC-pt,SC-dt,SD-pt,SD-dt,TN-pt,TN-dt,TX-pt,TX-dt,UT-pt,UT-dt,VA-pt,VA-dt,VI-pt,VI-dt,VT-pt,VT-dt,WA-pt,WA-dt,WI-pt,WI-dt,WV-pt,WV-dt,WY-pt,WY-dt
2020-03-01,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,1,0,35,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,1,0,51,1,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,21,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,70,11,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,2,0,59,1,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,28,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,2,0,24,0,0,1,0,0,3,0,2,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,78,13,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,4,0,81,1,8,0,0,0,0,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,72,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,4,0,0,0,2,0,76,0,0,1,1,0,6,0,2,0,0,0,3,0,2,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,102,16,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,4,0,95,1,8,0,0,0,0,0,0,0,10,2,5,0,0,0,1,0,0,0,0,0,7,0,2,0,1,0,1,0,0,0,91,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,5,0,0,0,4,0,105,0,0,1,1,0,14,0,6,0,0,0,3,0,2,0,0,0,3,0,11,0,1,0,2,0,0,0,1,0,122,18,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,4,0,101,2,12,0,0,0,0,0,0,0,13,2,10,0,0,0,1,0,3,0,0,0,7,0,3,0,1,0,4,0,0,0,96,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,0,0,0,3,0,4,0,5,0,0,0,4,0,138,0,0,1,1,0,14,0,7,0,0,0,3,0,3,0,0,0,3,0,13,0,1,0,2,0,0,0,1,0,122,19,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,6,0,144,2,17,0,1,0,0,0,0,0,15,2,17,0,0,0,3,0,8,0,0,0,12,0,6,0,1,0,5,0,0,0,110,0,8,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,0,0,0,3,0,4,0,15,1,0,0,4,0,152,0,3,1,2,0,14,0,12,0,0,0,3,0,7,0,0,0,3,0,16,0,2,0,8,0,0,0,1,0,167,23,3,0,0,0,0,0
2020-03-11,0,0,3,0,0,0,0,0,9,0,178,4,34,0,3,0,0,0,1,0,24,2,23,0,0,0,2,0,13,0,0,0,25,0,11,0,1,0,8,0,5,0,132,0,9,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,9,0,0,0,5,0,5,0,23,1,3,0,7,0,216,1,4,1,2,0,19,0,16,0,0,0,5,0,10,0,8,1,9,0,21,0,3,0,9,0,0,0,1,0,282,24,4,0,0,0,0,0
2020-03-12,0,0,4,0,0,0,0,0,9,0,221,4,49,1,5,0,0,0,1,0,30,2,31,1,0,0,2,0,14,0,0,0,32,0,13,0,4,0,10,0,19,0,161,0,12,0,1,0,3,1,9,0,2,0,0,0,1,0,0,0,17,0,1,0,10,0,6,0,29,1,5,0,10,0,296,1,5,1,3,0,24,0,22,0,0,0,3,0,7,0,7,1,18,0,27,0,3,0,12,0,0,0,2,0,442,31,8,0,0,0,1,0
2020-03-13,1,0,8,0,9,0,0,0,9,0,281,4,78,2,11,0,0,0,4,0,50,2,42,1,0,0,2,0,17,0,1,0,46,0,13,0,6,1,14,0,29,0,222,0,18,0,3,0,24,1,14,0,6,0,0,0,6,0,1,0,22,0,1,0,14,0,6,0,49,1,10,0,18,0,379,1,12,1,3,0,30,0,41,0,0,0,12,0,8,0,8,1,26,0,44,0,9,0,27,0,0,0,2,0,568,37,19,0,0,0,1,0
2020-03-14,1,0,15,0,12,0,0,0,12,0,372,4,103,2,23,0,0,0,6,0,76,2,73,1,0,0,4,0,17,0,2,0,64,0,16,0,8,1,16,0,77,1,295,0,27,0,3,0,36,1,21,0,7,0,0,0,6,0,5,0,32,0,1,0,18,0,7,0,69,1,13,0,20,0,557,5,26,1,4,0,36,0,47,0,0,0,20,0,19,0,8,1,32,0,60,0,10,0,37,1,0,0,5,0,642,39,27,0,0,0,2,0
2020-03-15,1,0,28,0,3,0,0,0,12,0,373,5,136,2,24,0,0,0,6,0,100,3,99,1,0,0,6,0,18,0,4,0,66,0,20,0,8,1,18,0,87,2,363,0,24,0,2,0,45,1,21,0,8,0,0,0,6,0,6,0,33,0,1,0,17,0,7,0,72,2,13,0,20,0,633,10,30,1,4,0,36,1,47,0,0,0,20,0,19,0,8,1,32,0,64,0,18,0,37,1,0,0,5,0,603,40,28,0,0,0,2,0
2020-03-16,1,0,36,0,3,0,0,0,18,0,557,7,161,2,41,0,22,0,8,0,101,3,121,1,3,0,8,0,23,0,4,0,83,0,25,1,11,1,21,1,115,3,512,0,42,0,17,0,76,1,53,0,13,0,0,0,12,0,6,0,39,0,1,0,18,0,17,0,176,2,21,0,45,1,961,21,50,1,10,0,39,1,79,0,5,0,21,0,30,1,10,1,52,0,85,0,28,0,49,2,1,0,12,0,779,48,48,0,0,0,2,0
2020-03-17,4,0,51,0,3,0,0,0,20,0,700,12,183,3,68,0,22,0,16,0,190,5,146,1,3,0,10,0,23,0,8,0,161,1,30,3,18,1,26,1,196,4,760,0,60,0,26,0,90,1,59,0,22,0,0,0,21,0,8,0,62,0,3,0,23,0,26,0,250,4,23,0,55,1,1407,35,67,3,17,0,66,1,112,0,5,0,23,0,47,1,11,1,74,0,111,2,39,0,67,2,2,0,12,0,955,55,73,0,0,0,11,0
2020-03-18,9,0,61,0,4,0,0,0,27,0,831,16,216,3,96,1,31,0,19,0,306,7,197,3,5,0,15,0,38,0,9,0,272,1,38,4,22,1,28,1,257,6,1019,0,85,0,35,0,159,2,77,0,35,1,0,0,34,0,10,0,104,0,6,0,24,0,37,0,397,7,28,0,55,1,2507,60,89,4,17,0,75,3,155,1,5,0,33,0,60,1,11,1,100,0,197,5,47,0,79,2,2,0,13,0,1022,67,111,0,1,0,16,0
2020-03-19,12,0,88,0,62,0,0,0,45,0,1009,20,278,5,159,3,40,0,30,0,432,9,287,10,12,0,25,0,44,0,23,0,422,4,60,4,35,1,50,2,392,10,1297,0,107,1,52,0,314,2,89,0,58,1,0,0,50,1,11,0,152,0,19,0,29,0,42,0,741,13,35,0,95,1,4221,88,119,4,44,1,88,3,206,1,5,0,44,1,80,1,14,1,154,0,306,5,62,0,103,2,3,0,22,2,1374,73,159,3,2,0,18,0
2020-03-20,15,0,115,0,100,0,0,0,68,0,1243,24,364,5,194,4,71,1,39,0,564,11,485,14,14,0,36,0,45,0,36,0,585,5,86,8,48,1,64,2,537,14,1684,1,149,2,56,0,471,3,113,0,103,3,0,0,80,1,20,0,208,0,26,0,37,0,53,0,890,16,42,0,161,2,7660,143,173,9,49,1,114,3,311,1,14,0,54,1,126,3,14,1,223,1,429,7,95,0,123,2,3,0,29,2,1524,83,219,4,8,0,21,0
2020-03-21,16,0,149,0,122,0,0,0,104,1,1412,27,475,6,194,4,98,0,45,0,763,13,555,20,15,0,36,0,69,0,42,0,753,6,128,13,57,2,87,3,763,20,2006,1,193,2,70,0,625,6,134,1,118,3,0,0,140,1,27,0,287,0,28,0,38,0,61,0,1327,22,55,0,161,2,10410,195,247,9,53,1,137,4,399,2,21,1,66,1,174,3,14,1,304,1,582,8,118,0,157,3,6,0,49,2,1793,94,282,4,12,0,23,0
2020-03-22,26,0,180,0,165,0,0,0,152,2,1651,36,595,7,327,8,102,2,56,0,1004,13,621,25,27,1,53,0,90,0,42,0,1049,9,204,18,65,2,103,3,837,20,2292,5,244,3,89,0,1131,12,167,1,165,3,0,0,207,1,34,0,325,0,28,0,51,0,73,0,1914,29,57,0,190,2,15191,249,356,12,67,2,161,5,509,4,23,1,83,1,196,3,21,1,393,2,643,10,162,1,220,6,6,0,52,2,1997,97,381,4,16,0,26,0
2020-03-23,39,0,224,0,192,0,0,0,235,2,2113,42,723,7,415,10,120,2,68,0,1227,18,772,25,29,1,56,0,105,0,68,0,1285,12,270,23,84,2,123,4,1172,35,2900,9,290,3,107,0,1454,18,234,1,275,4,0,0,249,1,34,0,423,0,30,0,51,0,101,1,2844,40,83,0,245,4,20884,351,443,16,81,2,191,5,698,6,31,2,106,1,298,5,28,1,614,2,764,11,257,1,254,6,7,0,75,5,2221,109,425,4,16,0,26,0
2020-03-24,43,0,298,0,219,2,0,0,326,5,2542,51,912,11,618,12,141,2,104,0,1412,18,1026,32,32,1,90,1,124,0,81,0,1537,16,368,28,100,2,162,4,1388,46,3618,11,349,4,118,0,1942,31,261,1,348,8,0,0,320,1,51,0,544,0,36,0,66,0,101,1,3675,60,100,0,278,4,25681,475,567,20,106,3,210,8,946,8,39,2,124,1,342,5,30,1,772,2,968,16,298,1,293,9,17,0,95,7,2328,116,481,6,22,0,29,0
2020-03-25,50,1,472,1,280,2,0,0,401,6,3009,69,1087,20,875,19,187,2,119,0,1682,23,1247,40,37,1,91,0,146,1,91,0,1865,19,477,34,134,3,197,5,1795,65,4366,15,425,4,142,0,2468,51,286,1,446,9,0,0,377,3,65,0,661,2,45,0,71,0,108,1,4402,81,113,1,323,6,30841,632,704,26,164,5,266,10,1260,15,51,2,132,1,424,7,41,1,916,3,1248,20,340,1,396,9,17,0,125,8,2591,133,621,10,39,0,44,0
2020-03-26,64,1,574,1,335,2,0,0,508,8,3910,82,1430,19,1012,21,231,3,130,0,2357,29,1525,48,45,1,95,0,179,1,146,3,2538,26,645,43,172,3,247,5,2304,83,5301,25,583,4,155,0,3032,71,344,2,657,9,0,0,485,6,90,0,791,3,51,0,74,0,137,1,6876,109,113,1,420,10,37397,867,868,32,248,7,316,11,1795,18,64,2,165,1,424,9,46,1,1097,3,1563,26,396,1,466,10,17,0,158,9,3207,150,728,17,52,0,53,0
2020-03-27,75,1,684,4,381,3,0,0,665,13,4679,99,1738,31,1291,27,271,3,163,1,2900,35,2000,64,51,1,106,0,235,3,205,3,3024,34,979,46,206,4,301,7,2744,119,6242,35,775,5,168,1,3848,107,396,4,834,9,0,0,579,8,109,1,963,4,68,1,82,0,158,1,8825,141,136,1,536,10,44701,1132,1137,40,322,8,416,12,2345,22,79,3,203,3,542,13,58,1,1318,6,1937,38,472,1,607,10,19,0,184,10,3477,157,926,19,76,0,70,0
2020-03-28,92,2,801,4,409,5,0,0,773,15,5110,147,2061,44,1524,33,304,4,214,0,3763,54,2366,69,55,1,149,0,298,3,234,4,3491,47,1233,58,266,5,380,9,3315,137,6899,44,995,5,211,1,4890,130,441,5,977,13,0,0,663,13,129,1,1105,5,94,1,96,2,187,2,11124,192,208,1,626,10,52400,1484,1406,51,377,15,479,13,2845,34,100,3,239,4,660,15,68,1,1511,7,2455,45,602,1,740,13,22,0,211,12,4030,188,1055,22,96,0,82,0
2020-03-29,111,2,880,10,426,6,0,0,919,17,5863,129,2308,47,1993,34,342,5,232,0,4246,56,2651,80,56,1,149,0,336,4,281,5,4596,66,1513,76,330,7,438,9,3540,151,7422,48,1239,10,253,3,5753,157,503,9,1067,16,0,0,759,14,154,1,1234,7,98,1,108,2,214,2,13386,219,237,2,920,15,59648,1866,1653,70,429,16,548,13,3432,41,127,3,294,6,774,16,90,1,1720,8,2792,54,720,2,890,20,23,0,235,12,4465,198,1164,29,113,0,86,0
2020-03-30,119,3,1001,10,473,7,0,0,1157,20,7155,149,2627,51,2571,36,401,9,264,0,5473,63,2808,87,58,1,175,0,424,6,340,6,5056,73,1786,91,372,8,479,11,4025,185,8660,56,1413,15,275,3,6803,213,576,10,1415,16,0,0,847,16,171,5,1426,7,109,2,145,2,314,3,16636,268,237,2,1012,15,66663,2278,1933,83,481,16,606,16,4155,50,174,6,408,9,925,18,101,1,1917,14,3173,65,798,4,1020,15,30,0,256,12,4923,205,1230,35,145,1,94,0
2020-03-31,129,3,1063,23,523,8,0,0,1289,25,8233,173,2966,69,3128,69,495,9,319,3,6741,85,3929,111,69,2,204,0,497,7,515,8,5994,99,2158,112,434,9,628,11,5237,239,9924,89,1660,18,303,5,7951,292,629,12,1674,19,2,0,937,20,198,5,1578,12,122,3,172,3,357,3,18696,366,315,4,1114,26,75853,2767,2199,91,568,23,690,18,4963,63,239,8,488,11,1083,22,108,1,2391,23,3809,76,888,5,1249,27,30,0,293,13,5432,225,1412,43,162,1,109,0
2020-04-01,142,3,1175,27,584,10,0,0,1413,32,9431,200,3342,79,3557,85,586,9,368,13,6956,87,4638,139,77,3,224,1,547,9,566,9,6980,141,2564,134,485,10,632,18,6424,273,11263,122,1986,31,303,5,9717,370,689,17,1924,24,6,1,1073,22,208,6,1855,14,142,3,210,4,367,3,22255,476,327,5,1279,31,90377,3393,2547,108,721,30,736,19,6036,74,286,11,566,12,1293,26,129,2,2933,24,4309,99,888,5,1483,34,30,0,321,16,5608,310,1556,54,191,1,130,0
2020-04-02,150,3,1371,32,643,12,0,0,1596,35,10809,241,3728,97,3824,112,653,12,393,16,9008,164,5348,163,82,3,256,1,614,11,776,9,7695,163,3038,156,553,13,770,31,9149,310,12542,154,2331,36,376,7,11230,453,742,18,2140,32,6,1,1177,26,241,6,2093,21,159,3,246,5,479,3,25590,681,373,6,1463,38,100780,4120,2901,126,881,34,826,21,7285,91,316,12,645,16,1554,31,165,2,3013,36,4984,112,1086,7,1706,41,30,0,338,17,6389,340,1748,67,216,2,150,0
2020-04-03,161,3,1606,38,704,12,0,0,1769,44,12044,267,4173,111,4914,131,757,15,450,17,10268,170,5831,184,84,4,319,3,699,11,891,9,8904,210,3437,188,629,18,770,34,10297,370,14028,192,2758,43,432,9,13221,518,788,22,2277,45,8,1,1358,29,243,5,2380,27,173,3,279,6,479,5,29895,817,490,10,1514,43,111455,4857,3312,148,990,38,899,22,8599,104,316,15,711,19,1700,34,187,2,3067,41,5755,134,1248,7,2012,46,37,0,389,17,6846,369,2012,86,237,2,162,0
2020-04-04,172,5,1727,44,743,14,0,0,2019,52,12839,287,4565,126,5276,165,902,21,593,17,11537,195,6160,201,93,4,351,3,787,14,1022,10,10357,244,3953,213,698,18,917,40,12496,409,15191,216,3125,54,456,10,14735,585,865,24,2629,51,8,1,1455,35,265,6,2635,34,186,3,321,6,540,7,34124,1059,506,11,1742,46,121705,5688,3739,167,1161,42,899,22,10469,142,452,18,806,28,1917,40,212,2,3322,50,6596,153,1428,8,2407,52,40,0,461,20,7247,398,2030,102,282,2,187,0
2020-04-05,187,6,1905,45,837,16,0,0,2269,64,15035,351,4950,140,5675,189,1002,22,673,19,12350,221,6647,211,112,4,371,4,869,18,1078,10,11259,274,4411,247,751,21,955,45,13010,477,16172,231,3617,67,470,10,16268,675,935,29,2718,64,8,1,1638,43,286,6,2891,38,207,3,364,8,621,9,37505,1185,624,12,1855,46,132700,6612,4043,190,1254,46,1068,27,11632,157,475,20,922,30,2049,44,240,2,3633,53,7243,186,1601,8,2640,52,42,1,512,22,7825,426,2320,106,324,3,197,0
2020-04-06,193,6,2079,49,875,16,0,0,2460,65,16041,384,5183,150,6906,206,1097,24,783,24,13324,236,7314,229,113,4,387,5,946,25,1101,10,12262,307,4956,272,849,24,955,45,14867,512,18103,260,4045,91,499,10,17820,793,986,30,3147,72,8,1,1738,51,299,6,3153,45,225,3,417,9,715,9,41090,1337,686,12,1953,46,142561,7637,4453,210,1329,51,1068,27,13167,186,513,21,1082,37,2232,48,288,4,3802,65,8108,206,1678,13,2878,66,43,1,543,23,8311,450,2449,116,345,4,210,0
2020-04-07,215,6,2308,64,946,18,0,0,2575,73,17369,431,5429,179,7781,277,1211,22,928,28,14545,283,8822,329,121,4,410,5,1046,25,1170,13,13553,380,5510,309,912,34,1149,65,16284,582,20127,356,4371,103,519,12,19644,917,1069,34,3443,92,8,2,1915,60,319,6,3453,53,237,4,447,10,715,9,44416,1633,794,13,2124,72,149974,8908,4782,227,1474,67,1132,29,14903,253,573,23,1229,42,2417,51,320,6,4139,72,8996,218,1739,13,3335,66,43,1,575,23,8692,474,2578,123,412,4,216,0
2020-04-08,228,7,2614,66,1000,18,0,0,2726,89,18934,497,5655,193,7781,326,1440,27,1116,32,15456,309,9901,362,121,4,410,5,1145,27,1210,15,15078,462,5943,338,1046,38,1149,65,17030,652,21990,433,5529,124,537,14,21076,1037,1154,39,3625,107,11,2,2003,67,332,6,3700,66,251,4,519,12,747,13,47437,1974,821,13,2259,72,160185,9851,5148,260,1526,79,1181,33,16701,325,620,24,1450,52,2417,51,393,6,4363,80,9858,244,1848,13,3645,66,45,1,605,23,9276,489,2710,140,483,4,221,0
2020-04-09,238,7,2954,70,1119,21,0,0,3018,98,19745,551,6202,226,9784,380,1523,32,1209,34,16364,354,10566,379,128,4,442,6,1270,29,1232,18,16422,528,6351,374,1116,34,1341,73,18283,702,23977,503,6185,138,560,16,22297,1164,1240,50,3852,123,11,2,2260,76,354,6,3993,76,269,5,568,14,819,21,51027,2250,865,16,2456,81,172256,10903,5512,285,1686,80,1321,44,18376,358,683,33,1727,59,2793,67,447,6,4634,94,11276,269,1856,13,4042,109,45,1,628,23,9639,507,2886,154,514,5,230,0
2020-04-10,249,7,3112,80,1171,21,0,0,3112,106,21120,590,6513,250,10538,448,1660,38,1326,36,17531,390,11485,416,130,4,442,6,1388,31,1354,24,17887,597,6907,399,1117,50,1693,90,19253,755,26037,599,6968,171,586,17,23279,1371,1336,57,4249,133,11,2,2469,82,365,6,4230,83,278,6,635,15,819,21,54588,2529,1081,17,2722,90,183729,11815,5878,305,1794,88,1322,44,20116,434,725,39,1727,70,3067,72,536,6,4891,98,12227,295,2103,17,4509,121,50,1,679,24,10119,524,3068,164,574,5,239,0
2020-04-11,261,8,3346,92,1228,25,0,0,3393,117,21720,609,6893,274,11510,494,1778,47,1479,44,18494,438,12159,429,133,5,465,8,1510,34,1396,25,19180,677,7435,419,1275,52,1693,90,20014,806,27338,686,7694,206,616,19,24500,1487,1427,64,4456,145,11,2,2642,93,377,6,4535,89,293,7,699,17,885,22,58151,2854,1091,19,2702,102,192262,12751,6250,331,1868,94,1371,48,21765,517,788,42,2349,82,3211,80,626,6,5132,106,13145,326,2207,18,5077,130,51,1,711,25,10434,547,3213,177,577,5,261,0
2020-04-12,276,8,3667,93,1280,27,0,0,3542,125,22810,645,7307,289,12035,554,1875,50,1625,49,19895,461,12452,433,133,5,499,9,1587,41,1407,27,20852,720,7928,448,1344,63,1963,97,20595,840,28271,756,8225,236,633,19,25183,1592,1621,70,4564,157,11,2,2781,96,387,6,4839,89,308,7,791,17,929,23,61850,3096,1245,26,2836,112,200635,13707,6604,362,1970,96,1527,52,22983,572,897,44,2665,91,3320,82,730,6,5508,106,13780,348,2303,18,5274,141,51,1,727,27,10609,562,3341,183,593,6,270,0
2020-04-13,281,8,3870,99,1410,29,0,0,3705,132,23959,711,7696,306,13381,602,1955,52,1758,54,21019,499,13315,465,133,5,504,9,1710,41,1426,27,22025,798,8359,483,1390,61,2018,113,21016,884,30294,844,8936,262,698,19,26622,1724,1621,70,4759,167,11,2,2942,98,394,7,5024,94,331,8,814,17,985,23,64584,3263,1262,26,2990,114,208488,14696,6975,398,2069,99,1584,53,24336,610,903,45,2665,100,3391,82,868,6,5610,109,14328,383,2363,13,5747,149,51,1,748,28,10635,582,3428,195,611,8,275,1
2020-04-14,289,9,4041,114,1498,32,0,0,3809,143,25460,776,7950,327,13989,671,2058,67,1926,61,21628,571,14578,525,133,5,511,9,1899,49,1464,33,23248,868,8527,529,1441,77,2048,106,21518,1013,33173,844,9472,302,735,20,28042,1899,1695,79,4932,185,11,2,3087,111,399,7,5195,112,341,8,897,20,922,25,68824,3678,1345,31,3134,126,215959,15577,7285,433,2184,108,1633,55,25502,716,923,45,3251,108,3553,97,988,6,5827,124,15088,409,2417,18,6182,154,51,1,752,29,10799,599,3555,204,640,9,282,1
2020-04-15,297,9,4307,118,1569,33,0,0,3964,155,26719,872,8280,354,14755,868,2197,72,2014,68,22511,596,14987,552,135,5,524,9,1995,53,1473,39,24593,949,8960,567,1504,73,2210,115,21951,1103,35778,1108,10032,311,770,24,29144,2056,1809,87,5070,202,13,2,3360,122,404,7,5484,130,365,9,901,20,1139,32,71030,4088,1484,36,3211,131,222617,16346,7794,469,2263,123,1663,58,26792,803,974,51,3251,125,3656,106,1168,6,5827,124,16044,453,2548,20,6500,195,51,1,759,29,10942,609,3721,214,702,10,287,1
2020-04-16,305,9,4465,133,1620,37,0,0,4237,164,27687,963,8675,372,15884,971,2350,81,2070,71,23343,668,15669,587,135,5,530,9,2141,60,1587,41,25734,1072,9542,601,1615,80,2435,129,22532,1156,38170,1108,10784,319,796,27,29966,2136,1809,87,5376,216,13,2,3624,129,415,7,5877,150,393,9,952,21,1139,32,75317,4510,1484,36,3214,137,230506,17137,8414,503,2357,131,1736,64,28284,877,1043,56,3529,139,3931,111,1311,7,6166,136,16985,489,2683,20,6889,208,51,1,774,33,11057,630,3875,225,728,12,296,2
2020-04-17,314,9,4557,148,1695,37,0,0,4511,183,29470,1045,9047,389,16809,1036,2476,86,2317,77,24759,725,17194,650,136,5,541,9,2332,64,1609,41,27578,1132,10154,637,1730,84,2522,137,23118,1213,41168,1245,11572,334,827,29,31225,2375,2070,111,5596,229,13,2,3793,140,422,8,6171,177,393,9,1066,24,1287,37,78467,4881,1597,44,3524,142,237492,17614,9107,551,2465,136,1785,70,29950,960,1068,58,4177,160,4099,116,1411,7,6263,141,17925,531,2793,23,7491,231,51,2,779,35,11517,649,4053,233,775,16,305,2
2020-04-18,319,9,4788,153,1744,38,0,0,4724,180,30805,1145,9440,411,17550,1086,2666,91,2538,87,25492,748,17669,673,136,5,574,9,2513,74,1655,43,29160,1259,10641,665,1821,86,2707,144,23580,1267,42657,1404,12326,421,847,32,32031,2460,2209,121,5784,236,14,2,3974,152,426,10,6524,187,528,9,1249,24,1342,38,81420,5169,1798,53,3626,151,244369,18138,10222,586,2465,136,1844,72,31689,1081,1118,60,4491,175,4248,119,1542,7,6589,142,18724,554,2917,25,8053,258,53,3,803,38,11776,666,4199,249,785,16,309,2
2020-04-19,324,9,4978,157,1781,39,0,0,4933,184,31660,1185,9730,420,17962,1127,2793,96,2538,91,26314,774,18301,687,136,5,580,10,2902,75,1668,44,30357,1290,11211,702,1905,93,2960,146,23928,1296,43750,1706,12847,461,867,34,32688,2551,2356,134,5920,242,14,2,4274,159,433,10,6818,200,585,9,1474,28,1390,38,85301,5505,1845,55,3728,158,251013,18672,11602,617,2567,140,1910,74,32905,1320,1213,62,4706,186,4377,120,1635,7,7070,148,19282,577,3069,27,8542,277,53,3,813,38,11978,690,4346,258,890,18,313,2
2020-04-20,326,9,5163,163,1973,41,0,0,5068,191,33946,1224,10112,447,19815,1331,2927,105,2745,101,27059,822,19407,775,136,5,584,10,3159,79,1672,45,31513,1349,11688,740,2048,102,3050,154,24523,1328,46442,1706,13684,582,875,35,33324,2637,2470,143,6083,263,14,2,4512,169,433,10,7033,218,627,9,1648,33,1447,42,88722,5678,1971,58,3830,159,257399,19657,12919,659,2680,143,1957,75,33909,1397,1252,63,5090,196,4446,123,1685,7,7238,152,19847,598,3213,28,8990,300,53,3,816,38,12114,709,4499,262,902,24,317,2
2020-04-21,334,9,5404,183,1990,42,0,0,5256,208,35793,1289,10473,483,20360,1423,3098,112,2931,106,27869,867,19881,798,136,5,586,10,3641,83,1736,48,33059,1468,12097,790,2164,109,3204,171,24854,1405,48637,1961,14193,652,888,36,34048,2746,2567,160,6312,281,14,2,4716,183,437,12,7331,245,644,13,1685,33,1490,42,92387,5974,1971,58,3937,163,262032,20274,13725,696,2807,164,2004,78,35253,1651,1298,64,5500,214,4439,124,1755,8,7394,157,20785,638,3297,32,9630,324,53,3,818,40,12392,725,4625,269,908,26,443,2
