date,AK-xt,AK-yt,AL-xt,AL-yt,AR-xt,AR-yt,AS-xt,AS-yt,AZ-xt,AZ-yt,CA-xt,CA-yt,CO-xt,CO-yt,CT-xt,CT-yt,DC-xt,DC-yt,DE-xt,DE-yt,FL-xt,FL-yt,GA-xt,GA-yt,GU-xt,GU-yt,HI-xt,HI-yt,IA-xt,IA-yt,ID-xt,ID-yt,IL-xt,IL-yt,IN-xt,IN-yt,KS-xt,KS-yt,KY-xt,KY-yt,LA-xt,LA-yt,MA-xt,MA-yt,MD-xt,MD-yt,ME-xt,ME-yt,MI-xt,MI-yt,MN-xt,MN-yt,MO-xt,MO-yt,MP-xt,MP-yt,MS-xt,MS-yt,MT-xt,MT-yt,NC-xt,NC-yt,ND-xt,ND-yt,NE-xt,NE-yt,NH-xt,NH-yt,NJ-xt,NJ-yt,NM-xt,NM-yt,NV-xt,NV-yt,NY-xt,NY-yt,OH-xt,OH-yt,OK-xt,OK-yt,OR-xt,OR-yt,PA-xt,PA-yt,PR-xt,PR-yt,RI-xt,RI-yt,SC-xt,SC-yt,SD-xt,SD-yt,TN-xt,TN-yt,TX-xt,TX-yt,UT-xt,UT-yt,VA-xt,VA-yt,VI-xt,VI-yt,VT-xt,VT-yt,WA-xt,WA-yt,WI-xt,WI-yt,WV-xt,WV-yt,WY-xt,WY-yt
2021-10-10,448330,35430,2691420,114436,1759338,89711,35682,30,4459976,241621,27502469,1215472,3949303,242118,2790668,120796,580286,24115,675052,29129,14882841,823066,6085764,233559,135573,5623,1074103,71257,1881985,98728,951549,56397,8231195,379521,3629011,197500,1795275,84099,2577212,141770,2503597,136442,5457241,207279,4436244,206807,1033572,45384,5800751,333467,3699682,236208,3482836,169019,36064,1436,1565679,78954,611398,42496,6626945,203651,425435,21793,1188008,63960,954818,28613,6621820,279769,1520270,78281,1922061,74262,14392183,490083,6520474,326778,2345117,128445,2911048,147995,8810467,361507,2545905,131707,838075,37504,2967075,177874,549049,26117,3765410,252598,17730866,875980,1987210,91629,6165686,288155,57598,1467,503405,32064,5358241,276824,3665329,201929,1032628,83922,291098,18259
2021-10-11,448730,36487,2694077,118721,1760791,92685,35682,30,4464714,251548,27529863,1268760,3952517,249735,2793413,126324,581028,24982,675859,30719,14896833,845049,6091857,240536,135672,6053,1075021,73733,1883507,103944,952833,58775,8237991,396325,3632051,206820,1797246,88119,2579998,148093,2506064,141122,5462505,216577,4440968,216321,1034358,48108,5805243,348132,3702072,248184,3486205,176101,36080,1446,1567351,82037,611874,44261,6642137,212340,425977,22746,1188920,66730,955489,30134,6629189,293034,1521640,81310,1924377,76957,14410327,512336,6526130,342080,2348295,131861,2913347,155819,8821417,379792,2546704,134198,838821,38995,2970812,184234,549890,27371,3769036,260415,17747143,904839,1989566,97017,6172446,299935,57614,1474,503686,33862,5363235,288007,3668122,214096,1033569,85828,291384,18870
2021-10-12,449227,37576,2696608,123215,1762516,96254,35683,30,4469225,261533,27555443,1324869,3955869,260147,2796016,133039,581833,26031,676638,32300,14909889,868616,6098474,249619,135793,6358,1076161,77141,1884905,108853,954128,61558,8244810,416989,3635356,216217,1799007,92167,2582665,154348,2508728,147200,5468484,228570,4445345,227045,1035402,51360,5809826,363536,3704677,261414,3489739,184624,36094,1485,1568860,85096,612597,46732,6656687,223055,426603,24283,1189887,69871,956366,31984,6635740,305921,1523305,86792,1926839,79838,14429148,539643,6532051,359432,2351927,136215,2915747,164714,8833438,402773,2547837,139914,839696,40795,2974825,191395,550702,28847,3772740,268766,17762927,934768,1991858,103339,6179870,313593,57721,1556,503978,35837,5368209,300608,3671407,228612,1034597,88867,291779,19711
2021-10-13,449762,38911,2699276,127687,1764137,99203,35934,30,4474042,271326,27580579,1376742,3959286,270143,2798847,139514,582613,27016,677482,34029,14923550,891614,6104818,257731,135953,6706,1077359,80673,1886492,114219,955433,64097,8251690,437416,3638575,225131,1800883,96471,2585349,160774,2511564,152259,5474402,240026,4450208,237154,1036430,54621,5814427,381113,3707566,275711,3493400,192468,36111,1518,1570316,87855,613392,49422,6670545,233478,427303,25587,1190988,73694,957252,33893,6642386,318695,1525026,91889,1929143,83024,14447168,565610,6538281,378939,2355265,140765,2918217,173374,8844895,424421,2548841,146417,840613,42507,2978408,198239,551547,30267,3776180,276460,17778333,960199,1994101,108778,6187874,327421,57804,1667,504303,38064,5373505,313643,3674561,242301,1035703,92226,292148,20552
2021-10-14,450245,40486,2702061,132199,1765743,102423,35938,30,4478569,281401,27605586,1430401,3962696,278556,2801492,145719,583360,28043,678335,36204,14936813,914745,6110797,267324,136025,6877,1078405,83937,1887909,119679,956722,66663,8258465,460270,3641860,234247,1803133,101463,2588168,166657,2514417,158043,5480423,251968,4454747,247333,1037442,57825,5819001,397368,3710325,288688,3496991,200204,36123,1548,1571964,90906,614224,51801,6684003,244579,428100,27298,1191942,77616,957957,35521,6648608,330626,1526827,97728,1931568,85949,14465140,591324,6544721,399373,2358572,145164,2920678,181560,8856619,444959,2549956,153659,841414,44361,2982262,205198,552442,31730,3779944,283511,17794088,987281,1996423,113517,6195256,341940,57884,1740,504617,40140,5379173,327409,3677791,255625,1036817,95715,292577,21700
2021-10-15,450930,42059,2705334,137294,1767795,106455,36159,33,4484354,291860,27636034,1497843,3967009,290313,2804564,152602,584138,29324,679306,38652,14952713,941931,6118186,277613,136145,7361,1079672,87998,1889704,125692,958206,69576,8265794,482484,3645499,242971,1805597,106374,2591443,173416,2517229,163861,5487004,263903,4459926,258991,1038542,60965,5824259,415040,3713369,302194,3501084,210580,36147,1598,1573706,93764,615031,53572,6698554,255909,428819,28543,1193437,82089,958725,37572,6656251,345242,1528820,104111,1934249,89192,14485142,620818,6551841,419724,2362763,150428,2923377,190670,8869468,466955,2551042,164223,842348,46086,2986842,212044,553476,33257,3784155,293484,17812996,1020449,1998868,118191,6204024,358999,58000,1930,504860,42012,5385440,341766,3681217,268254,1038217,100565,293049,22880
2021-10-16,451196,42781,2706821,138539,1768659,107088,36159,33,4488529,296705,27652087,1525462,3969089,295770,2806495,157003,584555,29739,679803,39485,14963144,955699,6122483,282016,136312,7780,1080352,89584,1890570,127554,958889,70910,8269895,492337,3647632,247033,1806709,107859,2592908,176149,2518816,165454,5490204,268683,4462598,263710,1039225,62117,5826994,422195,3714543,305188,3502849,214592,36160,1659,1574383,94446,615284,54099,6706375,260463,429004,29565,1193976,84955,959087,38437,6660719,351598,1529728,105719,1935977,90923,14496410,633545,6555322,428127,2364168,151573,2924784,194435,8876309,477127,2551604,167105,842897,47019,2988769,214208,553981,33717,3786322,296764,17823453,1031823,2000165,119486,6208703,365321,58017,1942,505032,42728,5388778,350945,3682553,272134,1038687,101378,293248,23247
2021-10-17,451305,43040,2707693,139193,1769000,107309,36159,33,4490574,299863,27661201,1537991,3970237,297658,2807678,158875,584786,29939,680151,40022,14969604,963625,6125131,284371,136321,7795,1080636,90496,1891094,128373,959242,71308,8272327,497516,3648643,248299,1807252,108496,2593593,177633,2519807,166039,5492346,271850,4464330,266575,1039666,62686,5828631,425736,3715304,306804,3503834,215940,36162,1661,1574850,94845,615475,54396,6711789,261900,429052,29662,1194333,85503,959377,39024,6663472,355347,1530140,106752,1937146,91970,14503554,641028,6557007,432596,2365117,152316,2925493,196513,8880058,481461,2551799,167853,843293,47554,2989973,215404,554134,33846,3787566,298393,17830302,1038299,2000652,119921,6211602,368367,58021,1942,505114,43171,5390623,354092,3683281,274079,1039000,101715,293375,23297
2021-10-18,451844,43954,2710435,143355,1770431,109545,36167,33,4495463,309351,27686410,1588546,3973499,305181,2810362,164585,585683,30989,680878,41588,14983307,985663,6131702,292281,136430,8057,1081739,92941,1892452,133232,960511,73743,8278495,515706,3651844,256412,1809218,112262,2596059,182863,2522231,169975,5498091,282694,4469307,276270,1040453,65419,5833022,439477,3717714,317717,3507204,222939,36177,1726,1576421,97533,616084,55874,6725721,269599,429617,30900,1195327,88099,960016,41047,6670299,367880,1531828,110679,1939455,94704,14521245,666248,6562437,447855,2368433,156107,2927485,203528,8891285,499758,2552796,172349,844219,49473,2994068,220720,555051,35307,3790952,305355,17846420,1063077,2003095,124581,6219325,381358,58104,2012,505412,45008,5395895,365688,3686074,285051,1039861,103333,293718,23876
2021-10-19,452306,45024,2712947,147644,1771826,112223,36167,33,4499755,318629,27708289,1641325,3976712,314926,2812861,170628,586428,32073,681550,43178,14995814,1008009,6136876,300801,136506,8354,1082646,95597,1893841,138845,961705,76536,8284250,535120,3654588,264040,1811070,116623,2598401,188412,2524698,174894,5503664,293698,4473358,286598,1041451,68538,5837023,453563,3720137,329121,3510294,230360,36198,1771,1577868,100826,616697,58147,6737880,279322,430184,32219,1196220,91209,960586,42783,6676297,380601,1533770,116052,1941723,97601,14538011,691483,6567278,464829,2371216,160157,2929610,211666,8901824,519983,2553778,178400,845031,51222,2997299,226138,555855,36697,3794077,312723,17861075,1089262,2005179,129521,6225759,393898,58174,2081,505757,46742,5400879,379226,3688986,297725,1040674,105509,294067,24844
2021-10-20,452777,46176,2715501,152107,1773176,114915,36173,34,4504168,328351,27729638,1691486,3979734,324166,2815666,177006,587221,33123,682297,45011,15008063,1031337,6142292,309191,136583,8755,1083617,98169,1895185,144759,962816,79120,8290102,557048,3657756,272035,1812959,120770,2600769,194456,2527325,179505,5509249,305042,4477319,296673,1042561,71561,5841286,469937,3722795,340344,3513395,237374,36213,1797,1579370,104062,617305,60144,6749829,288943,430866,33413,1197222,95600,961341,44626,6682281,393376,1535660,121344,1943961,100918,14554788,717508,6572249,482621,2374038,165045,2931648,219810,8912307,540577,2554650,184779,845818,53193,3000470,231866,556651,38217,3797444,320131,17875805,1118289,2007112,134832,6232137,407005,58265,2183,506053,48591,5405823,392307,3691647,310409,1041583,108119,294381,25626
2021-10-21,453272,47672,2718042,157038,1774902,117814,36173,93,4508723,337593,27751477,1744653,3982951,332378,2818452,183361,588041,34308,683062,47325,15020063,1052841,6147535,318807,136711,8970,1084449,100706,1896580,150434,963884,81979,8295787,580584,3660779,280294,1814974,125446,2603388,200252,2530263,185655,5514610,315841,4481406,307667,1043628,74800,5845510,485832,3725786,352150,3516465,245115,36237,1835,1580847,107633,618023,62547,6761963,299070,431562,34830,1198079,98957,962117,46347,6688416,406625,1537471,126988,1946130,104398,14572799,744134,6577468,500009,2376784,169546,2933629,227582,8923506,562240,2555610,192600,846560,55076,3003820,238175,557463,39656,3800625,327976,17890584,1149212,2009132,139454,6238443,420621,58339,2265,506382,50565,5410561,405935,3694585,324327,1042523,111093,294750,26798
2021-10-22,453949,50481,2722160,166835,1777368,126261,36182,181,4514770,354596,27780553,1848747,3987669,351582,2822298,194718,589164,36683,684157,50806,15036983,1101592,6154858,336954,136871,9435,1085965,107669,1898831,162522,965367,86531,8304064,621799,3664928,295167,1818021,133933,2606739,210580,2533063,194466,5523291,338303,4486795,327280,1044915,79271,5851866,514909,3729343,371417,3521578,259821,36256,1894,1582719,112268,618761,65110,6783916,313848,432317,36262,1199519,104978,963228,49428,6697628,430611,1539998,135169,1949078,110184,14595136,787483,6584179,532834,2381460,178717,2936098,237750,8939374,595924,2556674,204001,847893,59488,3008726,249500,558915,41820,3805148,345303,17910541,1212665,2011573,147143,6247507,449529,58435,2389,506849,53465,5416564,426683,3698292,344395,1044088,117138,295246,28144
2021-10-23,454265,52183,2724238,171409,1778269,128842,36183,181,4518550,365562,27796722,1907897,3990425,368585,2825123,202601,589874,37805,684810,52986,15049129,1142009,6159702,349991,136999,9902,1086754,111196,1899972,168629,966136,88997,8309190,647268,3667277,304928,1819447,137089,2608621,216905,2534390,198367,5528078,349436,4489991,338432,1045695,81887,5855823,533862,3730900,380767,3524370,268300,36265,1926,1583528,114582,619045,65992,6798792,319454,432615,37294,1200284,109897,963887,51476,6703706,446818,1541559,139413,1950941,114707,14608571,813010,6587982,554335,2383789,182517,2937549,245061,8949771,617503,2557434,211665,848629,62288,3011518,256157,559739,42863,3807869,354851,17923443,1252046,2012765,151180,6253204,468636,58462,2404,507151,55575,5420077,444661,3699868,353412,1044839,120092,295541,28830
2021-10-24,454468,52912,2725570,174122,1778754,130033,36183,181,4520869,372296,27805205,1937202,3991876,375997,2826934,206549,590332,38529,685224,54322,15057171,1167346,6162583,357236,137001,9907,1087117,112476,1900740,172254,966517,90173,8312360,663914,3668354,309064,1820338,138871,2609727,220069,2535165,200477,5531338,356679,4492115,345760,1046389,83446,5858398,546268,3731893,386738,3525949,272010,36265,1926,1583983,115599,619218,66629,6809077,322511,432744,37384,1200689,111670,964414,52827,6707188,455523,1542306,142002,1952221,117328,14617850,829210,6590004,565437,2385460,184809,2938347,249251,8955923,629648,2557708,213903,849114,63419,3013275,260305,560145,43266,3809444,359870,17930677,1272447,2013256,152330,6257325,479099,58476,2406,507314,56535,5422209,453447,3700787,358709,1045326,121744,295620,29037
2021-10-25,455050,55383,2729699,186859,1780990,140733,36193,194,4526803,391868,27832411,2048209,3996117,397948,2831824,220455,591694,41112,686302,58717,15073911,1230295,6169957,381027,137083,10599,1088551,119138,1903129,188302,967946,95397,8320633,708731,3672294,329895,1823315,147917,2613074,232841,2537835,210877,5541305,383563,4497651,369731,1047774,89624,5865184,583056,3735433,411788,3531133,288911,36292,2007,1585819,121805,619877,69467,6835739,340144,433412,39234,1201916,118112,965735,56606,6717286,486323,1544632,150047,1954956,125048,14643493,882671,6596454,605416,2390343,196555,2940699,263655,8973769,674437,2558995,224105,850429,68329,3018804,274471,561642,45748,3813831,382539,17950374,1348720,2015857,163722,6266882,515517,58541,2522,507913,60672,5427736,480437,3704097,379711,1046826,128518,296147,30632
2021-10-26,455631,58050,2733902,200299,1783253,151344,36195,194,4532797,410958,27859752,2176422,4000712,425032,2836360,234115,593084,43822,687409,62792,15089939,1280051,6177016,409610,137174,11301,1089747,124727,1905524,204860,969499,101677,8328786,759892,3676327,351475,1826119,156880,2616516,246767,2540895,222660,5551262,409865,4503335,396554,1049727,96872,5871853,621590,3739077,437866,3536172,306401,36331,2061,1587715,128568,620797,74659,6859955,362781,434278,41404,1203153,125747,967146,60740,6726337,514088,1546943,159391,1957690,132513,14668118,933042,6602808,646752,2394667,208411,2943254,281688,8992411,720626,2560241,236728,851628,73229,3023588,288147,563040,48213,3818256,404903,17968736,1422260,2018207,174967,6276557,552664,58668,2672,508478,65222,5433721,509907,3707869,402962,1048386,136321,296677,32940
2021-10-27,456312,60995,2738210,213542,1785454,160860,36205,256,4539405,431873,27887139,2308146,4005160,453509,2841020,249902,594491,46427,688709,67234,15107195,1343494,6184207,436843,137297,11906,1091050,131102,1907929,221977,971071,108231,8337015,814013,3680405,372594,1829359,166848,2620148,261210,2543779,233388,5559333,431720,4509003,423086,1051710,104138,5878647,660606,3742877,466452,3541331,323468,36358,2148,1589804,135583,621746,80247,6885999,385637,435200,44106,1204535,134387,968446,64945,6735461,543734,1549529,169220,1960460,140051,14695362,991560,6609384,691141,2399157,219264,2945843,301937,9010787,770697,2561538,251488,852789,77564,3028348,301720,564645,51906,3822559,425459,17987884,1492782,2020656,186379,6286274,588584,58809,2773,509054,69635,5440148,540744,3711669,428241,1049983,144241,297288,35489
2021-10-28,456907,63801,2742077,225619,1787775,171080,36210,275,4545098,452150,27913565,2440949,4009550,480489,2845787,266516,595901,49094,689913,71271,15122840,1400109,6191144,462198,137452,12431,1092152,136807,1910210,239789,972615,114864,8344832,865583,3684208,394190,1832506,178721,2623776,276301,2547137,245748,5567926,455668,4514432,450586,1053541,112519,5884979,700535,3746764,495948,3546302,340491,36388,2205,1591663,142102,622671,85407,6910189,410713,436375,47864,1205802,141605,969570,69073,6744389,573026,1551929,178146,1963128,148111,14722962,1052771,6615762,736612,2403255,229949,2948452,321858,9028993,815018,2563164,268100,853955,82463,3032900,313679,565997,55193,3826394,444463,18006446,1561287,2023222,197482,6295170,623181,58920,2927,509718,74631,5446023,572478,3715665,455778,1051579,153411,297815,38768
2021-10-29,457543,67647,2746526,238902,1790481,182534,36228,340,4552129,474425,27944665,2600216,4014539,508748,2851053,284249,597336,51856,691148,75365,15140553,1467481,6198679,489453,137598,13542,1093554,144475,1912774,260548,974219,121554,8353536,917881,3689247,416502,1835806,191581,2627571,294318,2549530,255197,5578176,487858,4520352,478364,1055451,120638,5891897,742249,3750611,524724,3551903,359736,36464,2417,1593462,148205,623574,90360,6936603,435947,437336,51029,1207290,150704,971018,73912,6754519,605977,1554448,188840,1965831,155692,14752347,1117076,6622911,788397,2408047,241779,2951321,343870,9047831,866218,2564505,284615,855409,88026,3038229,328410,567499,58670,3830951,467280,18025897,1641223,2025757,208165,6305707,663692,59032,3146,510350,80239,5452439,607326,3719687,483264,1053406,163176,298351,41157
2021-10-30,457796,69149,2748302,242449,1791307,184854,36229,341,4555111,484266,27960367,2671026,4017378,524980,2854075,293859,598153,53201,691717,77063,15151455,1502920,6203064,500854,137753,14422,1094348,149078,1913658,266169,974994,123918,8358247,944805,3691570,425276,1837022,195401,2629209,299682,2550262,256872,5583364,500782,4523618,492327,1056779,124210,5895158,759637,3751980,533506,3554574,368378,36543,2649,1594187,150400,623826,91365,6950256,444594,437541,52132,1207930,154872,971716,76072,6760653,623927,1555563,192580,1967545,160079,14766403,1146979,6626517,811516,2410139,244974,2952902,354593,9058851,889271,2565199,292267,856188,90782,3040685,334000,568113,59985,3832910,475362,18037091,1676192,2026816,211979,6311559,683933,59055,3164,510654,82678,5456092,628496,3721239,492965,1054044,165577,298603,42392
2021-10-31,457923,69635,2749270,244332,1791698,185714,36229,341,4556914,490596,27968883,2704094,4018620,531501,2855995,298106,598660,54037,692109,78521,15158322,1522576,6205555,507082,137762,14429,1094689,150387,1914248,268771,975355,124931,8361235,959869,3692777,428801,1837802,196816,2630066,302189,2550909,258212,5586923,509329,4525783,500304,1057562,125770,5897313,770531,3752773,538660,3555958,371927,36543,2649,1594584,151176,623968,92024,6958849,447505,437616,52224,1208283,156473,972437,78090,6764130,633040,1556250,195425,1968624,162504,14775273,1164498,6628459,822758,2411689,246723,2953632,359144,9065445,899452,2565456,295000,856672,92148,3042101,336968,568352,60270,3834285,479174,18044534,1694691,2027235,213101,6315397,694089,59070,3183,510843,83677,5458132,636724,3722211,498148,1054405,166836,298685,42528
2021-11-01,458416,71646,2752652,254493,1793674,193507,36241,378,4562836,514103,27997803,2828618,4022771,552599,2860389,312490,600220,57694,693247,82402,15175103,1583207,6212289,531497,137869,14961,1095838,155748,1916217,282209,976621,129843,8369114,1006146,3696812,447929,1840509,205434,2633110,314945,2553146,266845,5596452,537064,4531699,528586,1059016,132450,5903572,804906,3756129,562560,3560826,388039,36591,2879,1596531,156853,624724,95759,6981944,465413,438341,54502,1209424,163461,974093,83142,6773712,662137,1558345,202257,1971501,169601,14797735,1219188,6634434,864268,2415972,255326,2955777,372559,9082612,944140,2566791,307795,857990,97596,3046816,348834,569715,63498,3838332,498472,18062793,1757474,2029693,223442,6324722,730055,59100,3214,511471,88399,5463531,663195,3725468,521094,1055709,171934,299099,43863
2021-11-02,458924,73696,2756206,264871,1795587,201627,36243,378,4568177,533899,28026392,2967187,4027209,576705,2864683,327810,601718,60468,694319,85984,15190707,1636716,6218899,555514,137888,15071,1096981,160818,1918355,296195,978075,135414,8376866,1056183,3700579,466060,1843491,214367,2636058,329470,2555474,276948,5606261,565555,4537225,555861,1060974,140898,5909557,839977,3759748,589834,3565600,405277,36644,3077,1598389,163476,625581,101326,7004500,486796,439217,57559,1210592,171322,975702,88433,6783064,690940,1560618,210897,1974228,177155,14819805,1276170,6640238,904886,2420307,263954,2958195,389237,9100121,988057,2568600,321600,859097,102094,3051142,360592,571011,67810,3842018,515780,18079932,1818004,2032085,233310,6333895,762663,59236,3398,512159,93459,5469056,692620,3729026,546614,1057157,178054,299588,45858
2021-11-03,460194,76375,2759634,274578,1797888,209308,36267,439,4574305,553700,28058599,3103260,4031889,600397,2869112,342959,603216,63262,695218,88686,15207599,1693972,6227081,579168,138043,15883,1098481,166690,1920703,312129,979550,141082,8385206,1106269,3706194,485407,1846569,225094,2639578,345678,2557508,284378,5616894,595223,4543139,583456,1062750,148293,5916943,877379,3764295,618316,3570322,421670,36695,3307,1600402,169816,626633,106737,7027801,510013,440221,61557,1211961,179191,977347,93699,6793630,723234,1563198,219542,1976947,184558,14843084,1335790,6647287,950931,2424862,273026,2960723,407093,9120026,1037760,2570013,336535,860467,107200,3055426,372908,572597,72165,3845769,532134,18100287,1877535,2035563,243554,6343218,796445,59374,3559,512831,98460,5475088,721432,3732779,573981,1058730,185634,300131,47619
2021-11-04,461368,79457,2762692,284659,1801092,218859,36269,439,4582483,575753,28096544,3242960,4037861,623247,2874009,359338,604816,66187,696423,91341,15222770,1750725,6235317,602142,138102,16371,1099931,172046,1923571,326174,981173,146840,8395310,1160138,3712251,505234,1850077,237407,2643275,361684,2560185,295447,5627976,624638,4550532,612044,1064587,157062,5925350,915375,3771572,648043,3575385,439592,36736,3495,1602137,176752,628023,112876,7053533,534281,441489,65428,1213649,187095,978960,99055,6805914,755833,1566075,228104,1979611,192377,14868420,1399994,6655180,996010,2429117,283213,2963406,426223,9141447,1082829,2572377,352815,861778,111043,3060732,384626,574455,75664,3849980,549675,18123625,1939840,2039532,254437,6355380,829773,59486,3744,513560,103164,5481926,751285,3737005,603943,1060688,193756,300816,49846
2021-11-05,462943,82717,2766674,296591,1805678,229159,36320,532,4592848,598933,28149034,3408141,4048009,651780,2880253,376706,607694,69374,697494,93433,15242100,1814435,6245237,623823,138264,17386,1102693,178973,1927700,346353,983409,154053,8409315,1216508,3719737,525520,1854697,251243,2647791,381094,2563065,307788,5642413,659356,4559985,641496,1066487,165692,5935729,957032,3779204,675618,3582150,460515,36785,3851,1604186,183531,629843,118338,7083827,560716,442712,69271,1215839,197135,980985,105931,6820405,789735,1569575,237386,1982899,200906,14898927,1469406,6665288,1047507,2434820,294746,2967035,446355,9167184,1132312,2576677,372344,863712,116435,3067562,398924,577012,79218,3855424,571134,18157308,2019379,2044638,265018,6371178,870263,59608,3983,514602,108700,5491781,785776,3743487,633424,1063399,203898,301830,52357
2021-11-06,464256,84277,2768434,299566,1808353,231223,36320,533,4602708,610654,28191452,3480091,4061101,668126,2886519,384377,609841,70692,698197,94405,15264342,1850355,6252747,631609,138366,18045,1104862,183138,1931366,351685,985046,156219,8424337,1243339,3725503,534802,1858246,255636,2650884,387843,2564599,311418,5654661,673752,4570731,654787,1068874,169499,5944978,975742,3784329,685013,3587637,468736,36955,4082,1605349,185278,630561,119598,7104640,567743,442954,69966,1219465,200805,982329,109220,6831453,806667,1571812,241263,1986638,205517,14925054,1501674,6674295,1070726,2438467,297564,2972736,455371,9188694,1155114,2580727,380678,865063,119113,3071949,403763,578353,80150,3859709,578779,18188902,2054301,2047666,269176,6388277,887471,59658,3985,515703,110902,5504114,806250,3748543,643147,1064618,206436,302166,53005
2021-11-07,464527,84756,2769597,301332,1809176,231990,36322,533,4607642,616642,28215058,3515862,4066894,674549,2889567,388230,612164,71552,698668,95286,15281242,1871945,6254986,633263,138373,18070,1105595,184731,1932835,353902,985846,156976,8434760,1257382,3727810,539183,1859598,257201,2652730,390338,2565557,312743,5663431,682989,4579162,662447,1069919,170867,5950375,986028,3787260,690520,3590539,471720,36955,4082,1606111,186028,630862,120208,7117346,570694,443046,70043,1220456,202299,983326,111101,6837670,815340,1573832,243729,1989037,207698,14943026,1520384,6678461,1081524,2441169,298948,2974919,459740,9201264,1165910,2583350,382785,866145,120665,3074736,406361,578954,80402,3863017,582241,18206053,2071476,2048855,270261,6397247,896717,59682,3996,515894,111657,5513625,814392,3750928,648137,1065230,207346,302288,53153
2021-11-08,465943,86390,2772779,309746,1812906,239303,36347,700,4617965,634991,28274966,3634830,4074610,692455,2895541,398160,614709,74017,700139,98326,15305153,1920614,6257568,638128,138492,18644,1107881,188961,1937657,364186,987966,161391,8451648,1295163,3734676,552768,1864437,264937,2657517,401108,2568252,320790,5676070,704069,4591609,683173,1072981,176987,5962568,1016961,3797153,713133,3597615,484630,37128,4294,1608360,191354,632084,122997,7143910,586516,444203,72334,1223587,208384,985465,115436,6852222,839194,1577033,250081,1992750,214081,14976800,1568567,6691309,1115291,2446714,306061,2979221,472459,9224064,1203861,2589238,395731,868098,123974,3080908,415625,580532,82405,3869845,597360,18242935,2119958,2058059,279239,6413375,920372,59754,4132,517303,115242,5523188,838551,3758468,668327,1066926,211570,302777,54672
2021-11-09,467329,88394,2776239,318770,1816519,247025,36349,701,4627909,653955,28340945,3768223,4083794,715116,2902162,411594,617504,76509,701669,101517,15328457,1971726,6265530,649741,138876,19203,1110295,193837,1942421,377357,989959,165324,8470625,1338174,3740395,563557,1868972,273774,2663030,414460,2571917,330786,5693761,730645,4604515,707330,1076476,184545,5978110,1050182,3808167,739483,3605749,500629,37330,4520,1610492,197472,634021,128276,7171471,605843,445680,75432,1226574,215273,987825,120621,6868784,867541,1581275,258445,1996088,220964,15014200,1623273,6705956,1152789,2452328,314308,2984255,488938,9252285,1246263,2595591,411104,870723,128154,3086841,426031,582331,85176,3876386,613412,18279067,2173916,2065947,288245,6432716,949909,59926,4325,519340,119237,5534410,866695,3768095,693018,1068808,216818,303447,56756
2021-11-10,468730,90900,2780145,328878,1819889,254306,36363,815,4643079,675005,28414379,3903987,4094183,741673,2910106,426293,620211,79336,703457,105441,15353550,2025408,6276326,671462,139280,20087,1113400,199846,1947622,391498,991605,167699,8492318,1386557,3746346,571615,1874159,283644,2669606,427717,2575764,341436,5714622,759008,4618495,732308,1080614,191884,5995336,1085535,3819771,768629,3614671,515960,37579,4750,1612915,204028,636295,133333,7201997,627450,447163,78644,1229597,223101,990206,126221,6886182,898302,1586245,267793,2000258,229291,15055172,1688001,6720914,1194315,2458248,323005,2991481,507430,9280094,1293627,2602092,426620,873907,132810,3093055,438072,584361,88578,3883476,629652,18318838,2228652,2073908,297666,6451696,981216,60109,4491,521463,123849,5546939,896991,3778058,718735,1071450,224439,304127,58318
2021-11-11,469743,92446,2784246,336888,1822914,261223,36365,815,4652675,691927,28487323,4030059,4104253,763914,2919092,439630,622649,81681,705643,109179,15377990,2072926,6287216,689272,139302,20256,1116008,203254,1952560,403751,993438,172438,8516755,1430764,3753572,585714,1879138,291561,2674743,438571,2579453,351389,5733693,783896,4630913,755290,1083836,198713,6009496,1118005,3830958,795874,3622890,531048,37759,4908,1614960,209537,637613,136269,7232651,641372,448639,80859,1232223,231082,992954,131307,6903790,925375,1589498,274788,2004286,235223,15092246,1741544,6733289,1228130,2463098,329250,3000441,521588,9308721,1335302,2609876,438617,875809,136140,3099308,448585,586257,91196,3890260,643276,18356567,2279131,2080448,305704,6470769,1009362,60153,4579,522633,127273,5560383,923218,3787647,743234,1073452,228576,304765,59290
2021-11-12,470982,94715,2790214,348434,1827768,270437,36382,890,4664506,713563,28564480,4190036,4118320,794725,2928616,456132,625285,84333,707593,112961,15407320,2132585,6300532,713914,139647,20942,1119877,209501,1957890,421017,996232,178510,8547444,1482042,3763434,606959,1885418,303653,2681777,457610,2583913,362054,5751629,813453,4644205,782182,1087741,206324,6027081,1160219,3844578,825011,3632986,549620,38016,5047,1617896,216074,640245,140516,7264515,663487,449872,83528,1236470,241496,995498,137581,6922674,957150,1594620,284121,2009025,243195,15133834,1804895,6749126,1276570,2470503,339647,3008513,538706,9341119,1384473,2616384,454164,879035,140845,3107160,461164,588336,93918,3898914,664466,18405645,2345571,2088524,316283,6491630,1045904,60339,4896,524593,131835,5573236,955532,3798383,770931,1076618,237560,305779,61235
