date,AK-pt,AK-dt,AL-pt,AL-dt,AR-pt,AR-dt,AS-pt,AS-dt,AZ-pt,AZ-dt,CA-pt,CA-dt,CO-pt,CO-dt,CT-pt,CT-dt,DC-pt,DC-dt,DE-pt,DE-dt,FL-pt,FL-dt,GA-pt,GA-dt,GU-pt,GU-dt,HI-pt,HI-dt,IA-pt,IA-dt,ID-pt,ID-dt,IL-pt,IL-dt,IN-pt,IN-dt,KS-pt,KS-dt,KY-pt,KY-dt,LA-pt,LA-dt,MA-pt,MA-dt,MD-pt,MD-dt,ME-pt,ME-dt,MI-pt,MI-dt,MN-pt,MN-dt,MO-pt,MO-dt,MP-pt,MP-dt,MS-pt,MS-dt,MT-pt,MT-dt,NC-pt,NC-dt,ND-pt,ND-dt,NE-pt,NE-dt,NH-pt,NH-dt,NJ-pt,NJ-dt,NM-pt,NM-dt,NV-pt,NV-dt,NY-pt,NY-dt,OH-pt,OH-dt,OK-pt,OK-dt,OR-pt,OR-dt,PA-pt,PA-dt,PR-pt,PR-dt,RI-pt,RI-dt,SC-pt,SC-dt,SD-pt,SD-dt,TN-pt,TN-dt,TX-pt,TX-dt,UT-pt,UT-dt,VA-pt,VA-dt,VI-pt,VI-dt,VT-pt,VT-dt,WA-pt,WA-dt,WI-pt,WI-dt,WV-pt,WV-dt,WY-pt,WY-dt
2020-03-01,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,17,3,1,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,23,6,1,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,2,0,45,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,32,10,1,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,2,0,55,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,1,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,47,11,1,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,2,0,67,1,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2,0,2,0,0,0,2,0,22,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,16,0,1,0,0,0,0,0,0,0,75,11,1,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,3,0,81,1,8,0,0,0,0,0,0,0,7,2,3,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,8,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,2,0,4,0,0,0,2,0,44,0,0,0,1,0,2,0,2,0,0,0,3,0,2,0,0,0,1,0,19,0,3,0,0,0,0,0,0,0,86,12,1,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,5,0,100,1,8,0,0,0,1,0,0,0,12,2,7,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,1,0,0,0,13,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,14,0,4,0,4,0,0,0,2,0,89,0,0,0,1,0,6,0,4,0,0,0,3,0,2,0,0,0,1,0,19,0,3,0,1,0,0,0,1,0,110,16,1,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,5,0,112,1,8,0,1,0,1,0,0,0,13,2,11,0,0,0,2,0,3,0,0,0,7,0,2,0,1,0,4,0,0,0,28,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,16,0,4,0,6,0,0,0,4,0,106,0,0,0,1,0,13,0,6,0,0,0,3,0,6,0,0,0,3,0,23,0,3,0,2,0,0,0,1,0,141,19,1,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,6,0,172,2,12,0,2,0,4,0,0,0,14,2,17,0,0,0,2,0,8,0,0,0,11,0,4,0,1,0,5,0,1,0,41,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0,16,0,4,0,11,0,0,0,4,0,142,0,3,0,1,0,13,0,10,0,0,0,3,0,7,0,0,0,4,0,24,0,3,0,5,0,0,0,1,0,179,22,2,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,6,0,179,3,17,0,2,0,4,0,0,0,23,2,22,0,0,0,2,0,13,0,0,0,19,0,6,0,1,0,7,0,6,0,92,0,9,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,7,0,0,0,17,0,5,0,15,1,0,0,4,0,173,0,3,0,2,0,14,0,12,0,0,0,5,0,9,0,5,1,7,0,31,0,4,0,8,0,0,0,1,0,279,24,3,0,0,0,0,0
2020-03-11,0,0,0,0,1,0,0,0,9,0,202,4,34,0,3,0,10,0,1,0,26,2,31,0,0,0,2,0,14,0,0,0,25,0,11,0,1,0,7,0,13,0,95,0,13,0,0,0,2,0,5,0,1,0,0,0,1,0,0,0,8,0,1,0,23,0,5,0,23,1,4,0,7,0,217,0,4,0,2,0,20,0,16,0,0,0,5,0,10,0,8,1,8,0,33,0,5,0,10,0,0,0,2,0,338,29,6,0,0,0,1,0
2020-03-12,1,0,0,0,6,0,0,0,9,0,252,4,49,1,6,0,10,0,4,0,46,2,31,1,0,0,2,0,16,0,0,0,32,0,12,0,5,1,11,0,14,0,108,0,13,0,1,0,12,0,9,0,2,0,0,0,1,0,0,0,16,0,1,0,24,0,6,0,29,1,6,0,11,0,326,0,5,0,2,0,30,0,22,0,0,0,5,0,12,0,8,1,18,0,41,0,7,0,17,0,0,0,2,0,419,32,8,0,0,0,1,0
2020-03-13,1,0,6,0,7,0,0,0,9,0,320,5,78,2,11,0,10,0,4,0,70,2,41,1,0,0,2,0,17,0,1,0,46,0,12,0,6,1,11,0,36,0,123,0,18,0,2,0,25,0,14,0,4,0,0,0,6,0,4,0,18,0,1,0,27,0,7,0,50,1,10,0,19,0,421,0,13,0,3,0,30,0,41,0,3,0,20,0,13,0,9,1,26,0,58,0,7,0,30,0,0,0,2,0,511,37,19,0,0,0,2,0
2020-03-14,1,0,12,0,9,0,0,0,12,0,381,5,103,2,20,0,16,0,4,0,70,3,65,1,0,0,4,0,18,0,5,0,66,0,15,0,8,1,18,0,77,1,138,0,27,0,3,0,33,0,21,0,5,0,0,0,6,0,6,0,25,0,1,0,29,0,7,0,75,2,13,0,21,0,610,2,26,0,4,0,36,1,47,0,4,0,20,0,19,0,9,1,32,0,69,0,21,0,42,1,1,0,5,0,609,40,27,0,0,0,3,0
2020-03-15,1,0,23,0,16,0,0,0,13,0,478,6,136,2,26,0,17,0,7,0,109,3,97,1,3,0,7,0,22,0,5,0,94,0,19,0,9,1,21,0,103,2,164,0,32,0,12,0,53,0,35,0,5,0,0,0,10,0,6,0,32,0,1,0,31,0,13,0,98,2,17,0,26,0,732,6,37,0,8,0,39,1,68,0,5,0,20,0,28,0,9,1,39,0,80,0,29,0,45,1,1,0,8,0,675,42,33,0,0,0,3,0
2020-03-16,3,0,29,0,22,0,0,0,18,0,588,11,161,2,41,0,22,0,8,0,141,4,118,1,3,0,10,0,22,0,5,0,104,0,24,1,11,1,22,1,137,3,197,0,39,0,17,0,54,0,54,0,9,0,0,0,12,0,8,0,34,0,1,0,33,0,17,0,176,3,21,0,45,1,950,10,50,0,10,0,46,1,81,0,5,0,21,0,33,1,10,1,52,0,87,1,40,0,51,1,2,0,12,0,794,48,47,0,0,0,10,0
2020-03-17,6,0,39,0,22,0,0,0,20,0,732,14,183,3,68,0,31,0,16,0,210,6,142,1,3,0,14,0,29,0,9,0,159,1,30,2,17,1,26,1,196,5,218,0,57,0,32,0,65,0,60,0,16,0,0,0,21,0,8,0,42,0,5,0,36,0,26,0,268,3,23,0,55,1,1375,18,67,0,18,0,66,2,101,0,5,0,23,0,47,1,11,1,73,0,106,1,51,0,67,2,2,0,14,0,908,54,72,0,1,0,15,0
2020-03-18,9,0,51,0,33,0,0,0,28,0,893,17,216,3,96,1,36,0,26,0,326,7,193,3,8,0,16,0,38,0,11,0,286,1,39,2,22,1,35,1,280,7,256,0,85,1,43,0,80,1,77,0,21,1,0,0,34,0,12,0,66,0,7,0,43,0,39,0,427,5,28,0,82,1,2387,32,90,0,29,0,74,3,139,1,5,0,33,0,60,1,11,1,98,0,166,2,65,0,78,2,3,0,19,0,1026,68,106,0,2,0,17,0
2020-03-19,12,0,78,0,62,0,0,0,47,0,1067,19,278,5,159,4,39,0,30,0,434,8,282,10,12,0,26,0,44,0,23,0,420,4,56,2,35,1,47,2,392,10,328,0,108,1,52,0,334,3,89,0,35,1,0,0,50,1,19,0,104,0,19,0,47,0,44,0,735,9,35,0,99,1,4161,39,120,0,44,1,87,3,187,1,6,0,44,0,81,1,14,1,155,0,248,4,80,0,94,2,3,0,22,2,1228,75,155,2,5,0,18,0
2020-03-20,14,0,106,0,100,0,0,0,70,1,1283,24,364,5,194,4,71,0,39,0,564,9,482,14,14,0,37,0,45,0,31,0,583,5,81,5,49,1,63,2,537,10,413,1,150,2,57,0,548,4,115,0,73,3,0,0,80,1,19,0,144,0,27,0,53,0,55,0,896,11,43,0,165,2,7113,68,169,1,49,1,114,3,269,1,14,0,44,0,126,3,14,1,237,0,386,5,112,0,115,2,6,0,29,2,1404,83,216,3,8,0,22,0
2020-03-21,21,0,131,0,118,0,0,0,104,1,1544,28,475,6,223,5,77,1,45,0,764,11,552,20,15,0,48,0,68,0,42,0,751,6,128,6,57,2,84,3,763,16,525,2,195,3,70,0,787,6,138,1,93,3,0,0,140,1,29,0,184,0,28,0,61,0,65,0,1336,16,57,0,165,2,10371,95,247,3,53,1,137,4,388,2,21,1,66,0,172,3,14,1,312,2,547,5,138,0,152,3,6,0,49,2,1655,95,281,4,12,0,24,0
2020-03-22,22,0,157,0,165,0,0,0,153,2,1851,35,591,7,327,8,98,1,56,0,1000,13,620,25,27,1,56,0,90,0,47,0,1047,9,204,9,66,2,103,3,837,20,646,5,245,3,89,0,1033,9,171,1,130,3,0,0,207,1,34,0,269,0,30,0,62,0,78,0,1914,20,65,0,190,2,15188,142,351,3,67,2,161,5,504,3,23,1,83,0,194,3,21,1,424,2,639,7,182,1,219,6,17,0,52,2,1844,97,382,4,16,0,26,0
2020-03-23,36,0,196,0,201,0,0,0,234,2,2240,39,721,10,415,10,116,2,87,0,1222,18,800,25,29,1,77,0,105,0,50,0,1285,12,264,12,82,2,124,3,1172,34,777,9,290,3,107,0,1324,16,235,1,183,4,0,0,249,1,45,0,302,0,32,0,73,0,101,1,2844,27,83,0,265,4,20899,183,444,6,81,2,191,5,644,6,31,2,106,0,299,5,28,1,522,2,728,7,257,1,254,6,17,0,75,2,2101,110,418,5,16,0,28,0
2020-03-24,42,0,242,0,231,2,0,0,326,6,2644,52,912,11,618,12,137,2,104,0,1467,20,1095,38,32,1,90,0,124,1,73,0,1535,16,371,17,102,3,157,3,1388,46,1159,11,349,4,118,0,1791,24,264,1,255,5,0,0,320,1,51,0,397,0,37,0,77,0,108,1,3675,44,100,0,315,6,25704,264,564,8,106,3,209,8,851,8,39,2,124,0,342,8,30,1,678,2,857,11,299,1,291,7,17,0,95,7,2469,123,481,5,39,0,37,0
2020-03-25,59,0,386,1,307,2,0,0,402,6,3183,68,1086,19,875,19,183,2,119,0,1971,23,1385,47,32,1,95,0,147,1,123,0,1874,21,484,19,134,3,198,5,1795,65,1838,15,423,4,142,0,2293,43,289,1,384,8,0,0,376,5,65,0,562,1,45,0,84,0,137,1,4402,62,113,1,405,10,33117,381,707,11,164,5,266,10,1151,12,51,2,132,0,425,8,41,1,806,3,1132,13,346,1,390,9,17,0,123,8,2585,130,623,7,51,0,49,0
2020-03-26,69,0,538,3,350,3,0,0,508,8,4060,83,1432,24,1012,21,231,3,143,1,2478,29,1641,56,49,1,106,0,179,1,189,3,2538,26,661,23,173,3,248,5,2305,83,2417,25,581,4,155,0,2877,63,346,2,508,8,0,0,486,6,90,0,639,2,58,0,91,0,158,1,6876,82,136,1,535,10,39058,502,867,15,248,7,316,11,1690,16,64,2,165,0,456,9,46,1,981,3,1542,21,402,1,603,14,17,0,158,9,3208,152,754,10,76,0,56,0
2020-03-27,85,1,639,4,385,3,0,0,665,15,4915,104,1735,31,1291,27,267,3,165,2,3198,46,2198,64,53,1,120,0,236,3,232,4,3029,37,992,32,213,4,302,8,2746,119,3240,35,790,5,168,1,3655,93,398,4,670,9,0,0,579,8,121,1,784,3,68,1,102,2,187,2,8825,108,191,1,621,10,44746,645,1144,22,322,8,415,12,2217,23,79,3,203,0,542,13,58,1,1180,6,1971,25,480,2,605,14,19,0,184,10,3770,179,930,16,96,0,74,0
2020-03-28,102,1,720,4,409,5,0,0,773,15,5566,122,2061,44,1524,33,304,4,214,5,4038,56,2447,79,57,1,151,0,298,3,262,5,3547,50,1239,38,272,6,394,9,3315,137,4257,44,1066,10,211,1,4634,112,442,5,837,11,2,0,669,13,147,1,972,4,93,1,122,2,214,2,11124,140,210,2,738,14,53517,935,1406,25,377,15,480,13,2815,35,100,3,239,2,661,15,68,1,1363,6,2381,30,608,2,739,17,19,0,211,12,4311,193,1042,17,113,0,85,0
2020-03-29,114,2,830,5,449,6,0,0,930,18,6321,132,2315,47,1993,34,342,5,232,6,4943,60,2683,83,58,1,175,0,336,4,310,6,4615,71,1522,40,333,7,439,9,3539,153,4955,48,1244,11,253,3,5486,132,504,9,902,12,2,0,759,14,161,1,1166,6,97,1,138,2,258,3,13386,161,237,2,920,15,59783,1180,1665,30,429,16,549,13,3441,40,127,5,294,3,775,16,90,1,1569,7,2722,35,719,2,889,22,23,0,235,12,4897,209,1120,17,124,1,88,0
2020-03-30,120,2,947,11,508,7,0,0,1169,20,7421,147,2628,51,2571,36,401,9,264,7,5695,72,3032,103,60,1,204,0,424,6,415,7,5070,84,1797,44,374,9,480,11,4024,186,5752,56,1415,15,275,3,6508,197,576,10,1049,13,2,0,848,16,177,4,1303,6,109,3,185,3,314,3,16636,199,282,4,1044,18,67504,1512,1933,40,481,17,607,16,4156,48,174,6,408,4,925,18,100,1,1721,13,3065,46,806,4,1020,26,30,0,256,12,5180,221,1269,20,145,1,96,0
2020-03-31,133,2,999,14,564,8,0,0,1298,24,8583,184,2990,69,3128,69,495,9,319,10,6742,85,4116,126,139,2,224,1,498,7,526,9,5992,107,2177,61,435,10,590,18,5237,240,6620,89,1662,18,303,5,7629,264,629,12,1350,15,2,0,937,20,198,5,1527,10,126,3,199,4,367,3,18696,267,315,5,1113,26,76211,1929,2199,55,566,23,690,18,4997,72,239,8,488,8,1083,22,107,1,2049,13,3588,57,887,5,1249,27,30,0,293,13,5293,226,1351,25,162,1,121,0
2020-04-01,143,2,1108,28,624,10,0,0,1413,29,9857,212,3346,80,3557,85,586,11,368,11,7769,100,4747,154,147,3,258,1,549,9,669,9,6978,146,2578,80,489,11,674,20,6424,275,7738,122,1985,33,344,7,9292,336,689,17,1580,21,6,1,1073,22,219,5,1591,11,147,3,249,5,415,4,22255,355,363,6,1279,32,84364,2415,2548,65,719,30,737,19,5805,78,286,11,566,10,1293,26,129,1,2689,23,4402,65,1012,7,1511,18,30,0,321,16,5589,250,1552,33,191,2,138,0
2020-04-02,146,2,1270,32,683,12,0,0,1600,35,11190,247,3728,96,3824,112,653,12,393,12,9000,144,5444,176,152,3,283,2,614,11,891,9,7695,165,3056,94,554,14,747,34,9152,310,8966,154,2331,36,376,7,10791,417,742,18,1834,28,8,1,1177,26,241,5,1858,17,159,3,273,6,479,5,25590,539,403,7,1458,38,93360,2963,2903,81,879,34,827,21,7021,91,316,12,657,12,1554,31,165,2,2868,32,4952,80,1077,7,1706,18,37,0,338,17,6586,272,1730,37,217,2,154,0
2020-04-03,156,2,1535,38,738,12,0,0,1769,41,12569,282,4182,110,4915,132,757,15,450,14,10260,169,5967,198,154,4,317,3,699,11,1012,10,8904,212,3455,118,625,19,762,34,10299,370,10402,192,2758,42,432,9,12669,478,789,22,2113,36,8,1,1358,29,262,5,2093,23,173,3,297,6,540,7,29895,647,495,10,1549,43,103689,3716,3312,91,989,38,899,22,8420,102,378,15,711,14,1700,34,187,2,3032,38,5773,98,1248,7,2011,46,38,0,389,17,6967,293,1916,50,242,2,167,0
2020-04-04,169,3,1632,44,743,14,0,0,2019,53,13796,323,4574,126,5276,165,902,21,593,14,11537,194,6383,208,223,4,349,3,786,11,1076,10,10357,248,3975,136,702,21,909,40,12500,412,11736,216,3125,54,456,10,14225,541,865,24,2291,44,8,1,1455,35,281,6,2402,30,186,3,339,8,621,9,34124,847,544,11,1758,46,115963,4535,3739,102,1159,42,1000,26,10110,140,452,18,806,17,1917,40,212,2,3265,47,6566,124,1426,8,2408,52,42,0,461,20,7499,318,2112,60,282,2,189,0
2020-04-05,183,4,1840,45,853,16,0,0,2269,64,15202,351,4950,140,5675,189,998,22,673,14,12342,220,6742,219,265,4,369,4,868,22,1100,10,11276,283,4437,151,769,23,1048,44,13014,477,12500,231,3609,68,470,10,15633,617,935,29,2367,52,8,1,1638,43,298,6,2585,37,207,3,377,8,669,9,37505,917,624,12,1880,46,124085,5335,4043,119,1251,46,1068,27,11590,159,475,20,922,25,2049,44,240,2,3538,50,7117,136,1618,8,2636,52,42,0,512,22,7985,344,2267,73,325,3,200,0
2020-04-06,189,4,2005,53,927,16,0,0,2466,67,16361,386,5172,150,6906,206,1097,24,783,15,13621,253,7558,294,266,4,385,5,946,25,1170,13,12262,309,4986,171,854,25,1057,52,14867,512,13837,260,4045,92,499,10,17129,727,986,30,2722,56,8,1,1738,51,319,6,2870,42,225,3,438,10,715,9,41090,1005,686,12,1971,58,133389,6149,4450,142,1326,51,1132,29,13075,170,513,21,1082,27,2232,48,288,4,3753,65,8150,159,1662,13,2877,54,44,1,543,23,8385,383,2440,83,347,4,213,0
2020-04-07,211,4,2197,64,997,18,0,0,2577,77,17540,447,5429,179,7781,277,1211,24,928,16,14739,295,9156,348,274,4,408,5,1048,26,1210,15,13549,384,5544,208,905,30,1289,66,16284,582,15202,356,4371,104,519,12,18851,845,1069,34,3037,80,8,2,1915,59,319,6,3220,50,237,4,491,12,747,13,44416,1232,794,13,2101,60,141703,7185,4783,167,1470,67,1181,33,14582,241,573,23,1229,30,2417,51,320,6,4010,72,8968,177,1737,13,3332,69,45,1,575,23,8683,409,2578,94,413,4,221,0
2020-04-08,224,5,2498,67,1077,18,0,0,2726,80,19043,506,5655,192,8781,335,1440,27,1116,19,15690,322,10204,370,409,4,433,5,1145,27,1232,19,15078,464,5986,246,1055,38,1393,73,17030,652,16790,433,5529,124,537,14,20220,959,1154,39,3327,86,11,2,2003,67,332,6,3423,61,251,4,538,14,788,18,47437,1504,865,16,2318,80,151271,8138,5149,193,1523,79,1239,38,16414,313,620,24,1450,35,2552,63,393,6,4246,83,9897,195,1860,13,3644,60,46,1,605,23,9098,430,2756,107,483,4,230,0
2020-04-09,233,5,2838,78,1146,21,0,0,3018,89,20191,548,6202,227,9784,380,1523,32,1209,23,16819,370,10885,412,542,4,440,6,1270,27,1366,24,16422,534,6400,295,1116,42,1525,84,18283,702,18941,503,6185,139,560,16,21375,1076,1242,50,3539,94,11,2,2260,76,354,6,3651,74,269,5,594,15,819,21,51027,1700,989,17,2456,82,162036,9166,5513,213,1683,80,1321,44,18379,344,683,33,1727,43,2792,67,447,6,4456,95,11372,228,1980,13,4041,109,50,1,628,23,9609,456,2885,116,524,5,303,0
2020-04-10,244,5,3008,80,1202,24,0,0,3112,97,21366,594,6510,253,10538,448,1660,38,1326,32,17960,418,11859,425,577,4,463,8,1388,31,1425,25,17887,607,6960,353,1180,50,1702,90,19253,755,20974,599,6968,172,586,17,22646,1280,1335,57,3799,105,11,2,2469,82,365,6,3906,78,278,7,678,18,885,22,54588,1932,1090,19,2606,86,172830,10162,5879,231,1794,88,1371,48,20128,435,725,39,2015,49,3065,72,536,6,4793,104,12291,249,2103,17,4509,121,51,1,679,24,9888,483,3068,131,537,5,320,0
2020-04-11,255,6,3262,93,1228,25,0,0,3393,112,22421,632,6893,274,11510,494,1778,47,1479,33,18978,445,12261,432,681,5,484,8,1510,34,1438,27,19180,682,7494,389,1282,55,1851,94,20014,806,22860,686,7694,207,616,19,23855,1395,1427,64,4024,116,11,2,2642,93,377,6,4310,86,293,7,718,18,929,23,58151,2183,1174,20,2720,111,182990,11159,6251,247,1868,93,1447,51,21774,515,788,42,2349,56,3207,80,626,6,4983,107,13208,265,2208,18,5076,130,51,1,711,24,10227,498,3213,141,593,6,343,0
2020-04-12,270,6,3583,93,1280,27,0,0,3539,117,23323,676,7303,290,12035,554,1875,50,1625,35,19855,460,12103,438,716,5,497,9,1587,41,1457,27,20852,727,7990,405,1337,56,1963,98,20595,840,25475,756,8225,236,633,19,24496,1488,1621,70,4160,116,11,2,2781,96,387,6,4520,86,308,8,805,18,985,23,61850,2350,1245,26,2860,113,191425,12116,6605,253,1970,96,1527,52,22955,525,897,44,2665,63,3319,82,729,6,5144,107,13776,288,2305,18,5273,141,51,1,727,26,10414,511,3341,145,615,8,364,0
2020-04-13,275,6,3805,104,1475,30,0,0,3702,122,24334,725,7691,308,13381,602,1955,52,1761,41,21011,498,13125,479,719,6,502,9,1710,44,1499,33,22025,800,8300,414,1384,63,2048,106,21016,884,26867,844,8936,262,698,19,25490,1603,1650,70,4388,136,11,2,2942,98,394,7,4788,91,331,9,870,19,1020,23,64584,2443,1345,31,3036,114,197973,12998,6975,274,2069,98,1584,53,24295,563,903,45,2976,73,3439,87,867,6,5483,114,14487,320,2368,18,5746,149,51,1,748,27,10547,525,3428,155,638,9,373,1
2020-04-14,283,7,3953,114,1498,32,0,0,3806,131,25758,778,7941,329,13989,671,2058,67,1926,43,21620,570,13913,517,721,6,511,9,1899,44,1538,39,23247,878,8598,458,1440,69,2210,115,21518,1013,28163,957,9472,302,734,20,26845,1767,1695,79,4686,151,13,2,3087,111,399,7,4992,116,341,9,930,21,1091,27,68824,2805,1407,36,3137,130,205375,14001,7280,324,2184,109,1633,55,25591,746,923,45,3251,80,3553,97,987,6,5654,123,15303,365,2420,19,6173,154,51,1,752,28,10711,552,3555,172,697,10,373,1
2020-04-15,291,7,4241,123,1599,34,0,0,3962,142,27107,885,8280,355,14755,868,2197,72,2014,46,22526,613,14583,569,750,6,524,9,1995,53,1587,41,24593,958,9030,511,1503,76,2295,124,21951,1103,29918,1108,10096,413,770,24,27894,1920,1809,87,4895,164,13,2,3360,122,404,7,5123,128,365,9,994,22,1139,32,71030,3156,1484,36,3212,137,217130,14937,7791,361,2263,123,1663,58,26804,833,974,51,3529,87,3656,107,1168,6,5864,135,16106,395,2549,20,6502,195,51,1,759,29,10806,572,3721,184,725,12,392,2
2020-04-16,298,7,4404,137,1620,37,0,0,4234,152,28142,971,8675,374,15884,971,2350,81,2075,52,23332,667,15644,611,790,6,535,9,2141,60,1609,41,25734,1081,9619,554,1595,80,2429,131,22532,1156,32181,1245,10851,459,796,27,29120,2092,1912,94,5111,170,13,2,3624,129,415,7,5463,140,393,9,1094,24,1211,34,75317,3518,1597,44,3321,142,225761,15669,8414,389,2357,131,1736,64,28314,940,1043,56,3838,105,3931,109,1311,7,6077,142,16928,428,2687,21,6891,208,51,2,768,34,11180,588,3875,197,739,13,393,2
2020-04-17,307,7,4572,151,1695,37,0,0,4507,174,29398,1050,9047,389,16809,1036,2476,86,2323,61,24745,725,16658,661,796,6,547,9,2332,64,1655,43,27575,1142,10235,599,1732,84,2522,140,23118,1213,34402,1404,11641,494,827,29,29954,2227,2071,111,5283,184,14,2,3793,140,422,8,5859,159,439,9,1216,24,1287,37,78467,3840,1711,51,3524,151,233293,16473,9107,418,2465,136,1785,70,30121,1027,1068,58,4177,118,4086,116,1411,7,6423,146,18131,461,2813,23,7492,238,53,3,779,34,11479,610,4045,205,776,16,401,2
2020-04-18,312,7,4723,147,1777,38,0,0,4719,181,30829,1146,9433,409,17550,1086,2666,91,2538,67,25484,747,17014,670,805,6,568,9,2513,74,1668,44,29160,1272,10730,633,1820,86,2707,145,23580,1267,36372,1560,12379,534,847,32,30718,2307,2213,121,5517,194,14,2,3974,152,426,10,6140,175,528,9,1348,28,1342,38,81420,4070,1798,53,3626,155,240542,17141,10222,451,2570,139,1844,72,31742,1150,1118,60,4491,137,4246,119,1541,7,6624,148,18927,487,2942,25,8053,258,53,3,803,36,11850,629,4199,212,825,18,412,2
2020-04-19,317,7,4903,160,1781,39,0,0,4929,188,31544,1176,9730,421,17962,1127,2793,96,2538,67,26306,773,17619,682,808,6,574,10,2915,75,1672,45,30357,1302,11301,652,1897,94,2960,149,23928,1296,38077,1706,12892,548,867,34,31349,2389,2356,134,5667,196,14,2,4274,159,433,10,6493,183,585,10,1473,28,1392,41,85301,4202,1845,55,3710,158,246741,17793,11602,471,2599,140,1910,74,32992,1285,1213,41,4706,150,4377,120,1635,7,6824,151,19441,503,3071,27,8536,277,53,3,812,36,11864,637,4346,222,890,20,422,2
2020-04-20,319,7,5078,164,1971,42,0,0,5064,191,33862,1223,10106,448,19815,1331,2927,105,2745,72,27050,822,18447,767,811,6,578,10,3175,79,1736,48,31508,1359,11784,666,2030,101,3050,155,24523,1328,39643,1809,13750,582,875,35,31929,2466,2470,143,5807,201,14,2,4512,169,433,12,6764,187,627,13,1646,33,1447,42,88806,4377,1971,58,3830,163,251608,18412,12919,509,2680,143,1956,75,34005,1366,1252,42,5090,155,4439,124,1685,7,6994,156,20035,523,3213,28,8989,300,54,3,816,37,12255,661,4564,231,908,26,426,2
2020-04-21,327,7,5327,186,2262,43,0,0,5251,213,35844,1316,10447,484,20360,1423,3098,112,2931,82,27861,866,19189,810,852,6,580,12,3641,83,1766,51,33059,1479,12214,731,2114,107,3193,172,24854,1405,41199,1961,14261,652,888,36,32936,2698,2567,160,5941,221,14,2,4716,183,437,12,6951,217,644,13,1726,38,1491,42,92387,4753,2072,65,3937,163,255932,19040,13725,557,2807,164,2002,78,35384,1620,915,43,5500,171,4608,135,1755,8,7317,159,20949,552,3301,32,9629,325,54,3,818,39,12410,683,4691,243,929,26,442,6
