date,AK-nt,AL-nt,AR-nt,AZ-nt,CA-nt,CO-nt,CT-nt,DC-nt,DE-nt,FL-nt,GA-nt,IA-nt,ID-nt,IL-nt,IN-nt,KS-nt,KY-nt,LA-nt,MA-nt,MD-nt,ME-nt,MI-nt,MN-nt,MO-nt,MS-nt,MT-nt,NC-nt,ND-nt,NE-nt,NH-nt,NJ-nt,NM-nt,NV-nt,NY-nt,OH-nt,OK-nt,OR-nt,PA-nt,PR-nt,RI-nt,SC-nt,TN-nt,TX-nt,UT-nt,VA-nt,VT-nt,WA-nt,WI-nt,WV-nt,WY-nt,SD-nt,HI-nt
2021-01-01,75329,992395,412713,1180936,6420397,696924,290102,99937,94000,3831254,2047728,645295,259923,3641305,1035438,413046,599428,620261,648868,1008577,33320,1742560,878850,1029220,627640,191679,1289764,,401904,67669,1758605,336882,564110,2530780,2770767,528388,293900,2110545,301438,120454,713653,1210498,5632809,529891,731998,8750,372011,1577502,155470,121604,208569,39817
2021-01-02,75329,992395,412713,1180936,6420397,696924,290102,99937,94000,3831254,2066852,645295,259923,3641305,1035438,413046,599428,620261,648868,1008577,33320,1742560,878850,1029220,627640,191679,1289764,,401904,70845,1758605,336882,564110,2530780,2770767,567010,293900,2110545,301438,120454,713653,1210498,5632809,529891,731998,8750,372011,1577502,155470,121604,208881,39817
2021-01-03,75329,992395,412713,1180936,6420397,696924,290102,99937,94000,3831254,2085976,645295,259923,3641305,1035438,413046,599428,620261,648868,1008577,33320,1742560,878850,1029220,627640,191679,1289764,,401904,74021,1758605,336882,564110,2530780,2770767,605632,293900,2110545,301438,120454,713653,1210498,5632809,529891,731998,8750,372011,1577502,155470,121604,209194,39817
2021-01-04,75329,992395,412713,1180936,6420397,696924,290102,99937,94000,3831254,2105100,645295,259923,3641305,1035438,413046,599428,620261,648868,1008577,33320,1742560,878850,1029220,627640,191679,1289764,,401904,77197,1758605,336882,564110,2530780,2770767,644253,293900,2110545,301438,120454,713653,1210498,5632809,529891,731998,8750,372011,1577502,155470,121604,209507,39817
2021-01-05,75329,992395,412713,1180936,6420397,696924,290102,99937,94000,3831254,2124224,645295,259923,3641305,1035438,413046,599428,620261,648868,1008577,33320,1742560,878850,1029220,627640,191679,1289764,,401904,80373,1758605,336882,564110,2530780,2770767,682875,293900,2110545,301438,120454,713653,1210498,5632809,529891,731998,8750,372011,1577502,155470,121604,209819,39817
2021-01-06,75329,992395,412713,1180936,6420397,696924,290102,99937,94000,3831254,2143348,645295,259923,3641305,1035438,413046,599428,620261,648868,1008577,33320,1742560,878850,1029220,627640,191679,1289764,,401904,83548,1758605,336882,564110,2530780,2770767,721497,293900,2110545,301438,120454,713653,1210498,5632809,529891,731998,8750,372011,1577502,155470,121604,210132,39817
2021-01-07,75329,992395,412713,1180936,6420397,835202,290102,100484,94000,3831254,2162472,645295,259923,3641305,1035438,413046,599428,659901,648868,1008577,33320,1742560,878850,1029220,627640,191679,1289764,,401904,86724,1758605,443596,564110,2158030,2770767,760119,293900,2110545,301438,120454,713653,1210498,5632809,529891,731998,8750,372011,1577502,155470,121604,210444,39817
2021-01-08,75329,992395,412713,1286873,6420397,835202,290102,101032,94000,3831254,2162472,645295,259923,3634894,1400497,509036,599428,699542,648868,1326759,33320,1742560,895432,1029220,627640,191679,1304997,,401904,89900,1954006,443596,591877,2158030,2770767,760119,293900,2110545,301438,120454,713653,1210498,6246284,561105,639447,8750,372011,1577502,155470,121604,210757,39817
2021-01-09,75329,1000502,412713,1392810,6420397,835202,290102,101579,94000,3831254,2162472,764330,259923,3628483,1400497,509036,599428,699542,648868,1326759,35541,1742560,895432,1029220,627640,172580,1320231,,401904,93076,1954006,443596,619644,2158030,2770767,760119,293900,2110545,339823,120454,713653,1210498,6246284,592320,639447,8750,663785,1577502,155470,121604,211070,39817
2021-01-10,104131,1008610,412713,1498747,6420397,835202,329498,102127,121060,3882749,2162472,764330,371318,3622072,1400497,509036,599428,699542,672774,1326759,37762,1742560,895432,1184517,627640,153481,1335464,,459047,96252,1954006,443596,647411,2158030,2933753,760119,334719,2110545,378208,153737,817727,1316915,6246284,623535,639447,8125,663785,1577502,182905,153314,211382,55459
2021-01-11,104131,1016718,514395,1604684,7085926,835202,368895,102675,148121,3934245,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,760119,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,211695,55459
2021-01-12,104131,1016718,514395,1604684,7085926,835202,368895,102675,148121,3934245,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,760119,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,212007,55459
2021-01-13,104131,1016718,514395,1604684,7085926,835202,368895,102675,148121,3934245,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,760119,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,212320,55459
2021-01-14,104131,1016718,514395,1604684,7085926,835202,368895,102675,148121,3934245,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,760119,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,212633,55459
2021-01-15,104131,1016718,514395,1604684,7085926,835202,368895,102675,148121,3934245,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,760119,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,212945,55459
2021-01-16,104131,1016718,514395,1604684,7172053,835202,368895,102675,148121,3905407,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,767955,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,213258,55459
2021-01-17,104131,1016718,514395,1604684,7258180,835202,368895,102675,148121,3876570,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,775791,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,213571,55459
2021-01-18,104131,1016718,514395,1604684,7344307,835202,368895,102675,148121,3847732,2162472,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,783627,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,213883,55459
2021-01-19,104131,1016718,514395,1604684,7430434,810311,368895,102675,148121,3818895,2298913,764330,371318,3615662,1400497,509036,666031,699542,696680,1326759,39984,1732603,895432,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3096740,791463,334719,2212874,416594,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,214196,55459
2021-01-20,104131,1016718,514395,1619735,7516562,785421,368895,102675,148121,3790058,2435355,764330,371318,3615662,1400497,471222,666031,699542,696680,1326759,39984,1732603,746193,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2158030,3147188,799299,334719,2212874,430141,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,185024,214508,55459
2021-01-21,104131,1016718,514395,1634786,7602689,760531,368895,102675,148121,3761220,2571796,764330,371318,3615662,1300935,471222,666031,699542,696680,1326759,39984,1732603,746193,1339814,594764,134383,1350698,,459047,99428,1954006,443596,675178,2203806,3197636,807136,334719,2212874,443689,187020,921802,1423333,6246284,654750,639447,7500,663785,1589058,182905,178740,214821,55459
2021-01-22,104131,1016718,514395,1649837,7688816,735641,368895,102675,148121,3732383,2708238,764330,371318,3615662,1300935,471222,666031,704206,696680,1356776,39984,1732603,746193,1339814,594764,134383,1472565,,459047,95397,2167170,483352,686138,2249582,3248084,807136,334719,2212874,457237,187020,952776,1423333,8058821,695862,1034894,7500,663785,1589058,182905,172456,215134,55459
2021-01-23,104131,1016718,514395,1664888,7774943,710751,368895,102675,148121,3703545,2708238,764330,371318,3615662,1300935,471222,666031,704206,696680,1356776,39984,1732603,746193,1339814,594764,157302,1594433,,459047,91366,2167170,483352,697099,2295359,3298532,807136,334719,2212874,470784,187020,983751,1498712,8058821,736974,1034894,7708,678373,1589058,182905,166172,215446,55459
2021-01-24,104869,1016718,544302,1679939,7861070,685861,370685,102675,153818,3674708,2708238,613970,303806,3615662,1300935,471222,666031,704206,652283,1356776,42650,1732603,746193,1446390,594764,157302,1716300,,445714,87335,2167170,483352,708060,2295359,3348980,807136,387785,2212874,484332,147397,1014725,1574091,8058821,778086,1034894,7916,678373,1551498,199367,159888,215759,115184
2021-01-25,104869,1177253,574209,1694991,7947198,685861,372476,111573,159515,3645871,2708238,613970,303806,4115701,1300935,471222,768155,704206,607887,1356776,45316,1862050,746193,1552966,792022,157302,1838168,,445714,83305,2167170,483352,719021,2295359,3399429,807136,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-01-26,104869,1177253,574209,1694991,7947198,685861,372476,111573,159515,3645871,2708238,613970,303806,4115701,1300935,471222,768155,704206,607887,1356776,45316,1862050,746193,1552966,792022,157302,1838168,,445714,83305,2167170,483352,719021,2295359,3399429,807136,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-01-27,104869,1177253,574209,1694991,7947198,685861,372476,111573,159515,3645871,2708238,613970,303806,4115701,1300935,471222,768155,704206,607887,1356776,45316,1862050,746193,1552966,792022,157302,1838168,,445714,83305,2167170,483352,719021,2295359,3399429,807136,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-01-28,104869,1177253,574209,1694991,7947198,704528,372476,111573,159515,3645871,2708238,613970,303806,4115701,1300935,471222,768155,704206,607887,1356776,45316,1862050,746193,1552966,792022,157302,1838168,,445714,83305,2167170,483352,719021,2295359,3399429,807136,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-01-29,104869,1177253,574209,1694991,7947198,723196,372476,111573,159515,3645871,2708238,613970,303806,4115701,1300935,471222,768155,704206,607887,1356776,45316,1862050,746193,1552966,792022,157302,1838168,,445714,84892,2167170,483352,719021,2295359,3399429,807136,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-01-30,104869,1177253,574209,1694991,7947198,741863,372476,111573,159515,3645871,2708238,613970,303806,4115701,1300935,471222,768155,704206,607887,1356776,45316,1862050,746193,1552966,792022,157302,1838168,,445714,86480,2167170,483352,719021,2295359,3399429,799299,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-01-31,104869,1177253,574209,1694991,7947198,760531,372476,113322,159515,3645871,2708238,613970,303806,4115701,1300935,450860,768155,704206,607887,1356776,45316,1862050,834631,1552966,792022,157302,1838168,,445714,88068,2167170,483352,719021,2295359,3399429,791463,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-02-01,104869,1177253,574209,1694991,7947198,779199,372476,115071,159515,3645871,2708238,613970,303806,4115701,1300935,430499,768155,704206,607887,1356776,45316,1862050,923069,1552966,792022,157302,1838168,,445714,89656,2167170,483352,719021,2295359,3399429,783627,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-02-02,104869,1177253,574209,1694991,7947198,797866,372476,116821,159515,3645871,2708238,613970,303806,4115701,1300935,430499,768155,704206,607887,1356776,45316,1862050,923069,1552966,792022,157302,1838168,,445714,91244,2167170,483352,719021,2295359,3399429,775791,387785,1944260,497880,107774,1045700,1649470,8058821,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-02-03,104869,1177253,574209,1694991,7947198,816534,372476,118570,159515,3645871,2708238,613970,303806,4115701,1300935,430499,768155,704206,607887,1356776,45316,1862050,923069,1552966,792022,157302,1838168,,445714,92832,2167170,483352,719021,2295359,3445996,767955,387785,1944260,511427,107774,1045700,1649470,7991896,819199,1034894,8125,678373,1513939,199367,153605,216072,115184
2021-02-04,104869,1177253,574209,1713052,7947198,835202,372476,120319,159515,3645871,2708238,613970,303806,4115701,1380585,430499,768155,704206,607887,1356776,45316,1862050,923069,1552966,792022,157302,1888946,,445714,94420,2167170,483352,719021,2426148,3492564,760119,387785,1944260,524975,107774,1045700,1649470,7924972,819199,1034894,8125,678373,1539364,199367,153605,216072,115184
2021-02-05,104869,1177253,574209,1731113,7947198,835202,372476,122069,159515,3645871,2471396,613970,303806,4115701,1380585,430499,768155,704206,607887,1482848,45316,1862050,923069,1552966,792022,157302,1939724,,445714,96008,2131643,483352,722674,2556938,3539131,760119,387785,1944260,538523,107774,1045700,1649470,7858047,832903,883446,8125,678373,1564789,199367,153605,216072,115184
2021-02-06,104869,1177253,574209,1749175,7947198,835202,372476,123818,159515,3762593,2234554,613970,303806,4115701,1380585,430499,768155,704206,607887,1482848,45316,1862050,923069,1552966,792022,169802,1990502,,358095,97596,2131643,359899,726328,2687728,3585699,760119,387785,1944260,552071,107774,1136558,1649470,7791123,846607,883446,7708,678373,1590214,199367,153605,218461,115184
2021-02-07,92315,1177253,611592,1767236,7947198,835202,386802,125567,154767,3879316,1997712,701680,303806,4192630,1380585,430499,768155,704206,700094,1482848,45316,1862050,923069,1552966,792022,169802,2041280,,358095,99184,2131643,359899,729981,2687728,3632266,760119,273490,1944260,565619,126793,1227417,1649470,7724199,860311,883446,7291,561664,1615639,210341,142550,220851,36973
2021-02-08,92315,1157794,648976,1785298,8456132,835202,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,430499,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,760119,273490,2660566,579167,145812,1318276,1815747,7724199,874015,883446,6875,561664,1641064,210341,131495,223240,36973
2021-02-09,92315,1157794,648976,1785298,8456132,835202,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,430499,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,760119,273490,2660566,579167,145812,1318276,1815747,7724199,874015,883446,6875,561664,1641064,210341,131495,225630,36973
2021-02-10,92315,1157794,648976,1785298,8456132,835202,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,430499,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,760119,273490,2660566,579167,145812,1318276,1815747,7724199,874015,883446,6875,561664,1641064,210341,131495,228019,36973
2021-02-11,92315,1157794,648976,1785298,8456132,835202,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,430499,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,760119,273490,2660566,579167,145812,1318276,1815747,7724199,874015,883446,6875,561664,1641064,210341,131495,230409,36973
2021-02-12,92315,1157794,648976,1785298,8456132,835202,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,430499,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,760119,273490,2660566,579167,145812,1318276,1815747,7724199,874015,883446,6875,561664,1641064,210341,131495,232798,36973
2021-02-13,92315,1157794,648976,1785298,8456132,794640,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,430499,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,760119,273490,2660566,579167,145812,1318276,1824393,7724199,874015,883446,6875,561664,1641064,210341,131495,235188,36973
2021-02-14,92315,1157794,648976,1785298,8456132,754078,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,433407,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,764037,273490,2660566,579167,145812,1318276,1833039,7724199,874015,883446,6875,561664,1641064,210341,131495,237577,36973
2021-02-15,92315,1157794,648976,1785298,8456132,713517,401128,127317,150020,3996039,1760870,701680,303806,4269559,1380585,436316,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,733635,2687728,3678834,767955,273490,2660566,579167,145812,1318276,1841686,7724199,874015,883446,6875,561664,1641064,210341,131495,239967,36973
2021-02-16,92315,1157794,648976,1785298,8500873,713517,401128,127317,150020,3996039,1767735,701680,303806,4269559,1380585,439225,945763,704206,792302,1482848,45316,1881965,923069,1437255,759146,169802,2092059,,358095,100772,2131643,359899,735722,2687728,3678834,771873,273490,2660566,579167,145812,1318276,1850332,7724199,874015,883446,6875,561664,1641064,210341,131495,242356,36973
2021-02-17,92315,1157794,648976,1785298,8545614,713517,401128,127317,150020,3996039,1774600,701680,303806,4269559,1380585,442134,945763,704206,792302,1482848,45316,1881965,983870,1437255,759146,169802,2092059,,358095,100772,2131643,359899,737810,2687728,3678834,775791,273490,2660566,625455,145812,1318276,1858979,7724199,874015,883446,6875,561664,1641064,210341,131495,244746,36973
2021-02-18,92315,1157794,648976,1785298,8590356,713517,401128,127317,150020,3996039,1781465,701680,303806,4269559,1506696,442134,945763,704206,792302,1482848,45316,1881965,983870,1437255,759146,169802,2092059,,358095,100772,2131643,356760,739898,2687728,3678834,779709,273490,2660566,671743,145812,1318276,1867625,9146344,874015,883446,6875,561664,1641064,210341,131495,247135,36973
2021-02-19,92315,1157794,648976,1792244,8635097,713517,401128,127317,150020,3996039,1781465,701680,303806,4269559,1506696,442134,945763,704206,792302,1807034,45316,1881965,983870,1437255,759146,169802,2140298,,358095,104802,2522444,353621,741985,2687728,3678834,783627,273490,2660566,718031,145812,1308364,1876271,9146344,874015,1194756,6875,561664,1641064,210341,131495,249525,36973
2021-02-20,92315,1157794,648976,1799191,8679839,713517,401128,127317,150020,4064699,1781465,701680,303806,4269559,1506696,442134,945763,704206,792302,1807034,49758,1881965,983870,1437255,759146,158343,2188537,,354285,108833,2522444,353621,744073,2687728,3678834,783627,273490,2660566,764319,145812,1298452,1884918,9146344,856758,1194756,10624,561664,1641064,210341,123349,251914,36973
2021-02-21,73852,1157794,669910,1806138,8724580,713517,458433,127317,147646,4133359,1781465,642162,286928,4000307,1506696,442134,914682,708870,795717,1807034,54201,1881965,983870,1437255,759146,158343,2236776,,354285,112864,2522444,353621,746161,2432688,3678834,783627,281654,2481489,810607,146340,1288540,1893564,9146344,839501,1194756,14374,423071,1701737,166444,115203,254304,22752
2021-02-22,73852,1362110,690845,1813085,8769322,713517,458433,131424,145273,4202020,1781465,642162,286928,3731056,1506696,442134,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,783627,281654,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-02-23,73852,1362110,690845,1813085,8769322,713517,458433,131424,145273,4202020,1781465,642162,286928,3731056,1506696,442134,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,783627,281654,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-02-24,73852,1362110,690845,1813085,8769322,713517,458433,131424,145273,4202020,1781465,642162,286928,3731056,1506696,442134,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,783627,281654,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-02-25,73852,1362110,690845,1813085,8769322,713517,458433,131424,145273,4202020,1781465,642162,286928,3731056,1506696,442134,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,783627,281654,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-02-26,73852,1362110,690845,1813085,8769322,713517,458433,131424,145273,4202020,1781465,642162,286928,3731056,1506696,435952,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,783627,281654,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-02-27,73852,1362110,690845,1813085,8769322,713517,458433,131424,145273,4202020,1786613,642162,286928,3731056,1506696,429771,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,783627,281654,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-02-28,73852,1362110,690845,1813085,8682324,713517,458433,131424,145273,4202020,1791762,642162,286928,3731056,1506696,423590,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,771872,277572,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-03-01,73852,1362110,690845,1813085,8595327,713517,458433,131424,145273,4202020,1796911,642162,286928,3731056,1506696,417409,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2285015,,354285,116895,2522444,353621,748249,2432688,3678834,760118,273490,2302413,856896,146869,1278629,1902211,9146344,822245,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-03-02,73852,1362110,690845,1821024,8508330,697845,458433,131424,145273,4202020,1802059,642162,286928,3731056,1506696,411228,883601,708870,799133,1807034,58644,2011413,983870,1437255,845820,158343,2301518,,354285,116895,2522444,353621,744908,2432688,3678834,748364,269408,2302413,856896,146869,1278629,1902211,9146344,841387,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-03-03,73852,1362110,690845,1828963,8421333,682174,458433,131424,145273,4202020,1807208,642162,286928,3731056,1506696,405047,883601,708870,799133,1807034,58644,2011413,923069,1437255,845820,158343,2318021,,354285,116895,2522444,353621,741568,2432688,3678834,736609,265326,2302413,883991,146869,1278629,1902211,9146344,860529,1194756,18124,423071,1762410,166444,107058,256694,22752
2021-03-04,61297,1362110,690845,1836902,8334335,666502,458433,134025,145273,4202020,1812357,642162,286928,3731056,1699181,398866,883601,708870,799133,1200687,58644,2011413,862268,1437255,845820,158343,2334524,,354285,116895,2566853,353621,738228,2432688,3678834,724855,261244,2302413,911087,146869,1278629,1902211,9146344,879671,1219997,18124,423071,1762410,166444,120207,251681,22752
2021-03-05,61297,1362110,690845,1844841,8247338,650831,458433,136626,145273,4202020,1817505,642162,286928,3731056,1699181,392685,883601,708870,799133,1200687,58644,2011413,801467,1437255,857775,158343,2351027,,354285,114879,2566853,328512,734887,2432688,3678834,713101,257162,2363171,938182,146869,1257566,1902211,6692447,898813,1219997,18124,488721,1762410,166444,133356,246668,22752
2021-03-06,61297,1384812,711779,1852780,8160341,635159,439331,139227,145273,4263814,1822654,657825,259923,3731056,1699181,392685,925042,671561,799133,1200687,59532,2011413,801467,1437255,869730,122924,2367530,,354285,112864,2566853,328512,731547,2432688,3678834,713101,257162,2423929,965278,146869,1236503,1902211,6692447,917955,1219997,18124,488721,1762410,166444,146506,241655,22752
2021-03-07,61297,1407514,732714,1860719,8073344,619488,420229,141828,159990,4325609,1827803,657825,259923,3916967,1699181,392685,966484,671561,805963,1200687,60420,2011413,801467,1437255,881685,122924,2384033,,363809,110848,2566853,328512,728207,2726965,3597340,713101,257162,2484687,992373,135774,1215440,1785817,6692447,937097,1219997,18124,488721,1791302,166444,159655,236642,34129
2021-03-08,61297,1430216,753649,1868658,7986347,619488,401128,144429,174707,4387404,1832952,657825,259923,4102879,1699181,392685,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2400536,,363809,108833,2566853,328512,724867,2726965,3515847,713101,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-09,61297,1430216,753649,1868658,7986347,619488,401128,144429,174707,4387404,1832952,657825,259923,4102879,1699181,392685,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,724867,2726965,3515847,713101,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-10,61297,1430216,753649,1868658,7986347,619488,401128,144429,174707,4387404,1832952,657825,259923,4102879,1699181,392685,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,724867,2726965,3515847,713101,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-11,61297,1430216,753649,1868658,7986347,619488,401128,144429,174707,4387404,1832952,657825,259923,4102879,1699181,392685,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,724867,2726965,3515847,713101,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-12,61297,1430216,753649,1868658,7986347,619488,401128,144429,174707,4387404,1832952,657825,259923,4102879,1699181,392685,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,724867,2726965,3515847,713101,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-13,61297,1430216,753649,,7986347,,401128,144429,174707,4387404,,657825,259923,4102879,1699181,392685,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,724867,2726965,3515847,,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-14,61297,1430216,753649,,7986347,,401128,144429,174707,4387404,,657825,259923,4102879,1699181,,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,724867,2726965,3515847,,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-15,61297,1430216,753649,,7986347,,401128,144429,174707,4387404,,657825,259923,4102879,1699181,,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,724867,2726965,3515847,,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-16,61297,1430216,753649,,,,401128,144429,174707,4387404,,657825,259923,4102879,1699181,,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,,2726965,3515847,,257162,2545445,1019469,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
2021-03-17,61297,1430216,753649,,,,401128,144429,174707,4387404,,657825,259923,4102879,1699181,,1007926,671561,812793,1200687,61309,1961625,801467,1382444,893640,122924,2417039,,363809,108833,2566853,328512,,2726965,3515847,,257162,2545445,,124680,1194378,1669423,6692447,956240,1219997,18124,488721,1820194,208512,172805,231629,34129
